,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000625.SZ,X000596.SZ,X000725.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X600703.SH,X002129.SZ,X000100.SZ,X600089.SH,X600372.SH,X002236.SZ,X002049.SZ,X000661.SZ,X002241.SZ,X600741.SH,X600584.SH,X000157.SZ,X601877.SH,X600522.SH,X000977.SZ,X002007.SZ,X000800.SZ,X601799.SH,X600183.SH,X002074.SZ,X600418.SH,X600702.SH,X002028.SZ,X300142.SZ,X000733.SZ,X002463.SZ,X002294.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0674239491811487,0,0,0.221734953153696,0,0,0,0,0,0.145596721134398,0,0,0,0,0,0,0,0,0,0,0.112630141119749,0,0,0,0,0,0,-0.00623975388841029,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0635270716441821,0,0,0.0397391439241071,0,0.478796026797251,0,0,0,0,0,-0.171448295501217,0.0134706867423221,0,0.0301132109334304,0,0,0,0,0
X000858.SZ,0.325122344567038,0,0,0,0,0,0,0,0,0,0,0,0,0.13925549284766,0,0,0.0301748141698285,0,0,0,0,0,0,0,0,0,0,-0.0272074956173101,-0.0548408083634442,0,0,0,0,0,0,0,0.0942118992016582,0,0,-0.143685529776348,0,0,0,0.142374591711557,0,0,0,0,0.0676253134710797,0.0655320255250821,0,-0.0181710217151964,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0115068716526574,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0702683961853939,0,0,0,0,0,0,0.114168950391111,0,-1.73472347597681e-18,0,0.144414680330696,8.67361737988404e-19,0,0,0,0,0,0,0,0.113553862878768,0,0,0,0,0,0.0605696496141977,0,0,0,0,0,-0.0764526806399258,0,0,-0.00353398342464677,-0.0109720951695872,0,0,0,0,0,0
X000568.SZ,0.383451513989518,0,0.0206817999796359,0,0.310204467369672,0.0375704027244849,0,0,0,0,0,0,0,0,0.236925686582652,0,0,0.0341215782661902,0,0,0,0,0,0.0290758104382115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00866394048644098,0.0364738116903134,0,3.46944695195361e-18,0,0,0,0,0,0.0152033414819744,0.00343631932439211,0,0,0,0,0,0
X600809.SH,0.168366984142375,0,0,0.542887861625656,0,0,0.0621264941044668,0,0,0,0,0,0,0,0.0842739358355612,0,0,0,0,0,0,0,0,0,0,0,0,0.103049148203038,0,0,0.0422172449330119,0,0,0,0,-0.0657730872861697,0,0,0,0,0,-0.080717468549166,0,0,0,0,0,0,0,-0.166413047699439,0,0.0385762642198475,-0.0751717354975696,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0932013351000953,0,0,0,-0.237766290751265,0,0,-0.28993623947937,0,0,0,0,0.096682520892305,-0.106828292819886,0.198746362495334,0,0,0,-0.0702430960022611,0,0.409574042431797,0,0,0,0,0,0,0.0958243692608325,0,0,0,0,0,0,0,0,0,0,0,0.497033454159684,0,0,-0.0194702250511053,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0599082128416453,0,0,0,0,0,0,-0.10353388844579,0,0.171155867425062,0,0,0,0.187106606252484,0,0.211035428354323,0,-0.0573679103745528,0,0,0,0,0,-0.0156626475076226,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0086133269110833,-0.144115656512428,0,0,0.0244218103231893,0,0,0,0.187693263934927,0.296144486620427,0.14887135338668,0,0,-0.106287057145347,0.155814214190265,0.0458811020956156,0,0,0,0,0
X600690.SH,0.135679982681809,0,0,0.0125826620234857,0,0,0,0,0,0,0,0.0388138406690639,0,0.0116628619624726,0,0,0,0,0.0878790692438578,0.0785944639165639,0,0,0,0,0,0,0,0,0.0251951305143815,0,0,0,0,0,0,0,0,0,0,0,0,0.0602230057206498,0,0,0,0,0,0.063850507137338,0,0,0,-0.0131262607082498,0.0241039493827557,0,0,0,0,0,0
X000651.SZ,0,0,-0.0391706675169328,0,0,0,0.107949173154927,0,0,0,0,0.279051366128546,0,0,0,-0.00832060003329897,0,0,0,0.1827423104618,0,0,-0.102243963606719,0.0771312784238039,0,0,0,-0.0741896424568288,-0.120503644909256,0,0,0,0,0,0,0,0.00382875456311201,0,0,0,0,0,0,0,0,0.0613856241294817,0,0,0,0,0,0.0327985756409055,-0.0748108764327084,0,0,0,0,0,0
X002304.SZ,0,0.0198834722066509,0,0.206333793902197,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.29098897285191,0,0,0,0.146093425686494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0456151312236163,0,0,0,0,0,0,0,0,0,-0.0912852698868432,0.103417289065194,0,0,0,0,0,0,0,0.0482160210546798,-0.0891375178203108,-0.126772253826715,0,0,0,0,0
X600104.SH,0.033552978366656,0,0,0,0,0,0,0.111458665315754,0,0,0,0,0,0.195180119237145,0,0,0,0,0.138559169544981,0,0,0,0,0,0,0,0,0,0,0,0,0.00587152102432479,0,0.0938813196313959,0,0,0.00943704385185125,0,0.0744289612634677,0,0,0,0.0370440493709549,0,0,0,-0.0719483395709324,0,-0.000128273568522069,0,0,0.00581429659425928,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.34507248158697,0,0,0,0,-0.0866912048938547,0,0,-0.0309968136719219,0,0.244350329380997,0,0.071978093915852,0,0.00952554160168012,0,0,0,0,0.0354788343469689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270838991063749,0.0801737999805023,0.054021453179322,0,0,0,0,0
