,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600276.SH,X600031.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600066.SH,X600089.SH,X000100.SZ,X600271.SH,X600118.SH,X601877.SH,X000550.SZ,X002236.SZ,X000581.SZ,X600582.SH,X000623.SZ,X002475.SZ,X000800.SZ,X600177.SH,X000568.SZ,X300124.SZ,X000050.SZ,X002294.SZ,X000559.SZ,X000400.SZ,X000977.SZ,X002129.SZ,X000869.SZ,X600839.SH,X002292.SZ,X002456.SZ,X002465.SZ,X300003.SZ,X600312.SH,X002007.SZ,X600060.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.133409086887027,0,0.0135090795354831,0,0,0.0921024665455292,0,0,0,0,0.599731633861731,0,0,0.0601746967355952,0,0,0,0,0,0.0285600315010714,0,0,0,0,0,0.0394365432135297,0,0,0,0,0,0,0,0,-0.102956063102365,0,0.107988931720549,0,0,0,-0.122925815033627,0.165261790747514,0,0,0,0,0,0.00161186505971971,-0.0586392106606525,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.062511472641466,0.0225630768271359,0,0,0,0.202096849346874,0,0,0,0,0,0,0,0,0,0,0,0.00148586882121438,0,0,0,0,0,-0.0678276509434055,0,0.0681109993198359,0.0447279406283486,0,0,0,0,0,0,0,0.140631245218234,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.00263599268806754,0,-0.0370678074767013,0,0,0,0
X000651.SZ,0,0,0,0,0.21482631117453,0.292798137772095,0,0,0,0,0,0,0.0744913259168207,0,0,0,0,0,0,0,0,0.0442758361374788,0,0,0,0,0,0,0,0,0,0,0,0.0555745088551501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0980307388869642,0,0.139740055860312,0,-0.0203842320234063,-0.0199030650100251,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.273937560928981,0.0610670232712494,0,0,0,0,0.0285502942607043,0,0,0,0,0,0,0.0557892478582967,0,0,0,0,0,0.0199259720488556,0.199171711526891,0,0,1.73472347597681e-18,0.0782458478432091,0,-0.0596124217083074,0,0,0.0123479350087518,0.040673866047183,0,0.0789107782843663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0413376211585948,0,0,0,0,0,0,0,0,0,0.0254184470309307,0.0701096598566033,1.73472347597681e-18,0,0,0,0,0,0.154184388401258,0.0910116533348371,0.070668641209548,0,0,0,0,0,0.0289362457279666,0,0.0588063509720287,0.161925413365652,0.195301142114759,0,0,0,0,0,0,0,0,0.107024408808782,0.00250539062316257,0,0.0988611911103504,0,0,0,0,0,0,0,-0.00626305502676147,0,0.0713367834610555,0,0,0,0
X000625.SZ,0.342333086398524,0,0,0,0,0,0.19557951446875,0,0.19394827083612,0,0,0,0,0,0,0.129777294073496,0,-0.109572696662912,0,0,0,0,0,0,0.0535858491367911,0,0,0,0.0521378616826512,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0680180143086609,0,0,0,0,0.00668356698463581,-0.0442389431015105,0.161699594005518,0,0,0,0
X002304.SZ,0.0360905091954697,0.0795149810004013,0,0,0,0,0,0.491856207831915,0,0.199175358796397,0,0,0,0,0,0,0,0,0,0.0206904014584628,0,0,-0.0234112789677847,0,0,0,0.0306952294537287,0,2.16840434497101e-19,0,0,0,0,-0.0371182747071299,0.0290085152428038,0,0,0,0,0,0.116200269745764,0,0,-0.0683850268454563,0,0,0,0,0,0,0,0.00722180538349676,-0.000721022137585982,0,0,0,0,0,0
X000858.SZ,0.0164919912344917,0,0.0238548095932026,0,0,0,0.0547088119937294,0,0.108825900645035,0,0.0357082288360295,0.0700289797142874,0.243150999055247,0,0.0376746726101443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0277416053508441,0,0,0,0,0,-0.0231265712746436,0,0,0,0,0,0,0,0,0,0,0,0,-0.00415927592227622,-0.0183749178380554,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.0722021953595147,0,0,0,0,0,0,0.0798890776329334,0,0.0917353891222356,0,0.096373708093404,0,0,0.086978952284917,0,0,0,0,0,0,0,0,0.161338369442596,0,0,0,0,0.177563974493168,0,0,0.0306581629802065,0,0,0,-0.101502444058143,0,0,0,0,0,0.045002185208555,0,0,0.0349984392078989,0,0,0,0,-0.00638348895253451,0.0534709464866764,0,0,0,0,0
X600276.SH,0,0,0,0.0645489871057389,0,0,0.0214048404282571,0,-0.0142919958960915,0,0,0,0,0,0,0,0,0.190613941903737,0.213633261890511,0,0,0,0,0,0,0,0,0.0220411097605505,-0.0378675849899768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251011322996079,0,0,0,0,0,0,0,-0.0193633198593203,0.00893792437504193,0,0,0,0,0,0
X600031.SH,0.149845088862606,0,0,0,0,-0.0740749994005621,0,0,0.0365784881911947,0,0,0,0,0,0.902474585479991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336435186271606,0,-0.0345751090579126,0,0,0,0,0,0,0,0,0,0,0,-0.0380499808255784,-0.00695516990764642,0,0,0,0,0,0
X600690.SH,0,0,0.190082676888884,0,0,0,0,0.149946426628844,0,0,0,0,0.0509048196339743,0,0,0.103259320096322,0,0.00686971278868203,0,0,0.216664878133153,0.0163353757889004,0,0,0.0510581375764208,0,0,0,0,0,0,0.173017476829883,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118159557925341,0,0,0,0,0,0
X000338.SZ,0,0,0.0547173368424659,0,0,0,0,0,0,0,0,0.270797215480125,0,0,0.618075949926404,0,0,0,0,0,0,0.0336404265779169,0,0,0,0,0,0.0332842143556642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0350731404667682,0,0.0794290333492352,0,0,-0.181240657569895,0,0,0,0,-0.0292205151336267,0.0121007026920746,0,0,0,0,0,0
X600372.SH,0,0,0,0,0.0834305580510215,0.0640673498201937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507017937374763,0.0208315618268274,0,0,0,0,0,0.161503270936418,0.157257674684718,0.0125070701130228,0.0309467822545125,0,0,0,0,0,0,0,0,0,0.0186377698350226,0,0,0.0940485606696728,0,0,0,0,0,0,-0.060129005971559,0.0153098818844563,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.00611590011338841,0,0,0.460404350716553,0,0.202437562911646,0,0,0,0,0,0,0,0,0,0,0,-0.113720125693518,0,0,0.110340081383023,0.024405058921252,0,0,0.0859562090557338,0,0.0117726388744378,0.144014564520396,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0648621942196669,0,0,-0.0779288335320488,-0.019471978932322,0.112816471897857,0,0,0,0,0
X600741.SH,0.243381817403372,0,0.0959224365728883,0,0,0,0,0,0.0927474287474722,0,0,0.0256019599271332,0,0,0.0827160360655811,0,0,0,0,0.158597905790714,0,-0.0439722881289376,0,0,0,0,0,0,0.111344976449486,0,0,0,0,0.0153283488927704,0,0,0,0,0,0,0,0,0,0,-0.038649224166731,0,0,0,0,0,0,0,0.00421577851089944,0,0,0,0,0,0
X002241.SZ,0.121142253658786,0,0.104628174601391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165669283077089,0,0,0.0110413562828663,0,0,-0.0128400254253019,0,0,0,0,0,0,0,0,0,0,0.0169075288121553,0.0903280608619923,0,0,0.0941123250424295,0.219007255220892,0.0491175081834123,0,0,0,0,0,0,0.00668109615687999,-0.00337880004681118,0,-0.0283069795809316,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.058185173714016,0.0534919310070622,0,0.0216342487692698,0,0.0400801782561511,0,0,0.182732496644929,0,0,0,0,0.00323905394091747,0.0702566887040621,0,0,0.0903384318981964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644054359045439,0,0.0190880830824291,0,0,0,0,0,0.145173588875631,0,0,0,0,-0.0125679233529951,0,0,0,0,0,0
X600066.SH,0.281022557142159,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.17819179523199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136069021101731,0,0,0,0.103668302279348,0,0,0.100833401679239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319290625911521,0.00270144431766677,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0.138920777924427,0,0,0,0.0981491038097494,0,0,0.159960759979782,0.0704225276899013,0,0,0,0,0,0,0,0,0,0,0.105626906094164,0,0,0.0596971541671318,0,0,0,0,0,0,0,0.230862908723008,0,0,0,0,0,0,0,0,0.0494857662222318,0.0234779592418006,0,0,0,-0.0253226582910518,-0.0151630850812093,0,0,0,0,0,0
X000100.SZ,0.0199619721977975,0,0,0,0,0,0,0,0,0,0.185332451250012,0.0897385084509878,0.0796588181758589,0,0,0.0904758516581843,0,0,0,0,0,0.0256377128980932,0,0,0.0196233216882555,0,0,0,0.0963490929877795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119132040297535,0,0,0.0408598873403841,0.00244510641528416,0,0,0,0,0,0
X600271.SH,0,0,0,0,0.00969403792549912,0,0,0,0,0,0,0,0,0.104304526473573,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317647431656401,-1.73472347597681e-18,0,0.0614637136015117,0,0,0.115249263501298,0,0,0,0,0,0,0,0.00569514639904287,0.0953068853028504,0,0.151398558266941,0.112930596153698,0,0,0,0,0,-0.0574027210201245,-0.0176781508935792,0,0,0,0,0,0
