,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X002241.SZ,X000625.SZ,X000596.SZ,X600703.SH,X000100.SZ,X300142.SZ,X002371.SZ,X000157.SZ,X002129.SZ,X002179.SZ,X002049.SZ,X600741.SH,X000799.SZ,X600702.SH,X002007.SZ,X601877.SH,X002236.SZ,X600584.SH,X600779.SH,X002414.SZ,X300146.SZ,X300003.SZ,X601799.SH,X600183.SH,X000800.SZ,X600460.SH,X002074.SZ,X000066.SZ,X600089.SH,X002508.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.210551657158114,0,0,0,0,0,0,0,0,0,0,0,0,0.157253704392239,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0394127059023002,0.0468130623088951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0847975011219861,0,0,-0.145859566802498,0,0,0.00287608221913896,-0.100066147400437,0,0,0,0.00778729947519552,0,0
X000858.SZ,0,0,0,0.17881195678517,0.410738270793858,0.00437969016946084,0,0.0365424066765293,0,0,0,0,0,0,0,0,0,0,0,0.068355895933975,0,0,0,0,0,0,0,0,0.0595087967729438,0,0,0.139380371649268,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0122476313273582,0,0,0,0,0,0.0216770777981657,0,0,0,0,-0.00292449723011233,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0224821505472081,0,0,0,0.0222651555372922,0,0,0.035599612164515,0,0,0,0,0.205462219525808,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.10340767304951,0,0,0.0946072580547405,0.0177760237438316,0,0,0,0,0,0.0208950667056861,0,0,0.0732965464339952,0,0,0,0,0,0,-0.0359018517687807,0,0,0,0,0,0,0
X600276.SH,0,0.079449381992307,0,0,0.0304103165004166,0,0,0.125627012749353,0,0.00795278817557296,0,0,-0.10121717800421,0,0.0184317136948085,0,0,0,0,0.00418249228569083,0,0,0,0,0,0,0,0,0,0.193248612686449,0,0,0,0,0.1130923235598,0.150042862572182,0,0,0,-0.107866829051919,0,0,0,0,0,0,0,0,0,0,0,0.135405212242969,0,0,0,0,0.0123026716733793,0,0
X000568.SZ,0,0.441818149179147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474263355965698,0,0,0,0,-0.0085892362577605,0.14865638961128,0,0,0.0138537730087807,0.0610170265153156,0,0,0,0,0,0,-0.0108355519555013,0,0,0,0,0,0,0,0,0.13739314274861,0,0,0,0.17384745738065,0,0,0,0,0,0,-0.0638098875536049,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.0259635975469742,0,0,0,0,0,0,0,0,0.0196681322818779,0,0.0939283968447259,0,0,0,0,0.0301639761443343,0.0139854582185633,0,0,0.027620119495527,0,0,0,0.0637618123036981,0.103184266972261,0,0.470882968205686,0.0640120524527331,0,0,0,0,0,0,0,0,0.0801640792217668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445197078770966,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0266982078206594,0.119190745002404,0,0,0,0,0,0.0451511586373625,0,0,0,0,0.0469963486534572,0.0109035697974998,0,0,0.181342530061113,0,0,0.027374944058326,0,0,0,0,0,0.0511725524235246,0,0,0,-0.0344456158478975,0.0291053619951997,0,0,0,-0.00449544917592464,0,0,-0.0360867090141132,0,0,0,0.138188437638038,0,0,0,0,0,0,0,-0.000424802196466259,0,0
X002304.SZ,0,0,0,0.239135481114906,0.140537132423947,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.359670878730578,0,0.0191606383012953,0.0196960963457756,0,0,0,0.0524137440402582,0,0,0,0,0,0,0,0.0325559557946753,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0175781212193567,-0.0212651906424598,0,0,0,0,0,0
X600690.SH,0,0,0.1214360373718,0,0,0,0.0585627503348572,0,0,0.0116756835272457,0,0,0.101654610108775,0,0,0.0247097105123193,0,0,0,0,0,0,0,0,0,0.0407202065738297,0,0,0,0,0,0.0587146069159087,0,0,0.270949160003211,0.0634670635200351,0,0.0801897232814203,0,0,0,0,0,0,0.00713581953587022,0.0334017686119081,0,0.0127103214728591,0,0,0,0,-0.0325881441935398,0,0,0,0.0281848843974682,0,0
X002475.SZ,0.0243701182693572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370728503915928,0.00762783776338306,0,0.274079255975524,0,0.113696289151052,-0.12419942123792,-0.0766588326699013,0.189723804028782,0.18789612759622,0,0,0,0.13845535018056,0,0,0,0,0,0,0,-0.057048258881845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509209557869666,0,0,0,-0.0513104170265449,0,0
