,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X300014.SZ,X003816.SZ,X002241.SZ,X002129.SZ,X000063.SZ,X002371.SZ,X000338.SZ,X600703.SH,X000596.SZ,X002049.SZ,X000625.SZ,X601877.SH,X002179.SZ,X600741.SH,X000100.SZ,X300142.SZ,X600089.SH,X600460.SH,X000661.SZ,X002074.SZ,X002180.SZ,X600702.SH,X000157.SZ,X600522.SH,X002236.SZ,X600884.SH,X000799.SZ,X000733.SZ,X000977.SZ,X002414.SZ,X600584.SH,X600779.SH,X002008.SZ,X002007.SZ,X601799.SH,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.517638679857684,0,0,0.0514759457548173,0,0,0.134747558538221,0,-0.0183694824183601,0,0,0,0,0,0,0,0,0,0,0,0,0.0846251380249009,-0.00270752424148592,0,0,0,0,0,0,0,0,0,0,0.0136160353827718,0.0704277852816262,0,0,0,0,0,0,0,0,0,0.00236405399143606,0,0,0,0,0,0,-0.0159127614991602,0,0,0,0,0,0
X000858.SZ,0.24426428714159,0,-3.46944695195361e-18,0,0.0817684847801311,0.031428665277861,0,0.131697310753437,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924101863604975,0,0.0110153134320377,0,0,0,0,0,0,-0.0105002941079518,0,0,0,0,0.102520257649345,0,-0.0380742871692188,0,0,0.102036773602298,0,0.0666589996004446,0,0,0,0,0,0,0,0,0.00431461595879564,0,0,0,0,0,0,0
X002415.SZ,0,0.133721146316186,0,0,0,0.0677101960184159,0,0.040460534561044,0,0,0,0,-0.102260926431813,0,0,0,0,0,0,0.154807272630553,0,0,0,0,0,0,0,0,0,0,-0.13636193398619,0,0,0,0,-0.152492142364135,0,0,0,0.127715833072528,0,0,0.0100608127694863,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000108242974017811,0,0
X600809.SH,0,0,0,0,0.142042374989605,0,0,0.0357628838101549,0,0,0,0,0,0,0,0,0,0,0,0,-0.277607195479348,0,0,0.108910060974888,0,0,-0.146950183024761,0,0,-0.13072439191361,0,0,0,0,0,0,0,0,0,0,0.224962588798474,0,0,0,0,0.10696689335255,0,0,0,0,0.0542004433040366,0.00587551463770287,0,0,0,0,0,0,0
X000568.SZ,0.529353128818649,0,0,0,0,0.0409759813074107,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.212914393942302,0,0,0,0,0,0,0.0596054586658084,-0.0340769428247981,0,0.0762914842450147,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.00255439823189821,0,0,0,0,0,0.0307779774120445,0,0,0,0,1.0842021724855e-19,0,0
X002475.SZ,0,0,0.0409314296174685,0,0,0,0.00444501492196612,0,0,0,0,0,0,0,0,0,0.275446903416149,0,0,0.238849528089435,0,0.0253914929209881,-0.0295007506754391,0.0320335078741847,0,0,0,0,0,0,0,0,0,-0.0906743361000898,0,0,-0.197767657130917,0.0949422364378018,0,-0.0594618802665823,0,0,0,0,0,0,0,0,0.258730770869809,0,0,-0.0444374671238951,0,0,0,0,-0.0333308647680385,0,0
X600276.SH,0,0,0.077221021320485,0,0,0.0554206079618162,0,0,0.276670428510521,0,0,0,0,0,-0.186719121140767,0,0,0,0.245179440825739,0,0,0,-0.0217004969440291,0,0,0,-0.0834919631780738,0,0,0,0,0,0,-0.0519308363782981,0,0,0,0.0394920786092528,0,0,0,0,0,0,0,0,0,0.141771094734409,0,0,0,-0.0173265128978745,0,0,0,0,-0.00608929909246218,0,0
X002304.SZ,0,0.118011086702436,0.103528192573499,0,0,0,0,0,0.00908206720778138,0,0,0,0,0,0,0,0,0,0,0.114350052914153,0,0,0.187470181250733,0.0834018864931186,0.0341372494211302,0,0,0,0,0,0,0,-0.041192556773375,0,0,0,0,-0.0209747063311869,0,0,0,0,0,0,0,0,-0.0806097644754986,0,0,0,0,0.0104234121454834,0,0,0,0,0,0,0
X600690.SH,0,0.24727153851146,0,0,0,0,0.216280528759135,0,0,0,0,0,0.0492881397772157,0,0,0,0,0,0,0,0.209525274969157,0,0,0,0,0,0,0,0,0,0,0,0,0.14808029302842,-0.0198060721094299,0.0129770244536989,0,0.0429785765514863,0,0,0,0,0,0,0.00161134349679766,0,0,0,0,0,0,0,-0.00242797437605976,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0694693491062653,0,0,0,0.0394783309296854,0,0,0,0.101435260015501,0.173765161959319,-0.0833882774541283,0,0,0,0,0,0,0,0,0,0,-0.0173530331443795,-0.0807400702581369,0,0,0,0,0.0943537805196048,0,0,0,0,0,-0.0292708596642964,0,0,0,0,0.0521197089496833,0,0,0,0,0,0,0,0,0,-0.0102189160758887,0,0,0,0.0117651032080972,0,0
