,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X600104.SH,X300014.SZ,X000725.SZ,X000596.SZ,X600031.SH,X000625.SZ,X003816.SZ,X002129.SZ,X002371.SZ,X000063.SZ,X002049.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X002180.SZ,X002241.SZ,X000100.SZ,X601877.SH,X300142.SZ,X600702.SH,X002074.SZ,X600741.SH,X000733.SZ,X600522.SH,X600460.SH,X000157.SZ,X600584.SH,X000799.SZ,X300003.SZ,X600884.SH,X002294.SZ,X000066.SZ,X002007.SZ,X002236.SZ,X000977.SZ,X601799.SH,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.19149130926686,0.33248611703896,0,0,0,0,0,-0.000186173986026625,0,0,0,0,0,0,0,0,-0.000709505240609273,0,0,0,0,0,0,0.0383853453313744,0,0,0,0,0,0.0438393113754509,0,0,0,0,0,0,0,0.00142919067262926,0,0,0,0,0.0229381876485808,0,0,0,0,0,0.0024608514954733,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.293634644286962,0,0,0.571479356370078,0.00974497303383577,0,0.105889490501979,0,0,-0.0127805002747667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541893855177694,0,0,0,0,0,0,0,0,0,-0.0398461601853382,0,0,0,0,0,-0.0120123249584968,0,0.0759391763168661,0,-0.0236022463755437,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.112534445106506,0,0,0,0,0,0,0,0.027247866408423,0,0,0,0.1389499729467,0,0,0.130875238247953,0.181210421619362,-0.0388209938759506,0,0,0,0,0,0,0,0,0,0.0598843873060892,-0.015386103998221,0,0,0,-0.0878060491560255,0,0,0,0,0,0,0,0,0,0,0.169565386607949,0,0,0,0.0120730544078687,-0.0217570624545971,0,0,0,0,0,0
X600809.SH,0,0.00487958418925778,0,0,0.617109883425838,0,0,0,0,0,0,0,0,0,0,0.087142834323615,0,0,0,0,0,0,0,0,0,0,-0.0465472060918966,0,0,0,0.097557981394669,0,0,0,0,-0.0303006291935944,0,0,0,0,0.0919995630423076,-0.0112970538531311,0,0,-0.0529895979951968,0,0,-4.33680868994202e-19,-0.00203066022777713,-0.0561757017537044,0,-0.00222760587384203,-0.00628683536276279,0,0,0,0,0,0
X000568.SZ,0.139945709019767,0.314676718507853,0,0.360631073424794,0,0,0.121455739611907,0.101022104769508,0,0,0,0,0,0,0,0,0,0,0,0.0433242639880969,0,0,0,0,0,0,0.112233344478374,0,-0.0661272494185367,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.090508887182763,0,-0.0674689322524344,0,0,-0.0565005240713291,0,0,0,0,0,-0.00827063524009354,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0654583604418771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174882549888232,0,0,0,-0.210037878628207,0,0,0,0.35725493916547,0,-0.0800288491565463,0,0,0,0.000280540111239205,0.0907201831794758,0,0.152973570188042,0.0796156441645963,0,0,0,0,0,0,-0.0282132096675155,0.0157935898899331,0,0,0,0,0,0
X002304.SZ,0,0.321409599104524,0.0300082296831259,0,0.390634766870356,0,0,0,0,0,0,0,0.0154961020979989,0,0.0293468629610168,0,0,0,0,0,0,0.0612115796003199,0,0,0,0,0,0,-0.080419791783489,0,0,0,0,0,0,0,-0.0375293118621027,0,0,0,0,0,0,-0.0705851459071824,-0.0687933247211464,0.00696060945796044,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.032484626043312,0.0484711640231966,0,0.0737942586192629,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.00605073737803934,0.27688701874101,0,0,0,0,0,0,0.183336765246747,0,0,0,0,0,0,0,0,0,-0.0188357242201018,0,0,0,0,0,0,0,0.00276644846454045,0,0,0,0,0,0.0298633223405055,0,0,0.0181214028389029,0,0.0185713728192061,-0.0229998824264813,0,0,0,0,0,0
X002475.SZ,0,0.0890275540309051,0,0,0,0.0266023819406556,0,0,0,0,0.28454249203086,0,0.350547815470283,0,0,0,0,0,0,0.173798516464815,0,0,0,0,0,0,0,0,0.22150053320081,0,0,0.0667395159545333,0,0,0,0.129555347742926,0.180642164757285,0,0,0,0,0,0,0,0,0.137522715605712,0,0,0,-0.0507497640505225,0.402581005636061,0.0274304598453916,-0.02891073453778,0,0,0,0,0,0
X000651.SZ,0.0117235995586341,0.204506228898034,0,0,0,0,0,0.343959454343698,0,0,0,0,0,0,0,0.0920344090897631,0,0,0,-0.0132982982397724,0,0,0,0,0,0,0,0,0,0,0,0.0431714043033291,0,0,0,0,0,0,0,0.048147380895626,0,-0.0427371609278806,0,0,-0.015849463151137,0,0,0,-0.00605547862775155,0,0,0.000649945618573112,-0.00461641387064976,0,0,0,0,0,0
