,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X000568.SZ,X600031.SH,X000338.SZ,X600741.SH,X600703.SH,X002475.SZ,X600271.SH,X300003.SZ,X601877.SH,X002008.SZ,X600487.SH,X300124.SZ,X002236.SZ,X000596.SZ,X000661.SZ,X600809.SH,X000100.SZ,X002456.SZ,X600867.SH,X002179.SZ,X000625.SZ,X300142.SZ,X002007.SZ,X600498.SH,X000977.SZ,X600066.SH,X600566.SH,X000157.SZ,X002294.SZ,X002241.SZ,X300136.SZ,X002180.SZ,X600089.SH,X300146.SZ,X600522.SH,X600177.SH,X600372.SH,X000869.SZ,X000050.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.450854968765014,0,0,0,0,0,0,0.036365262458682,0,0,0,0,0.017141626433693,0,0.105857699251718,0,0,0,0.0428212124607752,0,0,0,0,0,0,0.00450769069113578,0,0,0,0,0,0,0.0847967796730056,0,0,0,0,0,0.0147886993999127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.220939006371528,0,0.317432892914182,0.0479212657156316,0.0213757054386751,0.127403873874044,0.00106811565643035,-0.0267709513898029,0,0,0,0,0,0,0,0,0,0,0.0204325391393867,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.069020320745658,0,0,0,0,0,0,0,0.00440502868863093,-0.0280148136646527,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0417597630183021,0,0,0.0514013499529947,0.0448500812778931,0,0.0133580969025868,0,0,0,0,0,0,0,0.0369321835476517,0,0,0,0,0.437417539909954,0.0573336385586122,0,0,0,0,0,0,0,0,0,0,0.184872961128095,0,0.100867907994486,0,0,0,0,0,0,-0.0275557740667699,0,0,-0.124049238362735,0,0,0,0,-5.42101086242752e-20,0.0105872788007281,0,0,0,0,0,0
X000858.SZ,0.20817408927057,0.0566256725373337,0,0,0.00795482316143162,0.0104008515935153,0.0541376757445305,0,0,0,0.380413097453185,0,0,0,0,0,0,0,0.0683402933553326,0,0,0,0.0293761079186443,0.0711828411047223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00287500509558172,0,0,0,0,0,0
X000651.SZ,0.308726162070288,0,0,0.223891623961704,0,0,0,0,0,0,0.0085780796507281,0,0.050084850130221,0,0,0,0,0.0024612004505154,0,0.240343289384873,0,0.0544752721149075,0,0,-0.0505284262806361,0,0,0,0.0799729995630565,0,0,0,-0.0241259688884687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00746811323484913,0.0138884441323696,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317916491459001,0,0,0,0,0.101722118804175,0.0509468910629065,0.0031877088972868,0,0,0,0,0,0,0,0.0482232561772101,0,0,0,0.0686472939846712,0,0.339611882538073,0,0,0,0,0.213886794185147,0,0,0,0,0,0,0,0.02755275315995,0.0265431758634824,0,0,0,0,0,0
X002304.SZ,0,0,0,0.41492081862696,0,0.0243337086707931,0,0,0,0.123348548961212,0.475469305426393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253590851388599,0,0,0,0.0729381215614758,0,0,0,0,0,0,0,0,0,0,0,-0.195114173777876,0,0,0,0,-0.152533397195487,0,0,0,0,0.00651960170579922,0.0131939793271053,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124476808937224,0,0,0.173084687585805,0,0,0,0.0324201958825694,0,0.391562357050622,0,0,0,0,0,0,0.0750380998681579,0.0964107049280225,0,0,0,0,0,0,0,0,0,0,0,0.221642467099213,0,0,0,0,0,0.0204303053151427,0,0,0,0,0,0
X600690.SH,0,0,0.23520237906746,0,0,0,0,0.00678206791718784,0,0,0,0.0926883617749915,0,0.160379213483692,0,0,0,0,0,0,0,0,0.0202058597194136,0,0,0,0,0,0.114176276211837,0,0,0,0,0,-0.0323842673993179,0,0,0,0,0,0,0,0,0,0,0,0.0293511507895758,0,0,0,0,0.000268872379035447,-0.00638802022419624,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.131768875510268,0,0,0,0,0,0,0,0.0400100100892401,0.370302035399511,0,-0.029190713203885,0,0.112891445859454,0.137746430768148,0,0,0,-0.0626840209888538,0,0,0.0949017310043942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169139191733192,0.261265471238652,0,0,0,0,0,0,0.0104990230727069,-0.0255345677848047,0,0,0,0,0,0
X000568.SZ,0,0.0823925657473488,0,0.845705833532062,0,0.00227894978039451,0,0,0,0,0,0,0,0,0,0,0.081294501004645,0.13332127398939,0,0,0,0,0,0,-0.0800267314728835,0.0173480748089971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0710811212033543,0,0,0,0,0,0,0,0,0,0.00604139031009202,0.00513013706768376,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.205951013324559,0,-0.253609111479298,0,0,0,0,0.109755080958364,0,0.061878423471911,0.0445810887127203,0,0,0.388194889112519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278242382856247,0,0,0,0,0,0,0.0229855302929619,0.0176840708211097,0,0,0,0,0,0
X000338.SZ,0,0.114100756992432,0,0,0.570215725496694,0,0,0,0,-0.00743787992025671,0,0,0,0,0,-0.084776388505647,0,0,0,0,0,0,0,0,0,0,0.130896830491169,0,0,0,0,-0.00364348625621835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179439452167798,0,0,0.0232524185739201,0,0.0101679919734956,0.00117183888927663,0,0,0,0,0,0
X600741.SH,0,0,0.013216229766141,0,0,0,0,0.0806866896659679,0,0,0,0,0,0,0,0.0304536067432409,0,0.0772872538778989,0,0.208820715107552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245714718197354,0,0,0,0,0.0240702318916092,0,0,0,0,0,0,0,0,0,0,0.0229869431609042,0.0142111295401504,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.156282694361287,0,0,0,0,0,0,0,-0.147556090763885,0,0,0,0,0.317278853249745,0,0,0,0,0.0527886745222696,0,0,0,0.0647579665060298,0,0.0902990155610946,0.063424171960644,-0.0879183884318571,0,0,0,0.0935875137693087,0,0,0,0,0,0,-0.00148531529474763,0,0,0,0,-0.00380944717533011,-2.71050543121376e-20,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.078918241513439,0,0,0,0.102093820375851,0,0,0,0.13639735473878,0,0,0,0,0,0,0.102355336686911,0,0,0.357637508657354,0,0,0,0,0,0,0.108542360892241,0,0,0,0,0,0.194929098915909,-0.155692122688234,0,0,0,0,0,0.210535209389885,0,0,0,0.00906133468280704,0.0415315779813081,0,0,0,0,0,0
X600271.SH,0,0,-0.0839316378918404,0,0,0.169740854479814,-0.235332545038628,0,0,0.152994990471121,0,0.0659712099260484,0,-0.257994286824338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217451114405773,0,0,0,0.108124588173953,0.393058049808976,0,0.0296175537667217,0,0,0,0,0,0,0.152995024421648,0,0,0.307291572762425,0,0,0,0,0.029152431611678,0.0279482974074865,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.648563006612576,0,0,0,-0.13902489984646,0,0.0440533291121545,0,0,0,0.0681633278851166,0,0,-0.0715377398327764,0,0,0,0,0,0.086396540615122,0,0,0,0.11401378084662,0,0,0,0.0518920155986663,0,0,0,0.200602793382214,0,0,0,0,0,0,-0.0771476967257782,0,0,0.0386759190156839,0,0,0,0,-0.011283020844389,0.00760986719915497,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.0472368005008446,0,0,-0.0584721576752454,0,0,0,0,-0.13062522285862,0,0.267588245707136,0,0,0,0,0,0,0.17906876203695,0,0,0,0,0,-0.0159589106480499,0,0,0,0,0,0,0,0.126759525402561,0,0,0,0,0.268136641703013,0.0971870190749182,0,0,0,0,-0.0205658104267861,-0.0510227907533744,0,0,0,0,0,0
X002008.SZ,0,0,0.114507511257169,0,0,0,0,0.152133905654588,0,0.138172512614787,0.146905079436277,0,0,0.121976670936202,0,0.17189723449261,0,0.119369795271787,0,0,0,0,0,0.0252419539930176,0,0,0,0,0,0,0,0,0,0.0120391209217044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076268647590988,0,0,0,0.0237346942783838,4.33680868994202e-19,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0.118271402676849,0,0.105797842017523,0,0,0,0,0,0,0,-0.0407289026431139,0,0,0,0,0.0471135069710698,0,0.0245664697878537,0,0,0.056522089100056,0,0,0,0,0,0.315394193366378,0,0,0,0,0,0,0,0.0627810229199763,0,0.0538820003447837,0.500961142668855,0,0,0,0,0.109964912491128,0,-0.00106202394166362,-0.0172471628115725,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.195925691933834,0.0756258551438709,0,0,0.251085577214339,0,0,0,0,-0.0462248914654309,0,-0.102981101058008,0.0967072681908357,0,0.0685685613385861,-5.42101086242752e-20,0,0,0,0,0,0,0,0.0643537698299132,0,0,0,0,-0.0864132426252103,0,-0.0347721747413413,0,0,0.00999538861001179,0,0,0,0,0.00472590183525929,-0.00445206460636465,0,0,0,0,0,0
X002236.SZ,-0.417661743660086,0,0.64196490056978,0,0,-0.135992966026609,0,0,0,0.163184319383302,-0.00944432624136251,0,0,0,0.263476175903888,-0.0397152175853286,0,0,0,0,0.16996987313146,0,0,0,0,0,0,-0.0601717633100989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370322874325148,0,0,0,0,-0.270026072444753,0,0,0,0,0.0813050381861872,0.0777189139925952,0,0,0,0,0,0
X000596.SZ,0,0,0.0710612844689365,0.366198384892569,0,0.00391878014071916,0,0,0,0.030597737422018,0.220826459986101,0,0,0,0,-0.0575678110967281,0,0,0,0,0,0,0,0,-0.0100246576287073,0.2094664903141,0,0,0,0,0,0,-0.0154697249661834,0,0,-2.16840434497101e-19,0.121268208958994,0,0,0,0,0,0,0,0,0,0,0,0.0775753158380469,0,0,0.0104059481188275,0.00789677077291515,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,-0.20512770253861,-0.226673540625972,0,0,0,0,-0.0268420324999314,0,0,0.143555622205633,0,0.395277855631346,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0806660001914205,0.371924788657862,0,0,0,0.106331520911961,0,0,0,0,0,0,0.00344413671244032,0,0,0,0,0,0,0,0.0505068216936331,0,0,0,0,0,0,0
X600809.SH,0,0,0.0444117761501029,0,0,0,0.268096727649501,0,0,-0.0314497237589622,0,0,0.29638084338324,0,0,0,0,0,0,0.00218094285128316,0,0,0,0.38370560844753,0,0,0,0,0,0,0,0,0,0,0.00109699936613942,0,0,0,0,0,0,-0.0209742656208653,0,0.0279434124239896,0,0,0,0.11860154992096,0.197318238887319,-0.0432439792606664,0.0447396413611988,0.0223101145045603,0.0216070089237438,0,0,0,0,0,0
X000100.SZ,0,0.0696703478436511,0,0,0,0,0,0.282444989435202,0,0.00490849729763521,0,0,0,0,0,0,0,0,0.0466630817925812,0,0,0,0.110860669510185,0,0,0.0142948070925668,0,0.0880176315405461,0,0,0,0,0,0,0,0.0149296976668976,0,0,0,0,0,0,0,-0.0313856359600304,0,0,0.0192841038160127,0,0,0,0,0.00114406925594048,-0.00700925510291512,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496586833874886,0,0,0,0,0,0,0,0,0,0,0,0,0.0559446692595145,0,0,0,0,0,-0.0106772102819754,0,0.0575195966025527,0,0,0,0.114858489997516,0.0976117397536147,0,0,0,0,0,0,0.465062154555826,0,0,0.00500147553421443,0.0389193281641545,0,0,0,0,0,0
X600867.SH,0,0,0,0,0.663805400824524,0.229265736421336,0,0,0.506520105094039,0,0,0,0,0,0,0,-0.152664260336766,0,0,0,0,0,0,0,0.0468685318372835,0,0,0,0,0,0,-0.366482694995076,0.340754479466539,0,0,0,0,0,0,0,0.407264013460708,0,0,-0.302850833420546,0,0,-0.0715254340435773,0,0,0,0,-0.00436747426158352,-8.67361737988404e-19,0,0,0,0,0,0
X002179.SZ,0,0.0991661225413233,0,0,0,0,0,0,0,0.125933661852707,0,0,0,0,0,0,0,0,0,0.0192769028805929,0,0,0,0,0.125126834807037,0,0,0,0,0,0,0,-0.172949462779291,0,0.147169951680984,0,0,0,0,0,0,0.104259569096787,0,0,0,0,0.0426703042535843,0,0,0,0,0.0364717886392704,0.0344225933450768,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0349335155322051,0,-0.0652179027453131,0.0391129667777572,0,0,0.153278779757381,0,0.0881687003206048,0,0,0,0,0,0,0.0692380131347864,0,0,0,0,0,0,0,0,0,-0.0153863749367628,0,0,0,0,0,0,0,0,0,0,0.00207444140021605,0,0,0.144863348892032,0.0319489427879122,0,0,-0.045379135931536,0,-0.0289596709076363,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0.143740449757075,0,0,-0.212495311643,0,-0.104768203338814,0,0,0.313666994858671,0,0,0,0,0,0.450256129848395,0,0,-6.93889390390723e-18,0,0,0,0,0.083342924229933,-0.102682784275143,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,-0.118897856475903,0,0,0,0.10380961682999,0.0241793722413419,0.0330376562606367,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0.267549970432563,0,0,0,0.0213770170549481,0,0,0,0,0,0,0,0.0868377513351685,0,0,0,0,0,0,0.330206323941267,0,0,0,0.0277939143019294,0,0,0.0451415917141931,0,0,0.010963269828937,0,0,0,0,0,0,0,0,0,0,0,-0.28570863798531,0,0.226165453252159,0,0,0.0148304768579894,0,0,0,0,0,0,0
X600498.SH,0,0,0.112331683394387,0,0,0,0,0,0,0.149479600101761,-0.188056353616822,0,0,0,0,0,0,0,0,0.51301371348463,0.361219217628078,0,0.0322362350996259,0,-0.105194009888349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229713108709472,0.00847276271072972,-0.123107041783995,0.0113658435713808,-0.0278236055506593,0.00494252984834734,0,0.043792362781577,0,0,0,0
X000977.SZ,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.145081282947621,0,0,0,0,0,0.121119645456579,0.558481497825264,0,0,0,0,0,0.169600735404793,0,0.188102658507998,0,0,0,0,0,0,0,0.00457031527688763,0,0,-0.00102512210737954,0,0,0,0,0,0,0,-0.0281618356381784,0,0,0,0,0,0,0,-0.0224160177408964,-0.0108495309884262,0,0,0,0,0,0
X600066.SH,0,0.0139418142488996,0,0,0.02917380944657,0,0,0,0,0,0.102618856977912,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130793677816295,0,0,0,0,0,0,0,0,0,0,0,0.273299357138415,0,0,0,0,0,0,0,0.147958485934521,0,0,0.0561254602898805,0.0244518633512518,0,0,0,0,0,0
X600566.SH,0,0,0,0,0,0.119571926273439,0,0,0,0.109303616003422,0,0,0,0,0,0,0,0.185337919139653,0,0,0,0,0.0149695734936175,0.0949680398710303,0.0301295449632876,0,0,0.0539370649406518,0.239666482400388,0,0,0,0,0,0,0.1433284207706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731762207865479,0,-0.020157351641786,-0.0142315197215264,0,0,0,0,0,0
