,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002304.SZ,X000725.SZ,X002475.SZ,X000063.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X600183.SH,X002236.SZ,X600703.SH,X601877.SH,X000100.SZ,X002007.SZ,X300003.SZ,X300142.SZ,X000157.SZ,X002241.SZ,X000625.SZ,X600271.SH,X002179.SZ,X300124.SZ,X600867.SH,X600498.SH,X002008.SZ,X002129.SZ,X300014.SZ,X002463.SZ,X300136.SZ,X300146.SZ,X600177.SH,X002506.SZ,X000977.SZ,X002049.SZ,X000050.SZ,X600066.SH,X600487.SH,X000066.SZ,X002371.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.498789844794005,0,0,0.0102265170592845,0,0,0,0.158373774269996,0,0,0,0,0,-0.0701078599778271,0,0,0.0329199879339878,-0.0799279674771897,0,0.0893600255121633,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.0123413694055288,0,0,0,0,0,0.0236040580038425,0,0,0,0,0,0,0,-0.013431139904177,0.0105839970967427,0,0,0,0,0,0
X000858.SZ,0.0649920131771141,0,0,0,0,0,0,0,0.136156361587277,0,0.30389506948565,0,0,0.0570925155689563,0,0.0376256967757683,0.166174562500382,0,0,0,0,0,0,0,0,0,0,0,-0.00969288052094494,0,0,0,0,0,0,0.0261184900488434,0,-0.069792569764874,0,0,0,0,0,0,0,0,0,0,0.0775679393645074,0,0,-0.0240949625456934,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.125688897747291,0,0.0515900245831282,0,0,0,0,0,0,0.174211007138635,0,0,0,0,0,0,0.142651375651104,0.184809849697001,0,-0.0901688181743893,0,0,0,0,0.1551981643091,0,0,0,0.0317552404349976,-0.0251468029063545,0,0.0472174254202084,0,0,0,0.138686512232975,0,0,0,-0.119161829328676,0,0,0,-0.0149677249752151,0,0,0,0,0,0,0
X000651.SZ,0,0.0499126644274958,0,0,0,0,0.107090076943149,0,0.159857731991509,0,0,0,0,0,0.133413250137321,0.173849507778356,0,0,-0.0287972362176196,0,0,0,0,0.0275297634904995,0.038716418583761,0.027268326646584,0,0,0,0,0,0,0.0244101419892785,0,0,0,0,0,0,0,0,0,-0.0579069765269769,0,0,0.128551018104353,0,0,0,0,0,0.00550815451127772,-0.00365717424595735,0,0,0,0,0,0
X002415.SZ,0,0.197562362676579,0,0,0,0,0,0,0,0.0460453390630471,0,0,0,0,0,0,0,0.0999391436195444,0,0.554104368564431,0,0,0,0,0,0,0,0.324313390642771,0,0,0,0,0,0,0,0.00463345258931058,0,0.00345617625837266,0,-0.00173258524428136,0,0,-0.0437587029776472,0,0,0,0,0,0,0,0,0.0141733867192237,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.00170629511646007,0,0,0,0,0,0.146570469195995,0,0.026121078931531,0,-0.028033213098464,0,0,0,0,0.11282210836172,0.115044988406185,0,0,0,0.183025278530712,0,0,0,0,0,0,0,0.0499784073995923,0,0,0,0,0,0.0252451112309421,-0.0406573113546778,0,0,0,0,0.0254040576269308,0,0,0,-0.0179333106898447,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0.271322955907318,0,0,0,0.128749075656519,0.210195919771648,0.0267533555353447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0613181112289924,0,0.0106989869813965,0.0858573509890581,-0.0182188596439639,0,0,0,0,0,0,0,0,-0.00947475587530885,0,0,0.120200964035044,-0.0328248149943612,0.079211727142307,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0811739790038835,0,0,0,0,0,0,0,0,0.106802353274573,0.125053505071448,0,0.0269575660934975,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232417898488567,0.134777413663689,0,0,0,0,0,1.73472347597681e-18,0.313844680389007,0,0,0,0.00610351012608999,0,0,-0.0154561679736263,0.0565294414395098,0,0,0,0,0,0
X002475.SZ,0,0.0447192402391406,0,0.4907791638062,0.32221732680269,0,0,0,0,0,0,0,0,0,0.0771101601211497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146229945355275,0,0,0,0,-0.0870226225994539,0,0,0,0.183429313436145,0,0,0,1.73472347597681e-18,0.135375820309604,0,0,0.00151981770766664,-0.0107995738132394,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0421392686247663,0,0,0,0,0,0,0,0,0,0,0.259363347405295,0,0,0,0,0,0,0,0.15758448905745,0,0,-0.0835955818845861,0,0,0.675060534468552,0,0,0,0.0105915625636857,0,0,0,0,0,0.116474861582546,0,0,0,0.0771151395120629,0,0,0,0.0180644477094245,0.105584709039446,0,0,0,0,0,0
X000568.SZ,0,0.532731645104147,0,0,0,0,0.263271705684193,0,0,0.0569976637751245,0,0,0,0,0,0,0,0,0.0112448502627254,0.0456237088879998,-0.0936272618946431,0,0,0,0,0,0,-0.0119819807221286,-0.0720289706312498,0,0,0,0,0,0.121594640116237,0,0,-0.0314423183110003,0,0,0,0,-0.0420515587014658,0,0,0,0,0,0,0,0,0,-0.0218336073212211,0,0,0,0,0,0
X600031.SH,0,0.0588589770776027,0,0,0.0266968225322335,0,0,0,0,0,-2.16840434497101e-19,0,0,0.109367981679572,0,0,0,0.0636637362193249,-0.0137405594727285,0,0,0,0,0,0.0368650084656871,0.134665521308467,0.0668601432934602,0,0,0,0.0234388676150971,0,-0.0114307806026881,0,0,0,0,0,0,0,0,-0.166887967453793,0.128634198323795,0,0,0,0,0.0808291931184459,0,0,0,0.0179875465656608,0.0178764177396789,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481804314801327,0,0,0,0,0,0.0424980709673782,0,0,0,0,0.0392544350874638,0,0,0.00111761260194079,0,0,0,0,0,0,0.103681495098416,-0.0882641539112312,0.018804658776896,0,0,0,0,0,0.0411931129478465,0,0,0,0,0,0,0.0383858119027878,0,0,0.0298288641689759,0,0,0,0,0,0
