,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600703.SH,X000100.SZ,X002241.SZ,X600741.SH,X002292.SZ,X600066.SH,X002506.SZ,X600118.SH,X600031.SH,X002049.SZ,X002465.SZ,X600372.SH,X002236.SZ,X000157.SZ,X002475.SZ,X000559.SZ,X000338.SZ,X000568.SZ,X600089.SH,X300003.SZ,X300124.SZ,X600867.SH,X600177.SH,X002294.SZ,X002007.SZ,X002456.SZ,X600584.SH,X000869.SZ,X300146.SZ,X600498.SH,X002512.SZ,X002129.SZ,X002074.SZ,X600699.SH,X000550.SZ,X002085.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0357690185604624,0.156739287002604,0,0,0,0,0,0,0,0.0755025280220755,0.268817580943199,0,0,0,0,0,-0.0146662137069885,0,0,0,0,0,0,0,0,0,0.00308379823397015,0,0.149409455119725,0,0,-0.0864328426925884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117627469495215,0.0103740310324135,0,0,0,0,0,0
X600104.SH,0.135090250332566,0,1.73472347597681e-18,0,0,0,0,0,0.185391707336201,0,0,0.143229424442137,0.0777349416183799,0,0,0,0,0,0.00724236533239669,0,-0.135032095484399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146460220172051,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-0.00702953041463357,-0.00275101352361369,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0325062786844012,0,0,0,0.190596654652478,0.123680142932854,0,0.199632758634247,0,0,-0.0304925300514288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131135081497042,0.27668971465399,0,0,0,0,0,0,0,0,0,0,0,0.114129007043447,0,0,0,0.00140809005048197,0.0292801462412425,0.160834013684403,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.130141734900545,0.102375615470243,0.198527126877538,-0.0313185367429539,0,0.0607923472035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138935467514148,0,0,0,0,0.00361212684688176,0.0770954878071076,0.179602027934763,0.0984331294786499,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.00286398276285273,-0.0144070652697538,0,0,0,0,0,0
X002304.SZ,0.167988981972375,0,0,0,0,0,0,0,0,0,0.0143928693157917,0,0.0280927785020206,0,0,0,-0.050748469271844,0,0,-0.0262622079207389,0,0,0,0,0,0,0,0.373636657187855,0,0,0,0.0604728188947425,0.115719990134061,0,0,0,0,0.112998470000597,0,0.0281394114621999,0,0,0,0,0,0,0,0,0,-0.0202018142415134,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140303295670409,0.206871645214898,0.0166126360934298,0,0,0,0,0,0,0,0,0.00742100534301121,0,0,0,0,0,0,0,0,0,0.0233880718375946,0,0.142695414751609,0,0,0.141959074113785,0,0.0239652446628243,0.0753319746642822,0,0,0,0,-0.00838355430904721,0,0,0,0,0,0,0
X600276.SH,0,0,0.0787619667933777,0,0,0.0479240530768767,0,0,-6.93889390390723e-18,0,0,0.0445743980517517,0,0,0,0,0,0.0770718340462394,0,-0.0482020140093664,-0.179189067046704,0,0,0,0,0.105620737307468,0,0,0,0,0,0,0,0,0,0,0.00347524344576075,0.0510633606053634,0,0.0473957961937982,0,0,-0.0653316078895066,0,0,0,0,-0.125251488576383,-0.011270880116148,0,0,-0.0324023647497088,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113904146979403,0.127436513080006,0,0.127969383232497,0,0,0,0,0,0,0.123817555469965,0,0,0.0581761030375738,0,0,0.10495240831738,0,0,0.109968421777974,8.67361737988404e-19,0,0,0,0,0,0,-0.0172089324729763,0,0,0,0,0,0
X000625.SZ,0,0,0.205251891694337,0,0,0,0,0,0,0,0,0.0207023221672361,0,0,0,0.0451565572199584,0,0,0,-0.00578942793470831,0,0,0,0,0,0.266287634886327,0,0,0,0,-0.00213932766173639,0,0.0996434181848717,0,0,0,0,0,0.0937545721270841,0,0,0,0,0,0.164714416626583,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.171941654767845,0,0.0141136382426181,0,0.0827607291222683,0,0,0,0,0,0,0,0,0,0,0,0,0.122592528823981,0,0.109692766237528,0,0,0.239103454666106,0,0.0958965072048728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00887488885597791,-0.00565750305955948,0,0,0,0,0,0
