,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X600741.SH,X002236.SZ,X000625.SZ,X002475.SZ,X002241.SZ,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X601877.SH,X600487.SH,X600809.SH,X002008.SZ,X000100.SZ,X600522.SH,X002508.SZ,X300136.SZ,X002085.SZ,X300003.SZ,X600498.SH,X600089.SH,X600699.SH,X600271.SH,X600177.SH,X000157.SZ,X000559.SZ,X600118.SH,X600867.SH,X000050.SZ,X000596.SZ,X002294.SZ,X600566.SH,X300115.SZ,X002180.SZ,X002179.SZ,X000981.SZ,X000980.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.156282495138637,0,0,0.0481142865136743,0,0,0,0.0620171263754266,0,0,0,0,0,0,0.00292588669761759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0954459784446946,0.0372097120892441,0,0,0.0110110402684517,0,0,0,0,0,-0.00584883056664394,0,0,0,0,0,0
X600104.SH,0,0,0.038766646660551,0,0,0,0.0369658659331162,0,0,0,0,0.0314246804680606,0.357123283037753,0,0,0.0550338103580219,0,0,-0.0532739758218222,0,0,0,0,0,0,-0.00157978617145565,0,0,0,0,0.0484432520724597,0,0,0,0,0,0,0,0,0,0,0,0.0362804556893051,0,-0.0146374148953358,0,0,0,0,0.0327558173982646,0,-0.038702699705459,0.0346011279640781,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0876377845961494,0,0.0129568107166382,0,-8.67361737988404e-19,0,0,0.146539940797299,0,0.0515793893352679,0.04084346388363,0,0,0,0,0.118553233036498,0,0,5.78558293459919e-05,0,0,0.0257339709867331,0,0.0377628315246872,0,0.0192302287713006,0,0,0,0,0,0,0,0,0,0,0.00531787567262706,0,0,0,0.0318528440377202,0,0,0.00516728056659804,0,0.033587493523462,0.0062629059989912,0.2086461414681,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0366828766532524,0,0,0,0.305492263263919,0.0345869423822869,0,0.0876984598185015,0,0,0,0,0.0820876095959818,0,0,0,0,0,3.46944695195361e-18,0,-0.00723583292625316,0,0.225466698384191,0,0,0,0,0,0,0,0,0,0,0,0,-0.0593113362768568,0,0,0,0,-0.0379077868993321,0,0,0.0354363261332346,0,0.0138383927805353,0,-0.0204624081011234,0,0,0,0,0
X000858.SZ,0,0,0,0.282989635808868,0,0,0,0,0,0,0,0.304334617123806,0,0,0,-0.00139038419700882,0,0,0.0108984592477715,0,0,0,0,0.0929842775451185,0.173954198404654,-0.0372132689825925,0,0,0,0,0,0,-0.0525777864747969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315362327982962,0,0,0,0,-0.00907125060942748,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.103304027189921,0,0.08815671141905,0,0,0,0,0,0,0,0,0,0,0,-0.0573481313283337,-0.0900530897256641,0,0,0,0,0,0,0,0.0510135736323213,0,0.134697242194138,0,-0.0836028357762752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0195082484093575,0.0215080805590531,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.029635997712779,0,0,0.0982830781428151,0.119858351284685,0,0,0.02020832311926,-0.154826812154212,0,0,0,-0.0527319025545389,0,0,0,0,-0.0202537539808209,0.187677145458934,0,0,0.088811122927613,0,0,0.0406674136204716,0,0,0,0,0,0.0915280270055188,0,0,0,0,0,0,0,0,0.172657465129356,0,0.0276346744665072,0,0,0.0129319781195123,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0.212961335311372,0.182274941866105,0,0,0,0,-2.16840434497101e-19,0.0324811778354457,0,0,0,0,0,0,0,0,0,0,0,0.139618574846175,0,0,0,0,0,0,0,0,0,0,0.0692117042050628,0.029355929221226,0,0,0.0377857539198709,-0.116461673182133,0.039182221151244,0,0,0,-0.0253894196922276,0.00599509213590896,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0386616720947215,0.131068611947894,0,0,0,0.0115503832253689,0,0,0,0,0.127875180714838,0.0687519619134061,0,0.023990052699827,0,0,0,0,0,0.0380103743331554,0,0,0.0553382256829872,0,0,0,0,0,0,0,0.0900860027991841,0.0242020628976137,0,0,-0.0639203672071348,0,0,0,0.0157101969801705,0,0.0538942325717694,0,0,0,0,0,0
X600703.SH,0,0.186031874210826,0,0,0,0.163986173075366,0,0,-0.03109727564938,0,0,0,0.0989008014225534,0,0,0,0,-0.261344341973137,0,0,0,0,-6.93889390390723e-18,-0.119529795412592,0,0,0,0,0,0,0,0,0.261677153536381,0,0.0575934875358949,0,0,0,0,-0.0408505786172531,0.0986474689955052,0,0.0557036563948122,0,0,0,-0.324317107095859,0,0,0,0,0.0317141509034425,-0.0116787934653273,0,0,0,0,0,0
