,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X600690.SH,X002304.SZ,X600276.SH,X002475.SZ,X000651.SZ,X600104.SH,X300014.SZ,X300124.SZ,X002129.SZ,X000596.SZ,X003816.SZ,X002371.SZ,X000725.SZ,X000625.SZ,X600031.SH,X002049.SZ,X000063.SZ,X002179.SZ,X002241.SZ,X600089.SH,X000338.SZ,X600703.SH,X600522.SH,X000661.SZ,X300142.SZ,X002180.SZ,X000733.SZ,X601877.SH,X002074.SZ,X000100.SZ,X600741.SH,X000157.SZ,X600884.SH,X600702.SH,X600460.SH,X600487.SH,X601799.SH,X300003.SZ,X000799.SZ,X600584.SH,X002414.SZ,X600372.SH,X600563.SH,X002236.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.305553611062487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324462542325733,0,0,0,0.0220532949349565,0,0,0,0,0,0.106524073856541,0,-0.0419103131020594,0,-0.028324316371424,0,0,0,0,0,0,0,0,0.0108792871099989,0.00771509126756466,0,0,0,0,0,0
X000858.SZ,0,0,0,0.231684418121474,0,0,0.104834540874966,0.116877101702308,0,0.0542324930218312,0,-0.0259667160672968,0,0,0.073020082796391,0,0.0736282941610397,0,0,0,0.0227862314146198,0.0467216839708086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181773179836882,0,0,0,0,0,0,-0.0811192095278642,0,0,0,0,0,0.0110608041029228,0.00321450722650788,0,0,0,0,0,0
X600809.SH,0,0,0,0.485230638767199,0,0,0,0,0,0,0,0,-0.216605009638118,0.0940799845332863,0.0183539280882697,0,0.0440881809339829,0,0,0,0,0,0,0,-0.0607808034413191,0,0,0,0.0123025997401722,0,0,0,0,0,0,0,0,0,0,0,0,-0.104353626246966,0,0,0,0,0,0,0.0293237725656684,0,0,0,-5.42101086242752e-20,-0.015315558312668,0,0,0,0,0
X000568.SZ,0,0.0791877933670063,0.308719096784189,0,0,0,0,0,0.00426082365980799,0,0,0,0,0,0.119502684603,0,0,0,0,0,0,0,-0.136928047802062,0,0,0,0,0,0,0,0,0,0,0,-0.0647635133269722,0,0,0,0.212666157961175,0,0,0,0,0,0,0,0,-0.0106529537868235,0.314760859314926,0,0,-0.0483664999380133,0.0215409849726091,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119636433454861,0,0.0241859302802306,-0.0526204395617642,0,0,0,0,0,0,0.0190861968956406,0,0,0,0,0,0.00260331026756203,0.174156348335866,0,0,-0.151135738787102,0.244269737756473,0,0.0787240179408084,0,0,0,0,0,-0.0741231339632258,0,0
X600690.SH,0,0,0,0.108078801307184,0,0,0,0,0,0.078463414162533,0,0,0,0,0,0,-0.0577734241845883,0,-0.0546093413011639,0,0,0,0,0,0.010373532501437,0,0,0,0,0,0,0,-0.145026308094915,0,0,0,0,0,0,0,0,0.0480173660743677,0.273215580496318,0,0.0249324320088077,0,0,0,0,0,0,-0.00869020122251818,0,0,0,0,0,0,0
X002304.SZ,0,0.197995788236839,0,0,0,0,0,0,0,0,0,0,0.0458951430789095,0,0,0,-0.0344533504894933,0,0,0,0,0,0,0,0,0,0,-0.0441243164988185,0.065849629123062,0,0.0623980822562353,0,0,0.122392764487681,0,0,0,0,0.152798026149201,0,-0.0250616842942945,0,0,0,0,-0.146116298158277,0,0,0,0,0,0.0219747482391519,0.0070021202557123,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.426119344393676,-0.0163043796874204,0,0,0,0,0,0,0,0.01301673004475,0,0,0,0,0.352464909822486,0,0.0901196572672526,0,0,0.0807240046482685,0,0,0,0,0.0159538915138133,0,0,0,-0.0969433820908668,0.010998611274384,0,0,0,-0.0413921509356519,0,-0.121468198907259,0,0,0,0.0654370550120657,-0.124568137084313,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0470900694728934,0.335453859929525,0,-0.0149274312960004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145044929231552,0,0,0.211667883884588,0,0,-0.00309334498130462,0.0204268710877777,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-8.67361737988404e-19,0.442211881920744,0,0.0312890191927993,0.00275484323751036,0,0,-0.051910453446716,0,0,0,0,0,0,0,0.116528082439273,0,0,0,0,0,0.114548231359167,0.0881784101446335,0,0,0,0,-0.0674223399907191,0,0,0,0,0,0,0,0,0,0,0.12539608070389,0.0216904674512708,0,0,0,-0.00360948945126975,0,0,0,0,0,0,0,0,0.0305818433381,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.116039801675777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0699887548941981,0.132517653887438,0,0,0.106577031753874,0.472706443385046,0,0,0.0198779529145628,0,0,0,0,0,0,0,0,-0.127192536018736,0,0.0593638349015119,0,0,0.00739260489258561,0,0,0,-0.184733424906906,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.0326867938451305,0,0,0,0,0,0,0,0,0,0.244717375210776,0,0,0,-0.112786535091413,0,0,0,0,0.00172981021428875,0,0,0,-0.108557603909217,0.0216983074764961,0.377139597719165,0,0,0,0.0383217890328833,0,0,0.0747659573618911,0.00424580188229869,0,0,0,0.224285740202913,0,0,0,0,0,0,-0.0428632171023386,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-0.261136978113571,0,0,0.12203345146232,0,0,0.124787354407683,0,0,0,0,-0.00356691992450415,0,0,0,0,0,0,0.18316190250651,0,0,0,0,0,-0.113425601256577,-0.0487680241205859,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.0415267793628173,0,-0.108956890185343,0,0,0,0.327630905286271,0,0,0,0,-0.0092959709758453,0.0182153879196176,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,-0.0286424689322114,0,0,0.11759769345836,0,0,0,0,0.0457791122848704,0,0,-0.0505223523181137,0,0,0,0,0.0313719091702584,0,0,0,0.0904671584693268,0,0.0739371527367348,0,0,0.306152429750691,0,0,0,0,0,0,0.134962931984552,0,0.161417448694079,0,0,0.0634067863826617,0,0.080010580607405,0,0,0,0.0463779093644515,-0.0501632298568776,0,0,0,0,0,0
X000596.SZ,0,0.299892794901486,0,0,0,0,0.201488039860265,0,-0.0436663161130334,0,0,0.0580345544976979,0,0,0,0,0.00573510318579282,0,0,0,0.148219457735198,0,0,-0.00696265166689301,0,0,0,0,0,-0.0809070183588151,-0.0506657578486245,0,0,0,0,-0.390818116498654,0,0,0.240055394265626,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123803610294917,0,0,0,0,0,0
X003816.SZ,0,0,0,0,-0.0055418525498234,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0479660056671181,0,0,0.171882357476697,0,0,0,0,0.0668751523493364,0,0,0,0.0216701447613208,0,-0.0163821417886648,0,0,0,0,0,0,0,0.0154752423637861,0,0,-0.10140745289308,0,0,0,0,0,-0.0274080021041649,0,0,0,0.0422457697231896,0.00788977346101024,0,0,0,0,0,0
X002371.SZ,0,0,0.0710099281275305,0,0,0,0,0,0.0647285850148634,0,0,0.0538207703178073,0,0,0.254340904759747,0,0,0,0,0,0,0,0,0,0,0,0.14819179133235,0,0,0.0280049818067622,0,0,0,0,0,0,0,0,0,0.807653369245796,0,0,0.0398297181554015,0,0,0,0,0.0144649113617937,0.0964127072375943,0,0,0.000192940794271343,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.032160162086971,0,0,0,0,0,0,0,-0.0250650372023411,0,0,0,0,0.0162514445617568,0,0,0.00861506441918462,0.199185091456606,0,0,0,0,-0.0619832758967851,0,0.0232014545602092,0,0.339420083865781,0,0,0,0,0,-0.0160815370896781,-0.055854479535266,8.67361737988404e-19,0,0.028562459388891,0,0,0,0,0.0104506634019537,0,0,0.00737773354895812,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.249578067736518,0,0,0,0,-0.0505293458745772,0,0,0,8.67361737988404e-19,0,0,0.0817485258219043,0,0,0,0,0,0,0,0,0,0.16596720950782,0,0,0,0.0774445980286391,0,-0.0654479680345823,0,0.116018085514097,0.153612613151876,0,0,0,0,0,0,0,0,1.0842021724855e-19,-0.0140310496001843,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0437081654723511,0,0,0,0,0,0,0,0,0.040173558835158,0,0,0,-0.0992854998006098,0,0.0910346316689707,0.186338713865407,0,0,0,0,0.000443828905026436,0,0,0,0,0,0,0,0.53328166173775,0,0,-0.0348463372913137,0,0,0.100766097826521,-0.0175707004621214,0.0690403485877558,0,0,0,0,-0.0135480092066519,0,0,0,0.00048701292713511,-0.0356197780797132,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00394584402319878,0,0,0.13953605085476,0,0.150666007318408,0,0,0,0,0,0.115986728411379,0,0,0,0,0,0,0,0,0,0,0.16947626657563,0,0,0,0,0.0396756929410935,0,0,-0.0596672180223151,0,0,0,0.110461938017817,0,0.182264469541795,0,0,-0.128984852460392,0,0.0514226851774185,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0475836482062221,0,0,0,0,0,0,0,0.243326214396609,0,0,0,0,0,0,0.182260149040405,0,0,0,0.115149577108887,0,0.0345439941633826,-0.0866496701250559,0,0,0,0,0,0,-0.115799245821065,0,0,0,0.108792391618044,0.0542029733448871,0,0,0.127296707605873,0,0,0,0.00479419666602874,0.174275949604996,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0379682709851377,0,0,0,0,0,0.271773029396912,0,0,0.0142796340118339,0,0,0,0.0086896430289159,0,0,0,0.0393419016997188,0,0,0,0,0,0.180444376113157,0,0,0,0,0,0,0,0,0,0.0796203213778797,0,0,0,0,0.00761214025919991,0,0,0,0,0,0
