,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000063.SZ,X600118.SH,X000625.SZ,X600690.SH,X600703.SH,X600372.SH,X600271.SH,X000100.SZ,X600031.SH,X002292.SZ,X000157.SZ,X000338.SZ,X002236.SZ,X002241.SZ,X600741.SH,X600089.SH,X600066.SH,X002475.SZ,X600177.SH,X601877.SH,X000559.SZ,X002465.SZ,X000547.SZ,X600435.SH,X600839.SH,X002129.SZ,X000016.SZ,X300124.SZ,X600582.SH,X000568.SZ,X300003.SZ,X002179.SZ,X002498.SZ,X002294.SZ,X600252.SH,X002276.SZ,X000977.SZ,X000066.SZ,X002456.SZ,X002049.SZ,X002008.SZ,X600198.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.226585183353835,0,0,0,0,0,0,0.131151970568399,0,0.0241319125656492,0,0,0,0,0,0,0,0,0,0,0.0485648011447661,0,0,0,0.0863274320166556,0,0,0,0,0,0,0,0,0,0,0,0.00141728604515776,0,0.0092157180650735,0,0,0,0,0,0,0,0,0,0.0409102760862749,0,0.0150099353115329,0.0144100201556088,0,0,0,0,0,0
X600104.SH,0.14831967318947,0,0,0,0,0,0.1935065402358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188328726355726,0,0,0.121231134474806,0.0168924642408809,0,0,0,0,0,0,0,0,0,0,0,0,0.022411249012864,0,0,0,0,0,0,0,0,0.041386711310832,0,0,-0.0603819411343585,0.0160492681696423,0.0415953782202675,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0404252072106059,0,0,0,0.072162190135126,0,0,0,0,0,0,0,0.0918461845257919,0.094837533101947,0,0.102567803709818,0,0,0,0,0,0,0,0.00110151578698752,0,0,0,0,0,0,0,0,0,0,0.350973286282516,0,0,0,0,0,0,0,0,0,0.0608006396017204,0,0,0,-0.0164764653807141,0,0,0,0,0,0,0
X002415.SZ,0.0822876230570812,0,0.0936995564323787,0,0,0,0,0,0.0174446055267794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410599475270501,0,0,0.0843760198740498,0,0,0,0,0,0,0,0,0,0,0.185272168236964,0,0,0.0157760552665211,0.169769810669884,0,0,0.165959904406035,-0.0500069038530161,0,0,-0.00449806351390391,0.02527579938915,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0850905493899867,0,0,0,0,0,0.134487016263955,0,0,0.188415349302414,0,0,0,0,0,0,0.0685588835379002,0,0,0,0,0,0,0,0,0.0709815218894429,0,0,0,0,0,0,0,0,0.00537488594228012,0,0,0,-0.0243116450280432,0,0,0.165923047296859,0,0,0,0,0.0655483504783112,0,0.00846976161312146,0.0174576265872933,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.263936659183215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0149219883994268,0.0300402700314748,0.139631531878377,0,-0.0712968691967634,0,0,0,0.056316268534907,0,0,0,0,0.64951434947097,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0115792033039212,0.00420532182985971,0,0,0,0,0,0
X002304.SZ,0,0.216837063470047,0,0,0,0.360131231408701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015736635435768,0.047765947443035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981674741805954,-0.00418829923668358,0,0.043947334204612,0,0,0,0,0,0
X600276.SH,0,0,0.124461218951559,0,0,0.0237484200388572,0,0,0,0.0864635264428508,0.145542859693512,0,0,0.0556303937130152,0,0,0,0,0,0,0,0.0558410997214483,0.11706851242431,0,0,0,0.138036163630617,0,0,0,0,0.0305519358486601,0,0,0,0,0,0,0,0,0,0,0.0726196374020231,0,0,0,0,0,0.0480931420608778,0,0,0,0.0146152593551921,0,0,0,0,0,0
X000063.SZ,0.154429213354983,0,0,0.0897705045499443,0,0,0,0,0,0,0,0,0,0,0.224702727691027,0,0,0,0,0,0,0,0.0851964194907891,0.261135799245116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045788710487744,0.00923385810554836,0,0,0,0,0,0,0,0,0,-0.00765082386365826,-0.0380476222366792,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.128610635054857,0,0,0,0,0,0,0,0,0.084323580670736,0,0,0.076181513197859,0,0,0,0,0,0.0392817356650354,0,0,0,0,0,-3.46944695195361e-18,0,0,0.48656582138641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194342059667501,0,0.02297116360978,0,0.0356675229386758,-0.0380010712087315,0,0,0,0,0,0
