,X600519.SH,X000858.SZ,X000568.SZ,X002415.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X000063.SZ,X300124.SZ,X600104.SH,X000725.SZ,X003816.SZ,X002371.SZ,X600031.SH,X000625.SZ,X000596.SZ,X002129.SZ,X300014.SZ,X000338.SZ,X002179.SZ,X600703.SH,X000100.SZ,X600089.SH,X002049.SZ,X600372.SH,X002236.SZ,X000977.SZ,X600584.SH,X000157.SZ,X002241.SZ,X601877.SH,X000661.SZ,X600741.SH,X600522.SH,X000733.SZ,X002074.SZ,X002180.SZ,X002463.SZ,X600702.SH,X600460.SH,X000800.SZ,X300142.SZ,X000988.SZ,X300003.SZ,X002007.SZ,X002028.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.168854105117101,0.205596773708382,0,0.0790335041471756,0.0424312293973988,0,0,0.139973312044047,0,-0.0581330737589942,0,0,-0.0366975793192575,0,0.0451250806572636,0,0,0,0.0321278803338081,0,0,0,0,0,0,0,0,0,-0.00683607254974912,0,0,0,0,0,0,0,0,0,0,-0.02670447377807,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0147965144654816,0.059324634799149,0,0,0,0,0,0
X000858.SZ,0.050631424642813,0,0.423996778477152,0,0,0.0419701455620281,0,0.010939283927303,0.0782449553807705,0,0,0,0,0,0,0,0.0973365327070403,0,0,0,0,0,0,0,0,0,0,0,-0.0115186093473758,-0.0117981575863244,0,0,0,0,0,0,0,0,0,0,0,0.18685110107651,0,0,0,-0.0157511254978267,0,0,0,0,0.0396941838381906,0,0,0,0,0,0,0,0
X000568.SZ,0.3042323869078,0.228811562974298,0,0,0,0,0,0,0,0.15970498372445,-0.0092545273265833,0,0,0,0,0.122446690663964,0,-0.0147202318922094,0.142120735463785,0,0,0,0,-0.0289355761727694,0,0,0,0,0,-0.0136341858916021,0,0,0,0,0,0,0,0,0,0,0,0.283450495675856,0,0,0,-0.0155791848973339,0,0,0,0,0,-0.00302045833403676,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149981264222586,0.153580395335317,-0.120873684552476,0,0,0.297197869523092,0,0,0.245332605680735,0,0,0,0,0.304847271783877,0,0,0,0,0,0,0,-0.105084224044157,0,0,0.203238482255351,-0.064620171260373,0,0,0,0,-0.0488579979321182,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.0263555938099606,0,0,0,0.0906514765519059,0,0,0,0,0,0,0,0,0,0.16473627921906,0,0,0,0,0,-0.222250110500976,0,0,0.0738702743758047,0,3.46944695195361e-18,0.0315679665867206,0,0,0,0,0,0,0.116827344367655,0.0491544761503546,0,0,-0.227555263447115,-0.0503806533389101,0,0,0,0.116384575157605,0,0,0.0566585289302592,0,0,0.00515749066027896,0,0,0,0,0,0,0
X600809.SH,0,0.062534099617745,0,0,0,0,0,0,0,0.181481843141508,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585836825742447,0,0,0,0,0,0.00345607292497566,0,0,0,0,0,0,0,0,0,0,0.100302960318573,0,0,0,0,0,0,-0.347937364246691,0,0,0.373844883811869,0,0.0724924145079514,0,0,0,0,0,0
X002475.SZ,0,0,0,0.147632908058456,0,0,0,0,0,0,0,0.061962721174816,0,0,0,0,0,0,0,0.168194695802652,0,0,0,0.0643886461651583,0,0,0,0,0,0,0.308474177578676,0,0.470934396897303,0,-0.151706560019932,0,0,8.67361737988404e-19,0,0.00713841923568608,0,0.130663513821524,0,0,0,0.158566536600207,0,0,0,0,0,0,-0.0584148249729468,0,0,0,0,0,0
X600690.SH,0,0,0,0.0374658678119705,0.141669096356992,0,-0.0336250861596005,0,0.169363842886997,0,0,0,0,0.0872039421942876,0,0,0.209455976806228,0,0,0,0.0213162281955694,0,0,0,0,0,0,0,0,0.0335791326683727,-0.0633720395477583,0,0,0,0,0,0.0359757437341599,0.0182827614077322,0,-0.0598217556278905,-0.0774718119786663,0,0,0,0.207158317904575,0,0,0,0,0,0,0.0560800571371607,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.205101146745698,0,0,0,0,0,0,0,0,0.0683016738018986,0,0,0.142009091517238,0,-0.627501768463048,0,-0.0238442248133357,0,0,0,0,-0.0149639407504245,0,-0.00694928048998618,0,0,0,0,0,0,0,0,0,0,0.20175883728353,0,0,0,0,0,0,0.320566228832827,0.0986640068705363,0,0.0510329148078523,-0.0491412347977659,0,0,0,0,0,0
X002304.SZ,0,0.218913132887966,0.332651264686467,0,0,0.0269736819960219,0,0,0,0,0.0106672968122649,0,0,0.033207461617027,0,-0.00607983936636261,0,0,0,0,0.0143787618782894,-0.120704771612275,0,0,0,0,0,-0.000354005710910182,0,-0.0130081672971983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428737528869222,0.0136743474287145,0,0,0,0,0,0,0
