,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X600741.SH,X002475.SZ,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X300003.SZ,X002236.SZ,X000100.SZ,X000625.SZ,X600487.SH,X600498.SH,X000661.SZ,X600809.SH,X002008.SZ,X002007.SZ,X000596.SZ,X300142.SZ,X002179.SZ,X000157.SZ,X600566.SH,X600867.SH,X600066.SH,X600089.SH,X600177.SH,X002180.SZ,X300146.SZ,X600522.SH,X600372.SH,X002506.SZ,X002456.SZ,X002241.SZ,X002508.SZ,X002294.SZ,X600118.SH,X600183.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.610473300372808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584601880549976,0.102035837747675,0,0,0,0,0.0413427190249056,0,0,0,0,0.0229894027303539,0,0,0,0,0,0,0,0,0,0,0,-0.0403324229637345,0.0471885568512957,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0550724126453452,0.185059282305381,0,0,0,0,0.115921401039834,0,0,0,0,0,0,0,0,0,0.111807643386205,0,0,0,0.0688134682938028,-0.00880771743449029,0.0248336911230368,0,0.130883940276611,0,0,0,0,0.150757635528474,-0.0544254233079737,0,0,0,0,0,0,0,0,-0.128166417651741,0,0,0,0,0,0,0,0,-0.0280048415428451,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.088646474145664,0,0,0,0,0,0.00158365219599264,0,0.0295170994276242,0,0,0,0,0.661890405509195,0,0,0.00236114056594926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0407017656656491,0,0,-0.0341752701099292,0,0.118831856781116,0,0,0.0310782523010782,0,0,0,-0.124975383986275,4.33680868994202e-19,-0.0121418244148893,0,0,0,0.0141538907012298,0,0
X000651.SZ,0.298142650041322,0,0,0,0,0,0,0.154234276113206,0,0,0,0,0.12690376103196,0,0,0,0,0,0,-0.00518898537920546,0,0,0,0.104405036218677,0,0,1.38777878078145e-17,-0.0312650493580832,0,0,0.0381194023057796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422538301373214,0,0.00288013531597959,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0618814271407427,0.275259693583397,0,0,0,0,0.0892418436930431,0,0,0,0,0,0,0.308956640288811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449496338559048,0,0,0,0,0,0,0,0,0,0,0,0.170827004938542,0,0,-0.102704432754361,0,0.0175275747543536,0.0703591128031312,0,0,0,0,0,0
X000858.SZ,0.299849105962147,0,0,0,0,0,0.276529801726972,0.0392476669477039,0,0,0,0,0.0791099149903358,0,0.142524281381825,0,0,0,0,0,0,0,0,0.00978362042011694,0.0875469891603158,-0.0309507107509179,0.146956074084136,0,0,0,0,0,0,-0.0250981456642543,-0.0695024454908944,0.0430161813483207,0,0,0,0,0,0,0,0,0,0.0204256874580805,0,0,0,0,0,-0.00304346615847793,0.00941294507812665,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380700562617935,0,-0.00790284269040808,-0.0638343982878816,0,0.167836270100551,0,0,0,0,0,0,0,0,0,0.429593942930137,-0.0479018424462766,0,0,0,0,0,0,0,0,0.0944659204971409,0,0,0,0,0,0,0,0,0,-0.0237206994873272,0,-0.0256206654839925,0.0524347612089899,0,0,0,-0.0314978710562717,0,0
X600690.SH,0,0,0,0,0,0,0.321611778954564,0,0,0,0,0,0,0,0,0,0,0,0,0.0313024720947358,0,0,0,0,0,0,0.00297897527787743,0,0,0,0,0.101657816648017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056949993020981,0.023883735845253,0,0,0.249198220960314,0,-0.00417931008380061,-0.0239959200874976,0,0,0,0,0,0
X000725.SZ,0,0,0.0417289479624554,0,0,0,0,0,0,0.138523230871868,0,0,0,0,0.000880279812187322,0,0,0,0,0,0.0468272820886446,0.00229343625629583,0.0353867667686774,0.0622992626723995,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0475091189194512,0,0,0,0,0,0,0,0.123014188167062,0,0.0498185217019507,0.0343328750870886,0,0,0,0,0,0,0,0.019287172423918,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873474005884494,0,0,0,0,0,0,0.0724380671635353,0.317156251624088,0,0,0,0,0,0,0,0,-0.00183494051714827,0,0,0,0,0,0,0.237327887876726,0.00912164926913788,0,0,0,0,0,0,0,0,0,0.0340872467389533,-0.0430813021210852,0,0,0,0.127557438102557,0,0
X600031.SH,0,0,0,0,0,0,0.00726375376249436,0,0.0428122251505266,0,0,0,0.0418672933058056,0,0,0.153321311556044,0,0,0,0.0482929853538122,0,0,0,0,0,-0.0806661397948888,-3.46944695195361e-18,0.0634916619129824,0.00858469836122065,0.0921661891734605,0,0,0,0.0956219213873551,0,0,0,0,0,0.0297698327034009,0,0,0,0,0,0.037179744840955,0.0310976196447824,0,0,0,0,0.00822407370073579,0.0296327716692447,0,0,0,0,0,0
X000338.SZ,0,0,0.00615473172589449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029055893051529,0,0,0,0.00261100431917485,0,0.094931085642917,0.0793507864592628,0,0,0.0119797541229678,0,0,0.0103917963544965,-0.0861657914623279,0,0,0,0,0,0,0,0,0,0,0.117263181236502,0,-0.0271468800342973,0,0,0,-0.00366325327841127,0,0,0,0,0,0,0
X600741.SH,0,0.0264712326037444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106003737172409,0,0,0,0,0,0,0.152007120465463,-0.0562691553777155,0.0478943031616238,0,-0.105776902342922,0.413507869554117,0,0,0,0,0.116518593691132,0.0511996553694177,0,0,0,0,0,-0.0150884907036866,0,0,0,0.125169719452399,0,0,0,0,0.0730760710295885,0.0259659956122599,0,0,0,0,0.0594835911672833,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293280255195181,0,-0.0962037195619181,0,0,0,0,0,0,0,0,0.15854349820269,0,0.238667698814154,0.0384131360344874,0,0,0,0,0,0,0,0,0,0,0.1497908603176,0,0,0,0,0,0,0,0,0,0,0,-0.0936980579652483,-0.0182374715131468,0,0,0,-0.289057892817266,0,0
X000568.SZ,0,0,0,0,0.0926373056432556,0.0921850588566969,0.122118763783583,0,0,0,0,0,0,0,0,0,0,0,0,0.02864275246109,0.0166792007604243,0.00818968822904053,0,0,0,0,0.375385702834119,0,0,0,0,0,0,0,0.0729705633879757,0,0,0,0,0.14116360250943,0,0,0,0,0,0.0346127548542307,0,0,0,0,0,-0.0155778148456418,0.0265067215530743,0,0,0,0,0,0
X601877.SH,0,0,0.00236679115108559,0,0.00411596256488382,0,0,0,0,0.00962282712617977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636788415085343,0,0,0.0139946481386896,0.135094551824952,0,0,0,0.11336848932433,0,0,0,0,0.166027130982462,0,0.14223239966816,0,0,0,0,0,0.0150363010832182,0,0,0,0,0,0,0
