,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000338.SZ,X600703.SH,X000568.SZ,X600741.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X002456.SZ,X002236.SZ,X002008.SZ,X000100.SZ,X600566.SH,X002007.SZ,X600487.SH,X000625.SZ,X002179.SZ,X000661.SZ,X600498.SH,X000596.SZ,X600809.SH,X600867.SH,X300146.SZ,X002180.SZ,X600177.SH,X000157.SZ,X002294.SZ,X002506.SZ,X300136.SZ,X600089.SH,X300142.SZ,X000977.SZ,X600372.SH,X600066.SH,X002241.SZ,X000981.SZ,X600522.SH,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.768692914944023,1.38777878078145e-17,0,0.0755857899613286,-0.00069352326362224,0.00135594336082531,0,0,0,0,0,0.0509379168221453,0,0,0,0,0,0,0,0,0,0.101074291883792,0,0,0,0,0,0,0,0,-0.0376763494957447,0,0,0,0,0,0,0,0,0,0.0138015246451067,0,0,0,0,0,0.0100812555001068,1.73472347597681e-18,0,0,0,-0.0302998614974175,0,0
X600104.SH,0,0,0.236440914729447,0,0,0,0,0,0.063436271407789,0,0,0,0,0,0,0.10794877020339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270596153370383,0,0.221843468440089,-0.0747580020080939,0,0,0,0,0,0,0,0,0,0.0449654896185845,0,0,0,0,0,0.0581284176100336,-0.201904686724824,-0.0301489886664683,0,0,0,0,0,0,0
X002415.SZ,0,-6.93889390390723e-18,0,0,0,0.0752456683686632,0,0.00136321846209772,0,0,0,0,-0.150087951327129,0,0.0501882586309953,0,0,0,0,0,0,0.609240680727883,0.113159006884196,0,0,0,0,0,0,0,0.0162097657134763,0,0,0,0,0.0996665341523722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184128965101373,8.67361737988404e-19,0.0882448860524338,0,0,0,0,0,0
X000651.SZ,0.0461275624169549,0,0,0,0,0,0,0,0,0,0,0,0.0353443983090091,0,0.318763542780375,0.0322819039738708,0,0,0,0.144054403535577,0,0,0,0,0,0,0,0,0,0,0,0,0.0652769527027749,0.0615092094274027,0,0,0,0,0,0,0,0,0.125223839004634,0,0,0.0754869095965907,0,0,0,0,0,0,0.0171896908359549,0,0,0,0,0,0
X600276.SH,0,0,0.0560102622025442,0,0,0,0,0,0,0,0.0121119136395737,0,0,0,0,0,0.41458682984988,0,-0.0662162600029151,-0.0410333935639211,0,0.0761236720088907,0,0,0,0.0773922103056903,0,0,0,0,0,0,0,0.0673618912710399,0.269889855685771,0,0,0,0.18880597897609,0,0,0,0,0,-0.0142870129828273,0,0,0,0,0,-0.0323427446226691,0.0369489053528883,0,0,0,0,0,0,0
X000858.SZ,0.115835136739991,0.0542459804990966,0,0,0,0,0.202526151213096,0,0,-0.0226471613623912,0,0,0,0,0.0736186515868322,0,0,0,-0.0101272179291739,0,0,0,0,0,0,0,0,0,0,-0.0056207437992317,0,0.161868933611566,0.242936270969958,-0.0188946796878507,0.00624700990113798,0,0,0,0,0,0,0,0,0,0,0.108235820266441,0,0,0,0,0,0.0143555696809482,0.0117134784327471,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0223054456604608,0.0139647384737118,0.177093747366741,0,0,0,0.0760546265838296,0,0,0,0,0.576133980991166,0,0,0,-0.054595242822806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178811509742962,0,0.0347515479284592,-0.0513844503851706,0,0,0,0,0,0,0,0,-0.0424123505495929,0,0,0,0,0,0,0.0397828613980778,0,0,0.000113227231396914,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119633322735496,0,0,0,0,0,0,0.325655559160977,0,0,0.108506706462262,0,0,0.0198196900818786,0.212254495983069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201554047928266,0,0,0,0.0539138456027395,0,0,0,-0.0189418095782922,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0287235496101006,0,0,0,-0.0137232555279238,0,0,0,0,0.156267056236177,0,0,0.107718987732381,0,0.205725515377662,-0.0471937464770796,0,0,0,0,0,0,0.0626568332812239,0,0,-0.0581759043452888,0,0,0,0,0,0,0,0,0,-0.0469729239795279,0,0.00599715318690768,0.297229601602675,0,0.241125738833819,0,0,0,0,0,0,-0.0433220375267304,0,0,0,0,0,0
X000063.SZ,0,0,0.28194485496172,0,0,0,0,0,0,0,0.0899288482748958,0,0,0.0779224006265688,0,0,-0.00780091407707181,0,0,0,0.233855290826181,0,0,0,0,0,0.152308312927608,0,0,0,0,0,0,0,0,0.0463025662218391,0,0,0,0,0.0410742341555946,0,0,0,0,0,0,0,0,0,0,0,-0.0548558827550021,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171830966722052,0,0,0,0.530239835099948,0,0,0,0,0,0,0,0,0.215859395323641,0,0,-0.0780436753369275,0,0,0,0,0,0,0,0.13327162030646,0,0,0.177787315763279,0,0,0,0,0,0,-0.00966121953704159,-0.00236847778930652,0.0717196151005803,0,0,0,0,0,0
X600031.SH,0,0,0.066669553132617,0,0.0503962169605866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00438846152991185,0.0387424225382399,0,0.0256283998592989,0.0907033103933498,0,0,0,0,0,0,0,0.301966874786573,0,0.251129770716568,0,0,0.0367414615058542,0,0,0,-0.0191016771434563,0.0353194975110013,0,0,0,0,0,0
X000338.SZ,0,0.147052394713208,0,0.187742221375432,0,0,0,0,0,0,0.0130034179081271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150595383598463,-0.0536116717238499,0,0,0,0,0,0,0,0,0,0.0440968338559156,0.0165641083303516,0,0,0,0.153849505848616,0,0,0.0455907606549323,-0.0428823017988771,0,0,0,0,0,0
X600703.SH,0,-0.15867940089582,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.10660764372116,0.219618013817983,0,0,0,0,0,0,0.469256117209611,0,0,0,0,0,0.407618766598991,0,0,0,0,0,-0.10533681347804,0,0,-0.172780150715645,0,0,0,0.2936915603199,0,0,0,-0.00843246808452142,-0.0709203085839453,0,0,0,0,0,0
X000568.SZ,0,0,-0.0689857899721597,0,0,0.461875380672818,0,0,0.122278100865007,0,0,0,0,0,0,0,0.060964262841524,0,-8.67361737988404e-19,0,0,0,0,0,0,0.017268879607628,0,0,0,0,0,0,0.315380640087803,0,0,0.194773954205662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104231686456138,-0.00192219443100857,0,0,0,0,-0.043752520314309,0,0
X600741.SH,0,0,0,0,0,0.0783277495511016,0.0222851367201718,0,0.133134184792329,0,0.0521157496523507,0,0,0,0,0,0.0490938493483553,0,0,0,0,0.0203205146343914,0,0,0,0,0,0,0,0.126523818803853,0,0,0.0452119439823239,0,0,0,0,0,0,0,0.108626593759099,0,0.0517865491315424,0,0,0.1989631209419,0,0,0,0,0,0.03525407398408,-0.00445653688594362,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.687171171136469,0,0,0,0,-0.134524946408648,0.135586674723556,0,0,0,0,0,0,-0.18854039678107,0,0,0,0,0,0,0.0563709577018915,0.247956808654895,0,0,0,0.0427340798897933,0,0,0,0.0316031793936747,-0.0910600610821111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151184270895146,0,0,0,0,0,0,0
