,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X002475.SZ,X000568.SZ,X002304.SZ,X000651.SZ,X600104.SH,X600690.SH,X300014.SZ,X000725.SZ,X600031.SH,X300124.SZ,X002371.SZ,X000625.SZ,X000661.SZ,X600703.SH,X000338.SZ,X002241.SZ,X000063.SZ,X003816.SZ,X002129.SZ,X000596.SZ,X000100.SZ,X002049.SZ,X300142.SZ,X002179.SZ,X000799.SZ,X600460.SH,X600741.SH,X600584.SH,X000157.SZ,X600779.SH,X601877.SH,X600702.SH,X002414.SZ,X002007.SZ,X002236.SZ,X002074.SZ,X601799.SH,X600183.SH,X300003.SZ,X000800.SZ,X300146.SZ,X600089.SH,X002508.SZ,X600884.SH,X002185.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.243545161494027,0.0935113595401585,0.0191666618874687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567575921839173,-0.0394518541392335,0,0,0,0,0,0.0745213058057014,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,-0.081435193563067,0,0,0,0,0.0117425680264431,0,0,0,-0.00131570371449161,0,0
X000858.SZ,0,0,0,0,0.144801816020008,0,0.2392777232178,0,0,0,0,0,0,0.0340182418823763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110037956515558,-0.100666426395261,0,0,0,0,0,0,-0.038872926038533,0,0,0.138483996704457,0,0,0,0,0.142891468277153,0,0,-0.0929575529344213,0,0,0,-0.0403359973827679,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.021148305130389,0,0.0417067745512538,0,0,0,0.179828622626187,0,0,0.0385108086456452,0,0,0.156936907390561,0,0,0,0,0,0,0,0.0177981797155148,0,0,0,0,0.0545763653326534,0,0,0,0,0,0.102038320392744,0,0,0,0,0,0.0988301859574874,0,0,0,0,0,0,0.0780228342937148,0,0,0,-0.00646620105176082,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.0724330358635852,0.159801577683997,-0.0833321225445624,0,0,0,0,0,0.100920875470265,0,0,0,0,0,0,0,0,-0.147829409277838,0.023093006806017,0,0,0,0,0.476033826952027,-0.0418490615680038,-0.171049835931909,0,0,0.0595120538620326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347836949367796,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0290113855759816,0,0,0,-0.14731159045218,0,0.0220425080935867,0.216807036860893,0,0,0,0,0,0,0,0,0,0,0,0,0.0964408148302299,-0.0110870384079642,0,-0.020163024356216,0,0,0,-0.190190218396266,0.0249826836542555,0.0759949236341186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991025351830956,3.46944695195361e-18,0,0,0,0,0,0
X002475.SZ,0.202279933547898,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.12630621588934,0,0,0,4.33680868994202e-19,0,0,0.112873329510457,0,0,0,0,0,-0.1024321565317,0,0,0,0,0,0.0191968193950473,0,-0.0907001127392412,0,0,0,0,0.234882247467588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280308890415045,0,0,0,0,0,0,0
X000568.SZ,0,0.458150928193669,0,0.0913693829297186,0,0,0,0.188403476239463,0,-0.220087033825137,0,0,0,0,0.0179632426163021,0,-0.0268473528340183,0,0,0,0,0,0,0,0.179342998710593,0,0.0635081396847514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289779072762688,0,0,0,0,0,0,0,0.0281945241439551,0,-0.00183085128164874,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.257895089977013,0,0,0.016490508460549,0,0,0,0,-0.22107738117907,0,0,0,0,0,0,0.426045507637419,0,0,0.0656838253046888,0,0,0,0,0,0,0.223664851091042,0,0,0,0,0,0,0,0,0,0.0547821898904618,0,0.153927799164481,0,0,0,0,0.0549927139033127,0,0,0,0,0,-0.204209171607288,0.139370627796811,0,0,0,0.0535345608678022,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.16145646729024,0,0,0,0,0,0.0696258297296587,0.0551210113697404,0,0,0,0.099516013567134,0,-0.0321255863770905,0,0,0,-0.0839530875005746,-0.0169339420236901,0,0,0.0706888363047608,0,0,-0.0341778753823707,0,0.0894685084588476,0,-0.0135418416430122,0,0,0,0,0,0,0,0.0854889223846019,0,0,0,0,0,0.0920043945259353,0,0,0,-0.0314756733989052,0,0
X600104.SH,0,0,0,0,0,0.0483199275716059,0,0,0,0,0,0,0,0,0.00433447588368685,0,0.0785697757811423,0,0,0,0,0,0,0,-0.0678197242057176,0.0228676380805088,0,0.148514662919283,0,-0.021514248529173,0,0,0,0,0,0,0.0841830629929283,0,0,0,0,0,0,0,0,0,0,0,0.018041496230494,0,0,0.0855982638585179,0,0,0,0,0,0,0
