,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000651.SZ,X003816.SZ,X600104.SH,X300124.SZ,X002304.SZ,X000625.SZ,X000725.SZ,X002371.SZ,X000338.SZ,X000596.SZ,X000063.SZ,X600031.SH,X300014.SZ,X000100.SZ,X600089.SH,X002179.SZ,X002129.SZ,X600703.SH,X000157.SZ,X002241.SZ,X600372.SH,X002236.SZ,X600741.SH,X000661.SZ,X002049.SZ,X600584.SH,X000977.SZ,X601877.SH,X002463.SZ,X002028.SZ,X600522.SH,X601799.SH,X600183.SH,X000800.SZ,X002074.SZ,X600460.SH,X600066.SH,X002156.SZ,X002007.SZ,X002223.SZ,X000921.SZ,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-0.0699612071551306,0,0.39802790992555,0.125725144795216,0.000711209919859069,0,0,0,0,0,0,0.0279745490871156,0,0,0,0,0,0,0,0,0,0,0.0549722407620624,0,0,0,0,0,0,0,0,0,0,0,-0.0113136960092307,0,0,0.128500116590147,0,0.0158529166068307,0,0,0,0,0,0,0,0.0321626346070498,0,0,-0.0128330795690743,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.397949386910382,0,0.149890352115313,0,0,-0.0169714815712506,0,0,0,0,0,0,0.0435862537052258,0,0.0445436985155142,0.0294662781485987,0,0,-0.0255789274135118,0.0827180978736731,0,0,0,0,0,0,0,0,0,0.0290503761326471,0,0,-0.0575080885603821,0.0179451337793207,0,0,0,0,0,-0.0680786418411403,0,0,0,0.00970365451734083,0,0.0216680348802787,-0.00335459748952996,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,-0.0406635007766834,0,0.194763816041564,0,-0.0298786182257163,0,0,0,0.363650629374692,0,0,0.0314186105610807,0,0,0.109843011449484,0,0,0,0.111486072326243,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,-0.0449215615530687,0,0,0,0,0,0,-0.0148170874178368,0.0177763432365106,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0156732384070878,0,0,0,0,0,0,0,0.122273504492806,0,0,0,0,0,0,0,0,0,0,-0.0492641614713764,0,0,0,0.425388096441077,0,0,-0.0741011741888827,0,0,0,0.152518365757342,0,0,0,0,0,0.0881918985742979,0.0830319640043293,0.075974152869954,0.0433152455362989,0,0,0,-0.015995008714436,-0.00490078002682988,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.491245725177053,0,0,0,0,0,0,0,0,0,0,0,0.391356367258314,0,0,0.0422400591130285,0,0,0,0.0990997113675766,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0255309304055498,-0.137268156583693,-0.046058852800947,0,0,0,0,0,0,0,0,0,-0.0249420918102958,0,0.00465330794258071,0,0,-0.02150119659018,0,0
X000568.SZ,0.167003754328273,0.742393596761517,0,0,0.145171445212508,0,0,0,0,0,0.071587044750169,0,0,0,0,0,0,0,0,0,0,0.0600409009506081,0,-0.119927198744444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012911871713501,-0.00116904366433493,0,0,0,-0.0162062798310182,0,0
X002475.SZ,0.0891947526674078,0,0,0,0,0,0,0,0,0,0,0,0,0.112170004668626,0,0,0,0,0,0.118381415469371,0.0203755966756384,0,0,0,0,0,0,0.331472502232945,0,0,0,0,0,0,-0.130024388158585,0,0,0,0.0371166339660444,0,0.0501677035222878,0,0,0,0,0,0,0,0,0.0348290668538627,0,-0.072478216625871,0.0335056783013941,0,0,0,0,0,0
X600690.SH,0,0.0576338994692173,0,0.0408010679631841,0,0.261360205440845,0,0,0.0388012188688523,0,0,0,0,0,0,0,0.0518338063065982,0,0,0,0,0,0,0,0,0,0,-0.0442824938189279,0,0,0,0.0989188041649823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0203170033165918,0,0.043979956482835,-0.0016361662211896,0.0301411573188031,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,-0.0696790068107251,0.279884230740965,0,0,0,0,0,0,0,-0.0271071608447911,0,0,0,0,0,0,0,0,0,0,-0.246504940139343,0,0,0.344157258235599,0,0,0,0,0.137240371410913,0,0,0,0,0.071491243861108,0.0298842462270936,0.0646941060765147,0,0,0,0,0,0,0.492844486810468,0.102769684972337,0,0.0482045539000328,-0.0218946851337377,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0823092173387325,0,0,0,0,0,0,0,0,0,0,-0.0806029525820545,0,0.0997588256269161,0,0.0587997690208459,0,0,0,0,0,-0.03005552985963,0,0,0,0,0,0,0,0,0,0.0260598605984712,0,0.126663522123038,0.18489335696552,0,0.0113935863708596,0.138267013258012,-0.03610352790009,0.0318772028321311,0,0,0,0.0317606703922907,0,0
