,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600690.SH,X600104.SH,X300014.SZ,X002371.SZ,X000651.SZ,X000725.SZ,X600031.SH,X300124.SZ,X002241.SZ,X600703.SH,X000625.SZ,X000063.SZ,X002129.SZ,X003816.SZ,X000338.SZ,X002049.SZ,X000596.SZ,X601877.SH,X002179.SZ,X000661.SZ,X600460.SH,X000100.SZ,X300142.SZ,X600741.SH,X600089.SH,X002074.SZ,X002236.SZ,X000799.SZ,X000733.SZ,X600779.SH,X600702.SH,X601799.SH,X600884.SH,X000157.SZ,X002414.SZ,X600584.SH,X600183.SH,X002007.SZ,X600522.SH,X600563.SH,X000800.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.480560338720511,0,0.0101181099077152,0,0.143689339182588,0,0,0,0,0,0,0,-0.0599954224259255,0,0,0,0,0,0.0392700375584423,0,0,0,0.0281646724160119,0,0.0453267577133181,0,0,0,0,0,0,0,0,0,0.0188975158694687,0,0,0.0143215852965642,0,0,0,-0.0176965272840654,0,0,0.0274340143903434,-0.043402890596621,0,0,0,0,0,-0.00388544459394906,0,0,0,0,0,0
X000858.SZ,0,0,0,0.367262798542753,0,0,0,0,0,0,0.11286861085762,0,0,0,0,0,-0.0881107654419906,0,0,0,0,0,0,0,0,0,0,0.116864353800256,0,0,0,0,0,0,0,0.122965702934997,0,0.0645951608380977,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.00343218436322775,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0300421406629056,0.175330804531314,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165259437042476,0,0,0,-0.0218200233312891,0,-0.00449350328126211,0,0,0.147750258036699,0,0,0,0,0,0,0,0,0,0.0605772598891801,0,0,0,0,0,0,0.0457859873999609,0.0579759684479144,0,0,0,0,0,0,0,0.030318842786063,0,0
X600809.SH,0,0.128156443454135,0,0,0,0,0,0.0967718250402999,0,0,0,0,0,0,0,0,-0.108644039021223,0,0,0,0,0,0,-0.0784120272406592,0,-0.00273246497506021,0,0,0.114347014566883,0,0,0,0,0,0,0.530029225239215,0,0,0.0465295439892009,0.0957235401477571,0,0,0,0,0,0,-0.0403781972038585,0,0,0,0,-0.0302163358323877,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.214766918556643,0,0,0,0.0815199251124265,0.0428780713657335,0,0,0,0,0,0,-0.0746500852063713,0,0,0.12240324254727,0,0,0,0,-0.0736134401194787,0,0,0,0,0,0,-0.0401783911761209,0,0,0.1185269616282,0,0.322482015367783,0,-6.93889390390723e-18,0,0,-0.353590623935572,0,0,-0.0357402088206103,0,0,0.0162148288964433,0,0,0,0,-0.00241384928097548,0,0,0,0,0.0280686327838398,0,0
X000568.SZ,0,0.36552775225087,0,0.239318354717858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0010013537691568,0.00648743792021316,0,0,0.0604949328814405,0,0,0,0,0,0,0,0.0903709414624772,-0.0264386245932475,0.0182644533491743,0,0,-0.0384544190890976,0,-0.101519158943015,0,0,0,0,0,0,0,0,0.0539460902333162,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0956617555942696,0,0,0,0,0.159653505505925,0,0,0.191635016672712,0,0,0,0,0,0,0,0,0,0.00804022325126122,4.33680868994202e-19,0,-0.238105322096169,0,0,0,0,0.0801194198610054,0,0.0943367707575307,0,0,0,0.0692769841987281,0,0,0,0,0,0,0,-0.0123729668503442,-0.00302403247180508,0,0,0,0.0807671613612893,0,0
X002304.SZ,0,0.02718756461783,0,0.168763578996994,0,0,0,0,0.0835562804439764,0,-0.0125537879305587,0,0,0,0,0,0,0,0,0,0,-0.147424469222249,0,0,0.134017918796376,-0.0138971853948595,0,0,-0.0399622693330381,0,0,0,0,0,0,0.263232952528884,0,0,0,0,-0.00923546145332083,0,0,0,0,0,0,0,0,0,0,0.0204051092728893,0,0,0,0,-0.0479197349774085,0,0
X600690.SH,0,0,0.156858379387057,0,0,0,0,0.0117763338302326,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585781611875154,0,0,0,0,0,0,-0.0368497217598237,0.269000034864341,0,0,0.0474167952530268,0,0,0,0,0.0722694721586831,0,0,0,0,0,0,0,0,0,0.0545298813410426,0,0,0.0470123419547783,0,0.00789921287407418,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156820036261713,0,0.0372912256380316,0,0,0,0.0144878731499389,-0.0218188235759247,0,-0.0142335628971891,0,0,0.0373355731930811,0,0,0,0,0,-0.0384154192517567,0,0,0.0674502105638,0,0.0399293649660594,0,0,0,0,0,0,0.0629507435295366,-0.0886462444351456,0.0706174035538649,0,0,0.0229603070127927,0.0347063607888429,0,0,0,-0.00346227395660359,0,0
