,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X600703.SH,X000100.SZ,X002007.SZ,X300003.SZ,X000157.SZ,X002236.SZ,X600271.SH,X300142.SZ,X002008.SZ,X300124.SZ,X002179.SZ,X002506.SZ,X600183.SH,X000625.SZ,X600177.SH,X600498.SH,X600867.SH,X300014.SZ,X600487.SH,X002241.SZ,X600066.SH,X002371.SZ,X000977.SZ,X000050.SZ,X300146.SZ,X600522.SH,X600118.SH,X000066.SZ,X600372.SH,X600566.SH,X600776.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.105521942946867,0,0,0,0,0,0,0,0.160076009604779,0,0,0.152522375516897,0,0,0,0,0.0176245505123569,0,0,0,0,0,0,0.180947157943374,0,0,0,0,0,0,0,0,0,0,0.0516325431560478,0,0,0,0,0,0,0,-0.114326063697631,0,0,0,0,0,0,0,-0.00849706395327185,0.047850320874278,0,0.31366110058788,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.17702303767847,0,0,0.0171633336229576,0.142550503310624,0,0,0.406136633302263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00910359968059648,0,0.147411700294984,0,0,0,0,0,0,0,0,0,0,-0.0205716119768591,0,0,0,0,0.0182026614432573,0,0
X000651.SZ,0,0,0,0,0,0,0.359241967910145,0.0562086298058801,0,0,0,0.19836102870006,0.160304682727556,0,0.149045357093767,0,0,0.251346436831991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138650608635651,0,0,-0.00617936586918047,0,0,0,-0.0601009689640105,0,0,0,0,0,0,0,0,0.00530763131395424,0,0,0,0,0.0310844995973532,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.166157897063201,0,0.00694270220940091,0,-0.0447979891519876,0.158454629025483,0,0,0,0,0.153565704115795,0,0,0,0,0,0,0,0,0,0,0,0,0.103404013547548,0,0,0,0,-0.0445878349694884,0,0,0.0236413426823508,0,-0.0476177101380165,-0.052330014767931,0,0.341865678086661,0,0.0881037211520277,0.00133102745829865,0,0,0,0,-0.00625560891969238,0,0
X600104.SH,0,0,0.0637150127130963,0,0,0.000947961665454716,0,0,0,0,0,0,0.00907751981871542,0,0.269117998363689,0,0,0,0,0,0,0.0171875072307789,0.158582596767093,0,0,0,0,0,0,0,0,0,0.234972645654474,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011033115057008,0,0,0,0,0,0,0,0,0,-0.0072804559107619,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.311809575988808,0,0,0,0,0,0.012712929518103,-0.0859332093216804,0,0,0,0,0.573442757595732,0,0,0,0,-0.25506913575652,-0.0206649803165654,0,0,0,0,0.07729000961013,0,0.166247967521574,0.0512026649465366,-0.100732978943474,0,-0.0108290150176768,0,0,0,-0.0232530433588352,0,0,0,0,0,-0.00474207360367686,0,0,0,0,0,0,0
X002304.SZ,0,0.0506185552154622,0.109738825200772,0,0,0,0,0,0,0,0,0,0,0,0,0.271955788479584,0.138104323698532,0,0,6.93889390390723e-18,0,0.171893732039065,0,0,0,0,0,0,0,0,0.0267299981527444,0,0,0,0,0,0,0.0254484816958822,0,0,0,0,0,0,0,0,0,0,0,0,0.0747385572866725,-0.0334885309604853,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0573810274118389,0,0,0.236444171081752,0,0,0,0,0,0,0.0349123418092157,0,0,0,0,0.0481018340975308,0,-0.108651896200759,0,0.268768840374247,0,0.0616351986339721,0.156983249045694,0,0,0,0,0.0849417626734077,0,0,-0.0136070519372181,0,0,-0.0272703031557998,0,0,0,0,0,0.058268499530317,0.349317618034366,0,0.0524750844576184,-0.117266300599446,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853156573291705,0,0,0,0,0,0,0,0,0,0.0389420405052303,0,0,0.179313118206758,0,0.410217646770765,0,0,0,0.0488217364573021,0,0,0,0,-0.00122466954822546,0,0,0,0,0.0373054396628138,0,0
X000568.SZ,0,0.387671079252588,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.0329799406274305,0,0,0.0819144690072916,0,0,0,0,0.00716076039328557,0,0,0,0,0,0,0,0,0,0,0.00997607743273801,0.039160670246944,0,0.159510478183064,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0693849473610422,0,0,0,0.00277600104911282,0,0
X600690.SH,0,0,0,0,0,0.0308540722100668,0,0,0,0,0,0,0,0.0829556171423161,0.205980098938224,0.11742481153058,0,0,0,0,0,0,0,0,0.0829338413823369,0,0.0132835251447975,0,0,0,0,0,0,0,0,0,0,0.0442312271699489,0,0,0,0,0,0.0255936574627704,0,0,0,0,0,0,0,0.00959274393148439,0,0,0,0,0.0520779693985463,0,0
X600031.SH,0,0,0.390402814347637,0,0,0,0,0,0,0,0,0,0,0.115482969314979,0,0,0,0,0,0,0,0,0,0.143252554522312,0,0,0,0,0,0,-0.0566254290663618,0.0203531911179996,0,0,0,-0.00845811701682524,-8.67361737988404e-19,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0.00468812767128769,0,0,0,0,-0.0198660628240448,0,0,0,0,0.0954498006950465,0,0
X002475.SZ,0.00958607751693294,0,0,0.0781699518448807,0,0.247047111194004,0,0.271249078947432,0,0,0,0,0,0,0.116396684183663,0,0,0,0,0.176974255175549,0,0,0,0,0,0,0,0.0925976176548595,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0403353386030718,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288117474376758,0,0
X000338.SZ,0,0.151550764217878,0,0,0,0,0,0,0.324574686044863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.257889190916896,0,0,0.150090572050945,0,0,0,0,0,0,-5.42101086242752e-20,0,-0.0312078723642819,0,0,0,0,0.0285130585005941,0,0
X600741.SH,0,0,0.33145981126464,0,0.205089223549932,0,0,0,0,0,0.0026116935533307,0,0.0197410633912689,0,0,0,0,0,0,0.0482442288276346,0,0,0,0,0,0,6.93889390390723e-18,0.173047689137756,0,0,0.0607461460384516,0.139875675997084,0,0,0,0,-6.93889390390723e-18,0.00839259975861162,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105675961601863,0,0,0,0,0.0742457404168057,0,0
X000596.SZ,0,0,0,0,0,0,0.0768830722268435,0,0,0.618022472215263,0,0,0,0,0,0,0.186949574065725,0.145765676121448,-0.0598492347546442,0,0,0,0,0,0,0,0.0913910510399994,0,0,0.0827620086871596,0,0,0,0,0,0,0,0,0.175316939899326,0,-0.0985249453616577,0,0,0,0,0,0,0,0,-0.0797761924042984,0,0,-0.0484566773087107,0,0,0,0,0,0
X600809.SH,0,0.48431697614574,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0903489285896719,0,0.0649617643940646,0,0.0622494760639715,0,0,0,0,0,0,0,-0.0460298777609527,0,0,0.0736508441411374,0,0,0,0,0,0,0,0,0.0416310491699964,0,3.46944695195361e-18,0,0,0,0.0825163667621318,0.069379821343698,0,0,0,0,-0.00677706143353454,-0.0283764118181854,0,0,0,0.0315401331225254,0,0
X000661.SZ,0.0567910909876383,0.0955187441816774,0.112453598408352,0.245816574658735,0,0,0,0,0,0,0,0,0,0,0,0.1309018322727,0,0,0,0,0,0.198033278765228,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0.00741315463050793,0,0,0,0.00850004801667914,0,0
X601877.SH,0,0,0,0.159931681102734,0,0,0,0,0,0,0,0,0,0,0,-0.137803347741473,0,0,0,0,0,0.0877019932852207,0,0,0,0,0.0267574111537914,0,0,0,0,0,0,0,0,0,0,0,0,0.0447801864746683,0,0,0.20850827885147,-0.0998251617407402,0,0,0,0,3.46944695195361e-18,0,0,0,-0.074706361910002,0,0,0,0.02871571043557,0,0
X600703.SH,0,0,0,0,0,0,-0.465212074980474,0,0,0,0,0,0.570391242961297,0,0,0,0,0,0,0,0,0,-0.302112278520323,0,0,0,0.245211129949712,0,0,0,0.0165509309656826,0,0.196308285903596,0,-0.049716185739384,0,0.104065799687778,0,0,0,0,0,0,0,0,0.311582708465615,-0.268784020047162,0,0,-6.93889390390723e-18,0.152039129483902,0.0214693821166204,0,0,0,0,0.121067389894953,0,0
X000100.SZ,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.152241372356196,0,0,0,0,0,0,0,0,0,0,0.115507259813342,0,0.00218152770331108,0,0,0,0,0.00975435329864635,0,0,0,0,0.0398410165644676,0,0,0,0.0810488803084464,0,0.138655749917229,0,0,0,0,0,0,0,0,-0.0526000231523364,0.127402788328261,0,0,0,0,0,0
X002007.SZ,0,0.134165535006857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.263088648406035,0.100248243645151,0,0,0,0,0,0,0,0.260564536320787,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0383088486556861,0,0.0518122371867711,0,0,0,0,0,0,0.108296754479741,0,0,0,0,0,0,0.0475063956169715,0,0
X300003.SZ,0,0.0231316361461882,0,0,0,0,0,0,0,0.109554172196049,0,0,0.117231532367402,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162622145088961,0,0,0,0,0.0264081853024222,0.033536474665397,0,0,0,0.0636937122985247,0,0,0,0.0851460365694068,0,0,0,0,0,0,0,1.73472347597681e-18,0.00448491589750988,0,0.0248973837520599,0.0581064878738339,0,0,0,0.00813075756174219,0,0
X000157.SZ,0,0,0,0,0,0,0,0,-0.214912249662847,0.0566936597681018,0,0.129610550619618,0,0,0,0.0659733616722137,0,0,0,-0.0750684196773354,0,0,0,0,0,0,0,0,0,0,0,0.0141259218705344,0,0,0,0.141064268930112,0,0,0,0.0729747418887955,0,0,0,0.0930474248158476,0,0,0,0,0,0.170801623114342,0,-0.0466997830575336,0,0,0,0,0,0,0
