,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X600031.SH,X000063.SZ,X600690.SH,X000338.SZ,X000568.SZ,X000661.SZ,X600741.SH,X600809.SH,X600703.SH,X000596.SZ,X002241.SZ,X002236.SZ,X000100.SZ,X300003.SZ,X601877.SH,X000157.SZ,X300124.SZ,X000625.SZ,X600183.SH,X002007.SZ,X300014.SZ,X300142.SZ,X000066.SZ,X002371.SZ,X300136.SZ,X002008.SZ,X002456.SZ,X600271.SH,X002179.SZ,X002463.SZ,X000977.SZ,X600584.SH,X600177.SH,X002180.SZ,X000050.SZ,X002129.SZ,X002508.SZ,X600498.SH,X600066.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.033930145900905,0.0885269993795766,0,0,0,0.0391878799098444,0,0,0,0.515889003527469,0,0,0.148210312336744,0,0.167808289196751,0,0,0,-3.46944695195361e-18,0,0,0,0,-0.0564647831494397,0,-0.12392594723062,0.16202942044386,0,0,0,0,0,0,0,0,0,0,0,0,-0.0136071111444834,0,0,0,0,-0.0244136361709086,0,-0.0446227351201355,-0.00693487575934061,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.0548425049333453,0,0,0,0,0,0,0,0.495509332394612,0.0113943358793101,0,0,0,0,0.0386029746154605,0,0,0,0,0,0,0,0.0355339794249489,0,0,0,0.0380625085879613,0.00420457891563995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00321421420800711,0,0,0,0,-0.0121930680404916,0,0
X000651.SZ,0,0,0,0,0,0,0,0.104813557777799,0,0,0,0,0.341726176054924,0,0,0,0,0,-0.114854500053895,0,0,0,0.0466116439212865,0.104653652423607,0,0,0,0,-0.128271321807843,0,0,0,0,0,0.0531417418225058,0,0.070658160779829,0,0,0,0,0,0,0.0393181696211458,0,0.064731141925427,0,0,0,0,0,0.001901090930223,0.00735970365636494,0,0,0,-0.0260979511774226,0,0
X600276.SH,0.0543852806093277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319933872950026,0,0.0271345577351451,0,0.155819795095322,0,0,-0.0243210704144598,0,0,0,0,0.138242154448855,0,0.0678759609982238,-0.00506505374513923,0,0,0,0,0,0,0,0,0,-0.0700846409510197,0,0,0,0,0,0,0,0,0,0,0.0331619838954907,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0167807291041983,-0.172586650031503,0,0,0,0,0.117461019846306,0,0.0535314103815949,0.0464266260964781,0,0,0,0,0,0.545882779425417,0,0,0,0,0.0422513454985577,0,0,0,0,0.0596695103522879,0,0,0,0,-0.0446885363400619,0,0,0,0.0451169423441474,-0.0180726435720593,0,0,0,0,-0.0277742646567974,0,0,0,0,0.0755950000030364,-0.0478839843016072,0,0,0,-0.0684767926926955,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714288703998969,0,0.0628709123806575,0,-0.0196793243522122,-0.0219012745901663,0,0,0,0,0.035681096887162,0,0,0,0.0145516590109624,0,-0.0507661176983285,-0.0585190077155691,0,0,0,0,0,0.058737494403734,0,0,0,0,0,0.0239343257058901,0,0,0,0,0,0.0101235996987894,0.0118094088572225,0,0,0,0,0,0
X002475.SZ,0,0,-0.0243069793143696,0,0,0,0,0,0,0,0,0,0,0.0529063667876903,0,0,0,0,-0.0668461260394631,0,0.350316465083133,0,0,0,0,0,0,-0.12804678181352,0.010504320590995,0,0,0,0.197315481908859,0,0,0.254349534530893,0,0,0,0.0491621750304133,-0.0527872506188915,0,0,0,0,0,-0.00263616521793737,0,0,0,0,0,0.0553846503233269,0,0,0,0.0423937102778708,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.149230516053132,0,0,0,0,0,0,0,-0.00859659601288858,0,0,0,0.0993726696759543,0,0,0,0,0,-0.0906201936303549,0,0,0,0.0980318256788233,0,0,0.12823861832772,0,0.0420287012714022,0,0,0,0,0.148678121518984,0,0,0,0,0,0,0.0428964835183051,0.00417657906909231,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.0854156442323067,0,0,0,0,0.0120969663440397,0,0,0,0,0,0,0.219575050185934,-0.0161421131012216,0,0,0,0,0,0,0,0.0738025166534367,0.0674935490524283,0,0,0,0,0,0,0,0,0,0.0250227499044718,0,0,0,0,0,0,0,0,0,0.00883758373559375,0,-0.0137485596710263,0.0107167207648391,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0.0421345356604741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160397020465718,0,0,0,0,0,0,0,0.0348197186972951,0,0.0436583404455116,0.0311242853766234,0,0,0.0306791202057481,0,0,0.0356350022448235,0.00505865476002289,0.0739522832953358,0,0,0.0735813070796051,0.0641401981486826,0,0,0,0,0,0,0,0,0,0,0.0504288943235009,0,0
X600031.SH,0,0,0,0,0,0,0.123553359967323,0,0,0,0,-0.130052706916477,0,0.0696235523769335,0,0,0,0.100751716620648,0,0.0639789753368153,0.0786937807583415,0.0344107647363507,0,0.0620043655839686,-0.0101886562637989,0.0345203982794966,0,0,0,0,0,0,0,-0.00869991647650833,0,0,0,0,0,0,0,0,0,-0.0622776455769986,0,0,0.0899170790346856,0,0,0,0,-4.33680868994202e-19,0.0637798789579429,0,0,0,0.0756023838819529,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321390751372542,0,0,0,0,0.00932145515647239,0,0.00297543864880001,-0.137588141866135,0,0,0,0,0,0,0,0,0,0.101520619201438,0.0942773527188177,0,-0.00779172120490539,0,0,0,0.115097232170495,0,0,0,0,0.239597830328704,0.206115824205355,0,0,0,0,-0.00939150550278284,0,0,0,0,0,0,0
X600690.SH,0,0,0.301568201459563,0,0,0,0,0.0951897424879374,0,0,0,0,0,0,0,0,0,0,0,0,-0.0934119224271258,0,0,0.160235787665128,0,0,0,0,0.0175842958822034,0.0560974679219547,0,0,0,0,0,0,0,0,0,0.0904390652372377,0,0,0,0,0,-0.0166810615137895,-0.060876906954741,0,0,0,0,0.0087718194891923,0,0,0,0,0.00680719255325569,0,0
X000338.SZ,0,0,0,0,0,0,0.167615791096002,0,0,0.0288276975185163,0.0318902195934391,0,0,0,-0.0167047360065889,-0.0907172022292625,0.0580894634954893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101109982630364,-0.0871439476397826,0.0465307764712797,0,0,0,0,0.0430383569395056,0,0,0,0,0,0,0,0,0,0.037164504377128,0,0.0145959564592552,0,0,0,0,-0.0531449566731792,0,0
X000568.SZ,0.216949101409571,0.384510231734347,-0.0301727858085273,0,0,0,0.0202538701952298,0,0,0,0,0,0,0,0,0,0,0.135921602770601,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00382062580714508,0.0273436204059415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196674416276976,0,0,0,0,0,0
