,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X600703.SH,X000063.SZ,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X600118.SH,X600271.SH,X300124.SZ,X000157.SZ,X600177.SH,X600372.SH,X600522.SH,X002085.SZ,X600089.SH,X002508.SZ,X002007.SZ,X000066.SZ,X300136.SZ,X600699.SH,X000981.SZ,X300003.SZ,X600867.SH,X002294.SZ,X600487.SH,X002074.SZ,X000559.SZ,X002180.SZ,X002008.SZ,X002292.SZ,X600498.SH,X600809.SH,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0.101219642075302,-0.0645812097481409,0.0622696099566815,0,0,0,0,0,0,0,0.00840286350958232,0.0337820112534695,0,0,0,0,0,0,0,0,0,0,0,0,0.0370973071591931,0,0,-1.73472347597681e-18,0,0,0.123690455251524,0,0.0191809765577543,0,0.0235707487060289,0,0,0.133491021227483,0,0,-0.0131320769711372,0.00432007730121274,0,0,0,0,0,0
X600104.SH,0,0,-0.10587502081548,0,0,0,0,0,0,0,0,0,0,0,0.554318052435136,0,0,-0.0903477448240574,0,0.00140175003182266,0,0,0,0,0,0,0,0,-6.93889390390723e-18,-0.0747198748521405,0,0,0.118742919499893,0,-0.155634961425471,0,0,0,0,0,0,0,0,0,0,-0.042765445551204,0,0,0.0302753954773787,0,0,-0.0225256231962488,0.0089620841830053,0,0,0,0,0,0
X002415.SZ,0,0,0,0.198321462356071,0,0,0,0,0,0,0.0870545391053653,0,0,-0.028137963745163,0,0.0432132381775342,0,0.212186334114919,0,0.183434083385657,0,0,0.0323414936500293,0,0,0,0,0,0,0,0,0.0357367088908665,0,-0.0754349254375539,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.227162601051584,0.0558396914099518,0,0,-0.000455133855246023,0.00283034217331026,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,-0.00733676896780549,0,0.037233473451555,0,0,0,0,0,0,0.126143002891918,0,0,0,0,0,0,0,-0.0901488802735268,0,0,0,0.0166718562580527,0,0,0,0,0.435711129903701,0,0,0.0116428122886522,0,0.143758114986315,0,-0.0860125353013398,0,0.00457630806466529,0,0,0,0,0,0
X000858.SZ,0,0,0,0.228006910967907,0,0,0,0,0.0891694342912151,0,0,0,0,0.328390735191176,0,0,0,0,0.104839807019409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00713656376266281,0.0502429782066974,0,0,0,0,0,0.0450136012159583,0,0,0,0,0,0,0,0,0,0.00599448720731856,0,0,0,0,0,0,0
X002304.SZ,0,0.157804977615958,0,0.164113035796736,0,0,0,0,0,0,0,0,0,0.111273330889682,0.112701806332861,0,0,0,0,0,0.0950509406210611,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345912044676565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103734371443707,0,-0.0675612830700754,-0.00773356075108022,0.000730520310529858,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0395947637519479,-0.0581195788168564,0,0.213080887849287,0,0,0,-0.0249250356030362,0,0,-0.0441925352068822,-0.0965838997083795,0,0,0,0.0213492091305427,0,0.118978961633827,-0.0133606702275161,0,0,0,0,0,0,-0.068333171962402,0,0.0475346013918276,0,0.00311879701179643,0,0,0,0,0,0.0929754200580517,0,0,0,0,0,0,0,-0.114601597076343,0.0184610665365658,0.00107960131420428,0,0,0,0,0,0
X000725.SZ,0,0,0,0.245621003188237,0,0,0,0,0,0,0,0,0,0.15724896047745,0,0,-0.556232503364507,0,0,0,0.320586583905464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143213765019674,0,-0.0171183247563668,0,0.152807361409567,-0.0625801426111795,0.0189640672482707,0,0,0,0,0,0
X000625.SZ,0,0.188764134011734,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.265345775964559,0.119352515026709,0,0.153160794827785,0.191328179275458,0,0,0,0,0,0,0,0,0,0.00973096983501861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707954414972157,0,0.0835777951971116,0,0,0.0211579903666339,-0.0144393636458169,0,0,0,0,0,0
X600690.SH,-0.00560484814764138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223867083856341,0,0,0,0.158646291463047,0.0929473406284168,0,0,0.0521116493743847,0.109237099129416,0.0274377982771303,0,0,0,0,0,-0.0668102384134001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514044534535885,0.0156580887818341,-0.00912489584135328,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.259299226730414,0,0,0,0,0,0,0,0,0,0,0.108029810767917,0,-0.0310582535258572,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,-0.0830385864001329,-0.058410817576995,-6.93889390390723e-18,0,0.130702725488717,0,0,0.0271228990716309,0.174819152985585,0,0,0,0,0,0,0.104329153776446,0.236957958373591,0,0.0057492674334533,0,0,0,0,0,0
X000063.SZ,0.148419310618754,0,0,0.182142780872512,0,0,0,0,-0.0179392876331165,0,0,0,-0.0731407833453411,0,0,0,0,0,0,0.108051220422272,0,0,0,0,-0.430818146771666,0.191402399587373,0,0,0,0,0,0,0,0.223255170158713,0.0176330789210823,-0.0199449911511932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0063171830835187,-0.071221774580538,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0299443038234992,0,0,0,0,0,0,0,0,0,0.177412335201336,0,0,0,0,0,0,0,0,0.133118089772185,0,0.178432192793647,0,0,0,0,0.308088958700327,-0.06821182698976,0,0,0,0,0,0,0,-0.0600392284413354,0,-0.00138026773352192,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0797637054164317,0.592103438139689,0,0,-0.0669833730435076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836532676504168,0,0,0,0,0.270187372767729,0,0,0,0,0,-0.0390638097189767,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196063476634073,0,0,-0.0284695491940984,0.00810665111678406,0,0,0,0,0,0
X600741.SH,0,0.49494415543758,0,0.0243251625836423,0.113749574168096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0905956218322532,0,0.125276923883298,0,0,0,0,0,0,-0.0340916618101226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0211584694855109,-0.00401631312991668,-0.0015274352935778,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.0843916740808312,0,0,0,0,0,0,0,0,0.13334174556919,0,0,0.0861745742736618,0,0,0,0,0,0,0.0994455652085413,0,0,0,0,0,0.025271578311981,0,0,-6.93889390390723e-18,0.0164366440559015,0,0,0,0,0,0,0.0396396092710672,0.032228086654457,0,0,0,-0.000102005717725249,-0.00359378023191341,0,0,0,0,0,0
X002475.SZ,0,-0.0688262932371823,0,0,0,0,0,-0.190122450542608,0,0,0,0,0,0,0,0,0,0.0816636471693561,0,0,0,0,0.0849413267404208,0,0,0,0,0,0,0,0,0,0,0.140026028822853,-0.00748032802380006,0.367503193127481,0,0,0.0711287240342457,0,0,0.0970811627872845,0,0,0.0028740015606202,0.00415853399288754,-0.0851508307315193,0,0,0,0,-0.0183322064814257,0.00388598707401835,0,0,0,0,0,0
X002236.SZ,0,0,0.390085347164984,0,0,0,0,-0.0847235994300136,0.223677517023078,0,0.0127762565154792,0.0120776664448752,0,0,0,0.0848577844437604,0,0,0,0,0,0,0,-0.231092652042007,0,0,0,0,0,0,0,0,0.130789971501537,0,-0.00467257062112509,0,0,0,0,0.117540718666741,0,0,0,0,-0.138859223320671,0,0.2816635801684,0,0.0337312022330607,0,0,0.0204699382840581,-0.0112221606103436,0,0,0,0,0,0
X600066.SH,0,0.189140963710813,0,0,0,0.129457837488611,0,0,0.234639425767554,0.0123910124660159,0,0.0315382236492757,0,0,0,0,0,0.13925466558333,0,0,0,0,0.0559542094632755,0,0,0,0,0,-0.0522116464487873,0,0,0,0,0,0,0.0546208159734288,0,0,0,0,0,0.0823160364173442,0,0,-0.0204450468549082,0,0,0,-0.0547251974690989,0,0.0615728071646381,-0.0500401017436746,0.0163798743211782,0,0,0,0,0,0
