,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000568.SZ,X000651.SZ,X600031.SH,X002475.SZ,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X000338.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X000596.SZ,X600703.SH,X000100.SZ,X002241.SZ,X000157.SZ,X600741.SH,X000625.SZ,X002371.SZ,X002007.SZ,X002179.SZ,X002129.SZ,X601877.SH,X300142.SZ,X002049.SZ,X002236.SZ,X600584.SH,X002414.SZ,X000799.SZ,X601799.SH,X600183.SH,X300003.SZ,X000800.SZ,X002074.SZ,X600089.SH,X000066.SZ,X002008.SZ,X600779.SH,X000977.SZ,X002294.SZ,X002508.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.120969484977665,0,0,0,0,0,0,0.233557955729316,0,0,0,0,0,0.00178689567511921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0917808155793858,4.33680868994202e-19,0,0,0,0,0,-0.00700343559725284,0,-0.0149804272390135,0,0,0,0,0.0310831449632503,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.00335505129134735,0,0
X000858.SZ,0,0,0,0,0.348466676660052,0,0,0,0.116089356831028,0.0449882006436443,0,-0.0195503214800181,0,0.0109920009312576,0,0,0,0,0,0.0224539641340351,0,0,0,0,0,0.0154653488703705,0,0.0765864228366586,0,0,0,0,0,0,0,0.024858819310637,0.116760852345552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00520813359935392,-0.0253446474790633,0,0,0,0.00243945036123642,0,0
X600276.SH,0,0,0,0.200011354220184,0,0,0,0.0355226018122863,-0.0639939244803152,0,0,0,0,0,0.0637986789906704,0,0.00934677403263855,0,0,0,0,0,0,0,0,0,0,0,0.0406857171205252,0,0,0,0.0831841579376683,0,0,0,-0.00461749107767134,0,0,0,0,0,0,0,0,0,0,0.107758705744221,0,0,0,-0.00887727224088421,0,0,0,0,-0.0298905718338247,0,0
X002415.SZ,0,0,0,0,0,0,0,0.00778364924931482,0,0,0.0706559480193958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191883138889814,0,0,0.0454701409375829,0.498319351046975,0,0.018697202779301,0,0,0,0,-0.0633989746240067,0.044363307535525,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.00101458149518016,0,0,0,-0.021865426552332,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0.287423702450012,0.108127521543467,0,0,0,0,0,0,0,0,0,0,0,-0.150106617625527,-0.0301345697915173,0,0,0,0,0,0,0,0,0,0,0,0,-0.0547090710492936,0.173009024987336,0,0,0,0,0.0102877799599651,0,-0.0318216426271106,0,0.158656387341646,0,0,0,0,0,0.00076059572634727,0,0,0,0,-0.0129541455899101,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.138528334085601,0.0365751341299039,0,-0.108050745385561,0,0,0,0,0,0,0,0,-0.0769482236162038,0.21832987485831,0,0,0,0,0,0.101088686524874,0,0.038806828072785,0,0,0.0384688429162277,0.042397821800676,0,0,0,0,0,0.0750182630846521,0,0,0,0,0,-0.0771261872317078,0,0,0,0.0012200327430269,0,0,0,0,0,0,0
X600031.SH,0,0.003856185774201,0,0,0,0,0,0.0111855993708189,0.0198045429542793,0.111886210561809,0.149718448835485,0,0,0,0,0,0,0,0,0,0,0.029636038931834,0,0.201415356932576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985639587706531,0,0,0,0.00511305459587608,0,0,0,0,0,-0.0205191580623438,0,0,0,0,0,0,0
X002475.SZ,-0.132350974458661,0,0,0,0,0,0.158846935264812,0,0,0,0,0.0307629824051921,0,0,0,0,0,0,0,0,0.0986890377523428,0,0.437657176423597,0,0,-0.0221423893011904,0,0,0,0,0,0,0,0,0,0,0,0,0.228047601245525,0,0.0610481718587651,0,-0.154448162059118,0,0,0,0,0,0,0,0,-0.0227522044700459,0,0,0,0,0,0,0
X600809.SH,0,0.281101132391412,0,0,0.132488208075408,0,0,0.135424540988022,0,0,0.261133074754901,0,0,0,0,0,0,0,0,0,0.0845545024165111,0,0,0,0,-0.0230917785101574,-0.154126774419424,0,0,0,0,0,0,0,-0.182738954694988,-0.0106244310880622,0.042320801828156,0,0,0,0,0,0,0,0,0,0,0.023468790089504,0.124685849096328,0,0,0,-0.0131189546830583,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.234668570313067,0,0,0,0.321358649731613,0,0,0,0,0,0,-0.0687210983936798,0,0,0,0.0394404231040753,0,0,0,-0.0485946721790603,0,-0.0513785904229749,0,0,0,0,0,0,0,0,0,0,0.0796197141694576,0.207391884786861,0,0.22600786818251,-0.0143750733103159,0,0,0.0107115480084546,0,0,0,0,0,0,0,-0.0371332895106064,0,0,0,0,0.0127982772048638,0,0
