,X600519.SH,X600104.SH,X000858.SZ,X000651.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X000338.SZ,X600031.SH,X000568.SZ,X002475.SZ,X600741.SH,X600703.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X600487.SH,X002008.SZ,X002236.SZ,X000596.SZ,X000100.SZ,X002007.SZ,X600809.SH,X002179.SZ,X600867.SH,X000625.SZ,X000661.SZ,X002456.SZ,X300142.SZ,X600566.SH,X600066.SH,X300146.SZ,X600498.SH,X000977.SZ,X002294.SZ,X000157.SZ,X600177.SH,X002506.SZ,X600089.SH,X002180.SZ,X002241.SZ,X600372.SH,X000981.SZ,X600522.SH,X600699.SH,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.394400697827147,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173112707209685,0,0,0.0139329426889072,0,0,0.00659359448759264,0,0,0,0.0959956849608013,0,0,0,0,0,0,0,0,0,0.0371639866471127,0,0,0,0,0,0,0.00382524323168998,0,0,0,0,0,0,0,-0.00403493082329455,0.00496673854268623,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.201864336927848,0,0,0.154735460967472,0,0.0597025908522057,0,0,0,0.486269141991658,0,0,0,0,0,0,0,0.113426253030776,0,0,0,0.12140651146357,0,0.0034054667180411,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176345642938469,0,0,-0.145264623075454,0.0118797547204855,-0.00146293134386083,0,0,0,0,0,0
X000858.SZ,0,0.111474905760781,0,0,0,0,0.0800402261893502,0,0,0,0,0,0.280927744125843,0,0.0631042910711803,0,0,0.0339093715427575,0,0,0,-4.33680868994202e-19,0.0431419717462636,0.181333091495563,0,0,0.0698149656772673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00474341064047504,0,0,0,0,0,-0.00192062491671363,0.000738907516367894,0,0,0,0,0,0
X000651.SZ,0.252269610534198,0,0,0,0,0,0,0,0,0,0,0,0.202225223505031,0,0,0,0,0,0,0.0945684153718914,0,0.151534786818372,-0.00715012473344248,0.0629285805824522,0,0,0.0100731454796346,0,0.0414903453533779,0,-0.0552831025868586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0127270590878638,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.070157806437644,0,0,0.0493539063251956,-0.363786246668653,0,0,0,0,0,0.061350668778054,0,0,0,0,0.108720288099795,0.496198967768758,0.14126562027866,0,0,0,0,0,0,0,0,0,0,0,0,0.134306568755291,0.057643654813812,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221739826901622,0.00117087388189412,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.064700948136803,0,0,0,0,0,0.00174743693654469,0.0527277903541572,0,0,0.287444847582078,0,0,0,0,0,0.130839642124311,0,0,0.136495016849539,0,0,0,0,0.117918848230124,0,0,0,0,0.20217842033363,0,0,0.0352372497396903,0,0,0,0,0,0,0,0,0,0.0740712940972176,0,0,0.0208725437039662,0.033414723068986,0,0,0,0,0,0
X002304.SZ,0,0,0.24681687840161,0,0,0.0800286824523665,0,0,0,0.211739257282628,0,0,0.656867635932427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.166731203408456,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0118502919071097,0,0.0154254364703461,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0296586429092574,0,0,0,0,0.0917538722591223,0,0,0,0.0447208435082586,0,0,-0.0135600490155773,0.353661276956558,0,0,0,0,0,0.0537716382945446,0,0,0,0,0,0.151205059874894,0,0,0,0,0.0924965080389616,0,0.0610961014197414,0,0.17145137407484,0,0.254138898825234,0,0,0,0,0.0247001223694344,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.136258876652022,0,0,0.238331768288155,0,0,0,0,0,0,0.0194259903602409,0,0,0,0,0,0,0,0.0754410655280678,0,0,0,0,0,0.0882251056882838,0,0,0,0,0,0,-0.00583553688186503,0,-0.00938982555072433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0073774728655109,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0188610043304563,0,0,0,0,0,0,0.25048299421456,0,0.0798434979228692,0,0,0,0,0.357341979224755,3.46944695195361e-18,-3.46944695195361e-18,0,0,0,0.12926504008702,0.085711027804398,0,0,0,0.129690159565729,0,0,0,0,0,0.000788216200641127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0291545740554538,0,0,0,0,0,0
