,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X000661.SZ,X000063.SZ,X000725.SZ,X600809.SH,X003816.SZ,X600690.SH,X002241.SZ,X000596.SZ,X000338.SZ,X600703.SH,X002007.SZ,X300124.SZ,X300142.SZ,X002371.SZ,X300014.SZ,X000100.SZ,X600741.SH,X002049.SZ,X601877.SH,X002236.SZ,X000157.SZ,X300003.SZ,X600584.SH,X000800.SZ,X002129.SZ,X002414.SZ,X300136.SZ,X000625.SZ,X600183.SH,X002179.SZ,X000066.SZ,X002456.SZ,X000977.SZ,X601799.SH,X600118.SH,X002185.SZ,X002008.SZ,X000050.SZ,X002508.SZ,X002294.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.374747414728952,0.169897060388028,0.0191962171504551,0,0,0,0.0961529220326513,0,0,0,0,0,0,0,-0.00940696133655166,0,0,0,0,0,0,0,0,0,0.0394868161798758,0,0.0261751984629637,0,0,0,0,0.0440040525088967,0,0,0,0,0.0445298265433068,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00642449625623505,-0.00125657615285942,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.163595590010084,0.175150499756793,0,0,0,0,0.300597138806627,0,0,0,0.119914503674698,0,0,0,-0.0449343414876259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102671755198935,0.03036934175567,0,0,0,0.0603537544141254,0,0,0,0.0123541474067988,0,0,0,0,0,-0.00192373753078798,0.000919692622417917,0,0,0,0,0,0
X600276.SH,0.0141695306718496,0,0,0,0,0,0,0.0662166231263158,0.0493927035047408,0,0.239815267137552,0,0,0,0,0,0,0,0,0,0,-0.0131106689785891,0,0,0,0,0,0.0434732154165977,0,0,0,0,0.0264797648697972,-0.0734030616830537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130624675336647,0,0,0.00238161644707476,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260136942162514,0,0,0,0.0580827580796944,0,0,0,0,0,0,0.027017609090602,0,0,0,0,0.12942630272794,0,0,0,0.0679766957050008,0,0,0,0.0020660492328478,0.0349614847450628,0,0,0.0473742202235678,0,0,0,0,0.0820061446002759,0,0.00265685715625828,-0.0267050322633539,0,0,0,0,0,0
X002415.SZ,0,0,0,0.076128951231882,0,0,0,0,0.0980118151953065,0,0,0,0,0,0,0.11463194740933,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788282005888322,0,0,-0.0859241449448179,0,0,0,0.0679819593379427,0,0.0668179879688377,0,0.108768799439337,0,0.0590184682618842,0,0,0,0,0,0,0,0,0.0132534386123401,-0.00229958489099882,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.119804069137797,0,0,0,0.0097180092359683,0,0,0,-1.73472347597681e-18,0,0,0.14971942790514,0,0,0,0,0,0,0.0465298036071854,0,0.0612578109825721,0,0,0,0,0,0.0370267252540253,0,0,0,0,0,0,0,0.0469573445014568,0,0,0,0,0.000826781277378622,0,0,0,0,-0.0288833039935372,-0.014594376349543,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00664397094931918,0.0053170886884916,0,0,0,0,0.150867038975358,0,0,0.0666424717121402,0,-0.0130057865802031,0,0.0826312644470225,0,0.140732928919944,0,0,-0.0620413769894656,-0.0541422439684835,0.00940542682877828,0,0,0,0,0,0
X000568.SZ,0,0.478727009007311,0,0,0,0,0,0,0.105664841504134,0,0,0,0.0402668569174958,0.125712608282545,0,0,0,0,0,0,0,0,0.0319476386931865,0.0418555279327922,0,0,0,0,0,0,0,0,0.0762388219573116,0,-0.0491487062290925,0,0,0.0177622679306326,0,0,0,0,0,0,0,0,-0.0141469686018812,0,0,0,0.0453768461867135,0.0134231389867133,0.00277602945747022,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.337219868120929,0,0,0,0,0,0.27527698290997,0,0.0678558063409232,0,0.0542627658739415,0,0,0,0,0.0197546081103279,0.0500407397687797,0,0,0,0,-0.0170747937972783,0,0,0,0,-0.00554244533426795,0.0167508601374967,0,0,0,0,0.120691512281747,0,0,0,0,-0.0510800145667266,0,0,0,0,0,0,0.0218613538461329,0,0,0,0,0.0209568760214184,0,0
X600031.SH,0,0,0,0,0,0,0,0.0898107828656877,0,0,-0.0771598262616904,0,0,0,0,0,0,0.00597233531221165,0.36665181071692,3.46944695195361e-18,0,0,0,0,0,0,0,0.106376007762691,0,0,0.350821970351315,0,-0.004870256899368,0,0,0,0.070185956216744,0.0054879588778309,0,0,-0.0537390256668838,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,-0.0446888677355724,-0.0116744301056063,0,0,0,0,0,0
X000661.SZ,0,0,0,0.236013861998655,0,0,0,0,-0.0403159780782218,0,0,0,-0.160745403291266,0,0,0.0897037620434724,0.0588071489756302,0,-0.0324404422139642,0,0.165927114376988,0,0,0.10656108413224,0,0,0,0,0,0,0,0,0,0,0,-0.0395101662715989,0,0,0,0,0,0,0,-0.0527962864644838,0,0,0,0,0,0.0719669359769108,0,0.00786156663288215,-0.0371084587560221,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,-0.218247771045379,0,0,0,0,0.0435773946296697,0,-0.0879488143037461,0,0.42515590429792,0,0,0,0,0,0,0,0,0,0.0976675442090915,0,0,0,0,0,0,0,0,0,0,0.276296980350821,0.0335328027377998,0,0,0,0.00758326430194593,0.205401783186557,0,0,0,0,0,-0.0368956055916615,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205876636595988,0.175431923706466,0.31844659022438,0,0,0,0,0,0,0.0748810172997942,0,0,0,0,0,0.172828603387114,0,0,0.0243232180891866,0,0,0,0,0,0,0.0525884392277253,0,0,0.0164468721422164,0,0,0,0,0,0,0
X600809.SH,0,0.571533499210405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226902300309135,0,0,0.0626906795327646,0,0,0,0.140723013029109,0,0,0,0,0,0,0,-0.0927265957265541,-0.0464808780156196,0.0844028587469078,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00657003927197692,0,0,-0.023977667346659,-0.00331842135724243,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0258519848355944,0,0,0,0,0.0093340420761114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331620289650603,0.000300511463074373,0,0,0,0,0,0.124492180514511,0,0,0,0.0676344809019964,0,0.00840257651720142,0,0,0,0,-0.00517243266555754,-0.00200629439267099,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.194540040487152,0,0,0,0,0.0836025727485042,0,0,0,0,0,0,0.00586013750991073,0,0,0,0,0,0.0383012189528276,0,0,0,0,0,0,0,0,0.0576785470644506,0,0,0,0,0,0.0426637392852202,0,0,0,0,0,0,0,0.0763616095547179,0.0676535040178635,0,-0.0178049731189305,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0.434433460367447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100475228399916,0.0458895273786621,0,0,0,0.0746106031792301,0,0,0,0.0446615702195738,0.0576363476413239,0,-3.46944695195361e-18,0,-1.73472347597681e-18,0,0,0,0.0259472866209387,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,-0.0223575845758609,-0.00208026235156105,0,0,0,0,0,0
X000596.SZ,0,0.0986272550224426,0,0,0,0,0,0,0.0363367037545721,0,0,0,0,0.498221102667327,0,0,-0.0115266931739756,0,0,0,0,0.116121505105404,0.0677478968093533,0,0,0,0,0,0,0,0,0,0,-0.0980077247117345,0,0,0,0,0,0,-0.0552731265177669,0,0,0,0.0573880298687676,0,0,0,0,0.118582762325504,0,0.00776243883488898,-0.0202144474076915,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0171268914187901,0,0.0218275412206139,0,0,0.0333251736448266,0,0,0,0,0.0321071819815313,0,0,0,0,0,0,0,0.0755591245109088,0,0,0,0.00989381726333444,0.023573485535148,0,0,0,0,0,0,0,0,0,0.0324161903634065,0.011485740086684,0,0,0,0,0.0247644863393033,0,0,0,0,0,-0.00501173304453833,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.00687890431810179,0.0387472079350859,0,0,0,0.0408969796909618,0,0,0,0.0747129200600175,0,0,0,0,0,0,0,0,0,0,0,0,0.12514258959429,0,0,0.25014290130347,0,0,0,0,0,0.0324128764885647,0,0,0.088065512013533,0,0,0,0,0,0,0.0285502048606781,0,0,0.0430036144020789,0.00787960784397895,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0.36401962660704,0,0,0.0114734481634606,0,0,0,0,0,-0.0162143987956329,0,0.0611273885607096,0.262860005615562,0,0,0,0,0,0.109367108073933,0,0,0,0,0,0,0.0607086550893979,0,0,0,0,0,0,0,0,0.192299852689837,0,0,0,0,0.0831597130583022,0,0,-0.0253096726589352,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0.0827973176554475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919530247045858,0,0,0.0664599282790361,0,0,0,0,0,0,0.151854059903447,0,0,0,0,0.0747929368445712,0,0,0,0.223329233190302,0,0,0.0153913116033716,0,0.290307303753078,0,0,-0.0178664766011277,0.0136171241472248,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571496537172283,0,0,0,0,-0.201425713661188,0,0,0,0,0,0,0,0.240663317332671,0,0.178162663801754,0,0,0,0,0,0,0,0,-0.153259663107969,0,0,0,0.161213184131231,0,0,0.108315240633378,-0.0380892597123505,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103941251776759,0,0,0.229110798717894,0.0950043078328832,0,0,0,0.195613771357107,0,0,0.0864140075005515,0,0,0,0,0.144267043104911,0,0.0213711427805019,0,0,0,0,0,0,0,0,0,0.0964066190434276,0,-0.00653076961141127,0,0,0,0,0.000816798109495517,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0.0432132537458334,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0334027525055806,0,0.0147969308731864,0.0303751781157843,0,0,0,0.022185710222791,0,0.135874471334957,0,0,0,0,0.314183025344263,0,0.141073500533641,0,0.244118387925884,0,0,-0.133244158266688,0,0,0,-0.124140303461997,0.208650791085761,0,0,0,0,0,-0.0186872506031287,0,0,0,0,0,0
