,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600703.SH,X600066.SH,X600741.SH,X002292.SZ,X600031.SH,X002475.SZ,X600118.SH,X002236.SZ,X002506.SZ,X002241.SZ,X000157.SZ,X000559.SZ,X002049.SZ,X600372.SH,X000568.SZ,X000338.SZ,X002085.SZ,X300003.SZ,X600177.SH,X002294.SZ,X600089.SH,X002074.SZ,X300124.SZ,X600867.SH,X600582.SH,X002180.SZ,X002465.SZ,X002007.SZ,X000066.SZ,X600498.SH,X601877.SH,X002456.SZ,X000869.SZ,X002508.SZ,X000550.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.248021270252321,0,0.210699762452598,0,0,0,0,0,0,0,0,0,0,-0.0340539446970228,0,0,-0.0298946809824036,-0.00239543393906079,0,0,0,0,0,0,0,0,-0.00968647634190052,0,0,0,0,0,0,0,0,0,-0.0667524165675318,0,0,0.0457855670235147,0,0,0.239990665313928,0,0,0,0,-0.0129704890467643,-0.0135120943961074,0.0644758087643881,0,0,0,0,0
X600104.SH,0.0836580747815443,0,0.0520554484726696,0.00630635102088877,0,0,0,0,0,0,0,0.0656071059489243,0,0,0.432867984208711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066738513697985,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0606301443016101,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0
X002415.SZ,0,0.177127757094705,0,0,0,0,0,0.0589063509803013,0,0,0,0.342439356907045,0,0,0,0,0,0,0,-0.0233909206625557,0,0,0,0,0,0,0,0,0.104428671469164,0,0,0,0,0,0,0.0846348019748316,0,0,0,0,0,0,0,0.149812081143153,0.0436664435521307,0,0,0,0,0.0259019531845845,0,0,-0.0744564681983604,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.386579550267464,0,0,0,0.0540407863577761,0,0,0,0,0,0,0,0,0.0576780248694393,0,0,0,0,0,0,0.0589842737800425,0,0,0,0,0,0,0.1068269086963,0.0486934880108591,0.0687642054811,-0.0644436312708527,0,0,0,0,0,0,0,0,0.0515622952459111,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0.107526311448491,0,0,0,0,0,0,0.0341620836076381,0,0,0,0,0,0,0,0,0,0,0,0.0736604988292108,0,0,0,0,0,0.0305948786118439,0.123881706620592,0,0.113224061288239,0,0,0,0,0,0,0.137987459263759,0,0,0,0.0262622536131803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0571835772417556,0,0,0.0190825703713791,0.00951710420921251,0,0,0,0.10058788821656,0,0,0,0,0,0,0.0215211058841562,0,0,0,0,0,0,0,0.0356368216500783,0,0,0.387005597972304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167904180363356,0.00595215135360234,0,0.0743542982837809,0,0,0,0,0.0188448655913195,-0.0326306526844395,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0205913487453261,0.0828663001205941,0,0.0151680559902543,0,0,-1.73472347597681e-18,0,0,0,0,0.0795166224227766,0,0,0,0,0,0,0.024124086265732,0,0,0.0161051150473992,0,0,0.0998511417510552,0,0,0,0.109762776470756,0.0191875514854336,0.0105788201728487,0,0,0,0,0,0,0.00147952740790534,0.0176325544169353,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.198595826278458,0,0,0,0,0,0,0,0.041240736091304,0,0,0.127539572302293,0.0119412043123338,0,0,0,0,0.0682812886617802,0,0.145398809230877,0,0.171354124856393,0.0835124631219017,0,0,0,0,0,0,0,0.071775478569569,0,0.0163639786518007,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.09103420299477,0,0,0,0,0,0,0,0.119300828139959,0,0,0,0.036957279101627,0,0,0,0,0.116091208106924,0,0,0,0,0,0,0,0.0621113609575532,0,0.0740939693976246,0,0,0,0,0,0.00120672343988164,0,0,0.195817659702205,0,0,0.036939746401451,0.0187384560323249,0,0,0.10309480573495,0,0,0,-0.0266415590891842,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.00306146929861381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.271272363999402,0,0,0,0,0.0219647540143098,0,0.140027872078929,0,0,0.122052835695614,0.0691726219756118,0.0534230298028101,0,0.0140544190002338,0,0.142928413654602,0,0,0,0,0,0,0,0,0,0.00315274724260937,0,0,0,0,0,0,0
