,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X002371.SZ,X000725.SZ,X300014.SZ,X002129.SZ,X600031.SH,X300124.SZ,X003816.SZ,X002049.SZ,X002241.SZ,X600703.SH,X000338.SZ,X000063.SZ,X002179.SZ,X601877.SH,X000596.SZ,X000625.SZ,X600460.SH,X300142.SZ,X600089.SH,X000661.SZ,X000100.SZ,X600522.SH,X600741.SH,X600884.SH,X002074.SZ,X600702.SH,X000157.SZ,X002180.SZ,X000799.SZ,X000733.SZ,X002236.SZ,X600563.SH,X600584.SH,X601799.SH,X002008.SZ,X600779.SH,X002414.SZ,X000977.SZ,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.399649727426873,0,0,0,0,0,0,0.0560607398671925,0,0,0,0,0,0,0,0,0,0,0,0,0.000806748588855232,0,0,0,0.169193031139135,0,0,0,0,-0.0186191240963714,0,0,0,0,0,0,0,0,0,0,0.0128588682724877,0,0,0,0,0.0647646062132844,0,0,0,0,-0.0131658220052479,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.185568270565097,0,0,0.125519122669701,0.12026845430374,0,0,0,0,0,0,0.00630737129620717,0,0,0,0,0,0,0,0,0,0.0291296408320865,0,0,0,0,0,0,0,0,0,0.00821914924782861,0.104288097091731,0,0,0,0,0,0,0,0.111707470934356,0,0,0,0.0828028038659795,0,0,0,0.0230733543586017,0,0,0,0.0349628992605176,0,0
X002415.SZ,0,0,0,0,0,0.136970764796469,0,0.151362030830566,0,0,0,0,0,0,0,0,0.0678922385927401,0,0,0,0,0,0,0,0,0,0,0,-0.0492000636815253,-0.0997396636814906,0.0324896546427243,0,0,0,0,0,0.00648949348605975,0,0.0814821527533893,0,0,0,0,0,0,0,0,0,0.180043884439687,0,0,0,0.0160836833609132,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.405064129249119,0,0,0.217234192009841,0,0,0,0,0,-0.108209643040777,0,0,0,0,0.0886049662684076,0,0,-0.217834830966963,0.00956515865803687,-0.00171373303791116,0,0,0,0,-0.157163082747475,0,0,0,0,0,0,-0.0107433976626957,0.114970496457129,0,0,0.0838555052180479,0,0,0,0,0,0,0,0,0.0049093260126161,0,0.081336419846314,0.0191936894911123,0,0,0,0,1.73472347597681e-18,0,0
X000568.SZ,0.368584093941668,0.114487855288266,0,0,0,0,0,0,0,0,0,0.043027794287138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220322385656236,0,0,0,0,0,0,0,0,0,0,0,0,0.0714396195850698,0,0,0,0,0,0,0.0308402150972263,0,0,0,0,0,0.07309032777317,0.0107647097186119,0,0,0,0.0993659957729415,0,0
X002475.SZ,0,0,0.031841342885607,-0.0396740951055728,0,0,0,0,0,0,0,0.334594384227153,0,0.122702015422552,0,0,0,0,0,0.31394231247054,0,0,-0.00139969645744855,0,0,0,0,0,0,-0.0238803527202076,0,0,0,0,0,0,0,-0.041903362136345,0,0,0,0,0,0,0,0,0,0,0,-0.0756996018874803,0,-0.01814128986081,0,0,0,0,0.0399560869007069,0,0
X600276.SH,0.0799281862932052,0,0.0212254656218137,0,0,0,0,0,0.261332955593824,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20618296277489,0,0,0,0,-0.0371144356887512,0.0223295234286168,-0.00330915435186928,0.000621744644246624,0,0,0,0,0,0,0,0.0179107060161498,0.116273111445344,0,0,0,0,0,0,0,0,0,-0.0324022167623088,0,0,-0.0409934462442937,0,0,0,-0.0557585424716939,0,0
X002304.SZ,0.258965673296186,0,0,0.102573886024024,0,0,0,0,0,0,0,0,0,0,0,0,0.266871103207513,0,0,0,0,0.0214392468255225,0,0,0,0.107873335467948,0,0,0,0,0,0,0,0.0520819410095223,0,0,0.0159564380841244,0,0,0,0,0,0,0,0.023224017194657,0,0.149021145330862,0,0,0,0,-0.0672977406735905,0.0747150736003699,0,0,0,0.0239433582816073,0,0
X600690.SH,0.10135125947277,0.111851475790257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229620869709552,0.0894945680780539,0,0,0,0,0,0,0,0,0,0.0910978257209452,0,0,0,0.105190343950649,0,0,0,0,0,0,0,0,0,0,0,0,0.00915804960041221,0,0,0.00147076380931493,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0632966220396434,0,0,0,0,0,0,0,0,0,0.0536516204909868,0,0,0,0.10662928828372,0,0.00436337625979563,0,0,0.100666092996788,0,0,0,0,0.243557129944089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00184833768344106,0,0,0,0,0,0
