,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600741.SH,X600066.SH,X002241.SZ,X600118.SH,X000568.SZ,X002236.SZ,X000100.SZ,X002292.SZ,X600031.SH,X600372.SH,X002475.SZ,X002074.SZ,X000559.SZ,X600177.SH,X002506.SZ,X000157.SZ,X000338.SZ,X300003.SZ,X300124.SZ,X002085.SZ,X002007.SZ,X002456.SZ,X002180.SZ,X002426.SZ,X002294.SZ,X000050.SZ,X600867.SH,X002249.SZ,X600089.SH,X000869.SZ,X002049.SZ,X002465.SZ,X002508.SZ,X600699.SH,X002179.SZ,X600498.SH,X601877.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.181311322830916,0.0183356521282591,0,0,0,0,0.103287405034984,0,0,0,0,0,0,0,0,0,0,0,0,0.0266876671195949,0.044717927505119,0,0,0,0,0,0,0.111948050232576,0.0784708949197076,0.164091958773603,0,0.0223201132046022,-0.10066582862531,0,0,-0.0849668718283874,0,0,0,-0.0810043257093828,0,0,0,0,0,0,0,-0.0899832763183859,0.0704057245924855,0,0,0,0,0,0
X600104.SH,0,0,0,0.00929599778664733,0,0,0,0.0720965716138985,0,0,0,0.0393584940556275,0.112610026949336,0,0,0,0,0,0,0,0,0,0,-0.00990726648407814,0,0,-0.00240021361124958,0,0,0,0,0,0.0246404621251329,0,0.0285220560532706,0,0,0,0,0,0,0,0,0,0,-0.0187026118167248,0,0,0,0,0,0.0469003124356456,0,0,0,0,0,0
X002415.SZ,0.0074084838220572,0,0,0,0.0488054148455598,0,0,0,0,0,0,0,0,0,0,0.0739047321320603,0,0.0853243394981452,0,0.00450618222123315,0,0,0,0.0742073335102928,0,0,0,0,0,0,0.0340041232624116,0,0.0810655427363283,0.0656617796260309,0,0,0,0,0,0.100865704867904,0,0,0,0,0,0,0,0,0,0,0,0.0347114368137589,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.26770092825297,0,0,0,0,0.14096258795935,0.00248502188134622,0,0,0,0,0,0.0370365489180442,0,0,0,0,0.0293406869399586,0,0,0,0,0.0519699896323589,0,0,0,0,0,0.0120526514004536,0,-0.0141936691852222,0.0737774128342154,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.0788614797681535,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.560627886185574,0,0,0,0,0,0,0,-0.127394928812823,0.0705896744881207,0.11426201013649,-6.93889390390723e-18,0,0.170447043004711,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101632474456762,0,0.215393059498407,0,-0.0604769174553048,0,0,0,0,0,0,0,0,0,-0.103608325158939,0,0,0,0,0,0.0452453982968787,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.0579236297129762,0,0.032823760045478,0,0.0699569307774829,0,0,0,0,0,0,0,0.144121743933193,0,0.0849756809977186,0,0,0,0,0,0,-0.0566908978550762,-0.114370319926216,0,0.0221564402324322,-0.053806495733829,-4.33680868994202e-19,0,-0.011383522688774,0,0,0,0,0.0214661126067295,0,0,0,0,0,0,0,-0.00455737996987302,-0.0136762092816098,0.0851069585375734,0,0,0,0,0
X000725.SZ,-0.0034746694762362,0,0,0,0,0,0,0,0,0,0.0821232753303821,0,0,0,0,0,0,0,0.110895606266495,0.0674552211029197,0,0,0,0,0.178645185157466,0,0,0,0,0,0,0,0.0486710972068661,0.0838837575697012,0,0,0,0,0,0,0,0,0,0.0887363609208451,0.0244397657920797,0.000163174733940544,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.125302760704908,0,0,0,0,0.0278007077553061,0,0,0,0,0,0.36546647154079,0,0,0,0,0,0,0,0.0624828642220667,0,-0.306476272364008,0,0.0870113535542483,0,0,0,-0.207163765913726,0,0,0,0,0.205012604096022,0,0,0,0.164851387171364,0,0,0,0.0411351601318582,0,0,0,0,0.0985870700679334,0,-8.67361737988404e-19,0.0344324907227316,0,0,0,0.334149812863757,0,0
X000063.SZ,0,0,0,0,0.27478244737444,0,0,0.156092777253866,0,0,0,0,-0.0844498535836054,0,0,0,0,0,0,0.0766922054054047,0.247689433751079,0,0.227003518158284,0,0,0.154214364071278,0,0,0,0,0,0,0,0,0.0349288222229941,0.0111606856281071,0,0,0,0,0,0,0.0346314147666679,0,0,0.0257658767741199,0,0,0,0,-0.0547582640253352,-0.0512904978403712,0,0,0,0.0642615977885084,0,0
X600690.SH,0,0,0,0.177518037373178,0,0,0,0,0,0,0,0,0,0,0,0,-0.0551633571846107,0.118223196483807,0,0,0,0,0,0,0.040745852621135,0,-0.0175150390669718,0,0,0,0,0,0.0346869418537479,0,0.00352695281629013,0,0,0.0397889250405065,0,0,0,0.114638313970168,0,0,0.0172380045724776,0.00254232597155548,0.126949648607973,0,0,0,0,0.00696218523763421,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318161665398283,0,0,0,0.0250312187714083,0,0,0,0,-0.0143903347471549,0,0,-0.124564137587489,0,0,0.0729269814615715,0.102829969281916,0,0.0525506075754957,0,0,0,0,0,0,0.13730704620644,0.0824721347663547,-1.73472347597681e-18,-0.113948441723985,0,0,0,0,-0.0538179531993027,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323868285705543,0.104375667355901,0,0,0,0,0,0,0,0,0,0,0.0545007369218013,0.0724728069515481,0,0.0798472469377882,0,0.00726447079003895,0,0,0,0,0.0978093431243675,0,0,0,0,0.363910755880882,0,0,-0.0522419520066923,0,0,0,0,0,0,0
X600741.SH,0,0.114791479322512,0,0,0.0320740057180328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.416775586232201,0,0,0,0,0,0.0560763685056064,0,0,0.140176183570141,0,0,0,0.0750064056093963,0.0245307853840584,0,0,0,0,0,0.0402714444189294,0,0.00567795555376936,0,0,0,0,-0.0967018140521015,0,0
X600066.SH,0,0,0,0,0,0.0997031889755579,0,0,0,0,-0.23341871175328,0,0,0,0,0.0797502126809213,0,0.0862006993289846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129581049602448,-0.104476123621857,0,0.038349733887255,0,-0.19008982882041,0,0,0.251201898405119,0,0,-0.0164058629449008,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0.144727093754306,0.138560482534105,0.14001573412116,0,0,0,0.0622076502786791,0.122495642512155,0,0.0576834189184539,0,0,0,0,0,0,0,0,0,0,0.143637253874011,0,0,0,0.0498497233828348,0.20125053949937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534056006662215,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0.0501309756125465,0,0,0.0860015649092182,0,0,0,0,0.138124272519946,0,0.134895146287001,0,0,0,0,0.079381565323506,0,0,0,0.199480563616552,0,0,0,0,0.0284069677013807,0,0,0,0,0,0,0.0465245717934522,0,0,0,0,0,0,0,0.00663371473178333,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.151650948085021,0,0,0,0,0,0,-0.00621153772250351,0,0,0.0594637163752582,0,0,0,-0.0757139956326633,0,0,0,0,0,0,0,0.0330537137735557,0,0,0,0,0,0,0.0662791778098284,0,0,0,0,0,0,0,0,0.167847872339927,-0.125092203076208,-0.00708306888052712,-0.037869246714112,0.230607423466586,0,0.0151731221304066,0,0,0,0,0,0,0.230943573705744,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0.122604858515006,0,0,0.130369549342487,0,0,0,0,0,0,0,0,0,0,0,0.127023829516507,0,0,-0.0513817862271675,0,0,0,0,0,0,0.0655780842247153,0.0571425710425506,-3.46944695195361e-18,0,0.0322421920564264,0,0.17604768183765,0,0,0.0552045014436458,0,0.0145753443639988,0,0,0,0,0,-0.0850112433345157,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.20724303366647,0,0,0,0,0,0,0,0.0363807722304342,0,0,0,0,0.0237861071106161,0,0.0551024499013217,0,0,-8.67361737988404e-19,0,0,0,0.059633933661951,0,0,0,0.0733398988383157,0.0219073323519751,-0.000169143748026367,0,0,0,0,0,0,0,0,0.105874422598916,0,0.0426639426626995,0.0753091941953739,0,0,0,-0.0177178670708933,0,0,0,0,0,0,0
