,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X600104.SH,X000568.SZ,X003816.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X002179.SZ,X600418.SH,X002463.SZ,X600089.SH,X000977.SZ,X600584.SH,X600703.SH,X000157.SZ,X600372.SH,X002028.SZ,X600522.SH,X002049.SZ,X000066.SZ,X002236.SZ,X600741.SH,X600839.SH,X600183.SH,X601877.SH,X600066.SH,X002456.SZ,X600460.SH,X002156.SZ,X000661.SZ,X600487.SH,X002129.SZ,X002074.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.320260942729295,0,0,0,0,0.091097452141893,0,0,0,0,0,0,0,0,0,0,0.205659155376978,0,0,-0.00255981143872456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101073544653439,0,0,-0.0328036640870813,-0.0121233695100254,0,0,0,0,0,0,0,0,0,-0.115567723689526,0,0,0,-0.0712347875629549,0,0
X000858.SZ,0.480770562381381,0,0,0,0,0,0.382715589359438,0,0,0.0225801676665892,0,0,0,0,0,0,0,0,0.0608669030768446,0,0,0,0,0.0820128686677832,-0.00847000488952084,0,0,0,0,0,0,0,0.141180667758939,0,0,0,0,0,0.00358439515930562,0,0,0.0570807363555069,0,0,0,0,0,0,0,0,0,0,0.0138692410446117,0,0,0,-0.00765117643860258,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0379014084299653,0,0,0,0,0,0,0,0.203639244357105,0.000479283843921683,0.123240069320026,-0.0335672445172898,0,0,0,0,0,0,0,0,0,0,0,0.260038689934619,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0614046563470755,0,0,0.212593428893726,0,0,0,0,0,0,-0.271568318896389,0,0,0,-0.171974708359571,0,0
X002475.SZ,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.00914126160208528,0,0,0,0,0,0,0.080704017875252,0,0.498716596647226,0.064278866686918,-0.0104261261440661,0.0898571616531031,0,0,0,0,0,0,0,0,-0.00509763986262016,-0.0138566940806666,0,0,0.0582972296647926,0.0378843556950271,0,0,0.0134448801716667,0,0,0,0,0,0,0,0,0,-0.104205925442016,0.0484129370185126,0,0,0,0,0
X002415.SZ,0.152589047750582,0,0,0,0,0.0787831383596579,0.050684660405301,0,0.0860741313296973,0,0,0,0,4.33680868994202e-19,0,0.0914418288180992,0,0,0,0,0.217676620573239,0,0,0,0,0.00874376958150187,0,0,0,0,0,0,0,0,0,0.00780560874094345,0,0,0,0.0872671153359745,0,0,0,0.027899807459309,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0360024516735618,0,0
X600690.SH,0,0,0,0.132104090228844,0,0,0,0.209558772197813,0,0,0,0,0,0,0,0,0,0,0,0.134742744908491,0,0,0,0,0,0,0,0,0,0,0,0,0.0113542077480665,0,0,-0.00873383262549951,0,0,0.0350791613450467,0,0,0,0.0700754653568816,0,0,0,0,0,0,0,0,0,0.0545970045265013,0,0,0,0.0249238502799367,0,0
X600809.SH,0,0.0506514169014234,0,0,0,0,0,0,0,0,0.708825925770089,0.00742702560440379,0,0,0,0,0,0,0,0.144673291504051,0,0,0,0,0.054810549075086,0.0704804589637527,0,0,0,0,0,0,0,0,0,-0.0149130006735166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282518619661111,0,-0.00914546825246336,0,0
X000651.SZ,0,0,0,0,0,0.392273250902723,0,0,0,0,0,0.079531387498131,0,0,0,0,0,0.190051217175649,0,0,-0.016466601616115,0,0,0.0528335943501924,-0.0658621075646403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0626903154984895,0.174209709643361,0,-0.00934675124143083,0,0,0,0,0,0,0,0,0,0,0,0,0.00533986241395557,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0453184228836723,0,-0.069876695178687,0,0.405876957472797,0,0,0,0,0,0,0.0475197245693968,0,0,0,0,0.0103630221748765,0,0.12216414970239,0,0,0,0,0,0,0.00331111386037112,0,0,0,0,0,0,0,0,0,0.165884458620677,0,0,0,0,0,0,0.0757891725310159,-0.0687672479944512,0,0,0,4.33680868994202e-19,0,0
X600104.SH,0,0,0,0,0,0,0.0365229756218488,0,0,0,0,0.47463892256026,0,0,0,0,0.325404930300899,0,0,0,0,0,0,0,0.188045785316751,-0.190795669361707,0,0,0,0,0,0,0,0,-0.0282935953431847,-0.307050820711541,0,0.245963284123746,-0.026613407746544,0,0,0,0.0586394797371063,-0.157541562341733,0,0.352363402834943,0,0,0,0,-0.0134843493800719,0,0,0,0,0,0.10649415958484,0,0
