,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X600066.SH,X000100.SZ,X002241.SZ,X002475.SZ,X000338.SZ,X002456.SZ,X002236.SZ,X600118.SH,X600271.SH,X002085.SZ,X600177.SH,X000157.SZ,X600372.SH,X002007.SZ,X300003.SZ,X300124.SZ,X000559.SZ,X600867.SH,X002292.SZ,X002294.SZ,X600089.SH,X002426.SZ,X002180.SZ,X601877.SH,X002506.SZ,X600522.SH,X002074.SZ,X000623.SZ,X002508.SZ,X000981.SZ,X000536.SZ,X600498.SH,X300136.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.067522152021975,0,0.298609261790801,0,0,0,0,0,0.179691578113058,0,0,0,0.011722535750001,0,0,0.00306923508382182,0,0,0.0810134022642674,0,0.0162147342457258,0,0,0,0.0158234872199244,0,0,0,0,0,0,0,0,0,-0.0687126819622962,0,0,0,0,0,0.0241870513753592,0,0,0,0,0.0564697235535949,0,0,0,0.00338600663256132,0,0,0,0,0,0
X600104.SH,0.000214541357448438,0,0,0,0,0,0.00812760000575258,0,0,0.0619983399916564,0,0,0.81219831427788,0,0.043914238265768,0,0,0,0,0,0.176253385911786,0,0,0,-0.083994265458999,0,0,0,0,0,-0.158232279965114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0521071721973547,-0.0680597156765573,0,-0.111467871606868,0,-0.016260749682127,0.170532911186296,0,0,0,0,0
X000651.SZ,0,0.130119302385535,0,0,0,0,0,0,0,0.69247252977486,0,0,0,0,0,0,0,0,0,0,-0.0203360469610188,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0780227132644835,0,0,0.30736037394506,-0.062897395251179,0,0,0,0.346957602097117,0,0,-0.0401876979587569,0,-0.236400971722615,0,-0.237648824054967,0.00207535365149775,0.0524471495326533,0,0,0,0,0,0
X002415.SZ,0,0,0.0409124449683083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741186378977455,0.00619109418153646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116709975075765,0,0,0,0,0,0.0458024526029843,0.352734642602463,0,0,0,0,0,0,0,0.00581116017922112,0,0,0,0,0,0
X000858.SZ,0.0169119462451628,0,0,0,0,0,0,0,0.179163027646881,0,0.112595396948787,0.105491136291875,0,0.0125694286082686,0.404172775911864,0.00629950269258219,0,0,0,0,0.0364550424709354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372510755704356,0,0.0356129690503742,0,0.0137090960968879,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0841392132833597,0.0589211203945867,0,0,-0.0528658635825078,0,0,0,0,0.103440197050878,0.0558902872112207,0,0,-0.00687233030315359,0,0,-0.0606557205268786,0.0860682355917632,0,0,-0.0438063913699651,0.0558825799845373,0,0,0,0,0,0,0,0,0,0.141077154639877,0,-0.0228558020778619,0.0825765974806959,0,0,0.0430010576407585,-0.017034526499867,0.103836401983833,0,0,0,0,0
X002304.SZ,0,0.00405328056475272,0,0,0,0,0,0,0,0,0,0,0.285450909210659,0,0.252703153921527,0.135246024335158,0,0.0467212062440987,0,0.0669538762957817,0,0,0,0,0.012941079036441,0,0,0,0,0,0.0156175821479511,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127567024180575,0,0.00846323119197578,0,0,0,0,0,0
X000725.SZ,0,0,0.113554504101104,0,0,0,0,0,0,0.019567407897159,0,0,0,0.0451688257784557,0.0517932396057824,0,0,0.0704071058754257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553959085178126,0.0436196082343355,0.0298845195913916,0,0.306299455874177,0,0,0.0334845798697987,0,0.079634454588464,-0.0158072240693882,0,0.139017683965651,0,0,0,0,0
X000625.SZ,0,0.249641433916248,0.0814978360211766,0,0.257408070459887,0,0,0,0,0,0,0,0.107428452274692,0,0,0,0,0,0,0,-0.0183499650502692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544951913248662,-0.0250632396731915,0,0,0.0270815755094966,0.00461804916566923,0,0,0,0,0,0,0.0607237590722159,-0.0509037308392252,0,0,0,0,0,0
X000063.SZ,0,0.0594932454323125,0.117674864630562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160242813268224,0,0,0,0,0,0,0.150929810325416,0,0,0,-0.00498100386109056,0,0,0,0,0,0,0,0,0,0.0221828755849686,1.38777878078145e-17,0.143676745510989,0,0,0,0,-0.049793055490995,0,0,0,-0.0217260224762088,0,0,0,0,0,0
