,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600271.SH,X600031.SH,X000100.SZ,X600118.SH,X000559.SZ,X600066.SH,X600372.SH,X000157.SZ,X002236.SZ,X002241.SZ,X600741.SH,X002475.SZ,X600089.SH,X002292.SZ,X000338.SZ,X300124.SZ,X002465.SZ,X000568.SZ,X600839.SH,X600177.SH,X300003.SZ,X002129.SZ,X002294.SZ,X600867.SH,X002506.SZ,X002074.SZ,X002276.SZ,X600582.SH,X000977.SZ,X000800.SZ,X000869.SZ,X600498.SH,X002085.SZ,X002498.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.554015525874233,0,0,0,0,0.0783867504845702,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0.0424146313279139,0.0487205247924947,0,0,0,0.0778918985425733,-0.021785217385589,0,0,0,0,0,-0.0430189572344933,-0.0340883149275909,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0786184475994059,0.158993802580726,0,0,0,0,0
X600104.SH,0,0,0,0,-0.176700921253314,0,0,0.160419842459668,0,0,0,0,0,0,0,-0.0497509185733253,0,0.576099805926175,0,0,0,0.00128581143731306,0,0.2527424738193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123630762428846,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.181682865106214,0,0,0.159234835003248,0,0,0,0,0.136058927069247,0,0,0,0.00534230246434148,0,0,0.113360580288569,0,0,0,0,0,0,0,0.0670589610569336,0.00982197076080115,0,0,0,0,0,0,-0.135930391851723,0.0335782493766382,0,0,0.0276951958979302,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.114215417383973,0.0476564667759576,0,0,0,0.181195523545363,0,0,0.0631171619511252,0,0.0522174570446514,0,3.46944695195361e-18,0,0,0,0.0857814741260434,0,0,0,0,0,0,0,0,0.0274219946906645,0,0,0,-4.33680868994202e-19,6.93889390390723e-18,0,0,0.138558341644246,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.009890144241282,0,0,0,0,0,0,0,0.336822066463124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254434594491021,0,0,0,0,0,0,0,0,0,0,0.00505520234973487,0.00721958248319786,0,0,0.109281186163321,0.0307686869744982,0,0,-0.00674492219204245,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.00638174601743984,0,0.218142882663517,0.0554200870335531,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.183606530473696,0,0.261507340474376,0,0,0,0,0.0524361139325944,0,0.044882860066247,0,0,0,0,0,0,0,-0.156076059285114,0,0,0,0.0156504033504519,0.0932424725061558,0,0,0,0,0,-0.0203431272119211,-0.056043807986789,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.062457413360617,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211925036924907,0,0,0,0,0,0,1.38777878078145e-17,0,0,0.0396975587853827,0,0.178207991088913,0,-0.0570846451313601,-0.0417151813577415,-0.0558491902252378,0.0956201889027552,0,0,0,0.128825831149143,0,0,0,0,0,0.0989532174428268,0,0,0,0,0,0
X002304.SZ,0,0.37455068149207,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246793044562387,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.227195104252628,0,0,0,0.0759840132991225,0,0,0,0,0,0,0,0,0,-0.0587922096532429,0.112534927230809,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0972746338832881,0,0,0,0,0,0,0,0,0,0,0.0978920736683269,0.186679022664369,0,0,0,0.200782419645136,0,0,0.100601480565556,0,0,0,0.0491598133924264,0,0,4.33680868994202e-19,0,0,0,0,0.0196663949107804,0,0,0,0,0,0,0.000753314775698785,0.00159767086797622,0,0,0,0,0,0
X000063.SZ,0,0.0841170902766868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151310759159061,0.100769037767213,0,0,0,0,0.14723824663967,0,0,0.215725007563296,0.0489445219157464,0,0,0.105360278628989,0,0,0,0,0,0,0,0.0248516810781316,0,0,0,1.73472347597681e-18,0,0,0.127127444420188,0.0839176930885957,0,0,0,0,0,0,0,0,0,0,0
