,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X600031.SH,X000338.SZ,X002475.SZ,X000625.SZ,X002008.SZ,X600809.SH,X600487.SH,X601877.SH,X002508.SZ,X002241.SZ,X600066.SH,X000100.SZ,X002456.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X600867.SH,X600271.SH,X600522.SH,X600089.SH,X000596.SZ,X600177.SH,X000157.SZ,X600566.SH,X000981.SZ,X002085.SZ,X600498.SH,X300136.SZ,X300142.SZ,X000661.SZ,X002179.SZ,X600707.SH,X600699.SH,X600118.SH,X002180.SZ,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.19143194590119,0,0,0.457539679277034,0.0915312041521574,0,0.0310547493573228,0,0,0,0,0,-0.0420044321766769,0,0,0,0,0,0,0,0,0.0878044013460845,0,0,0,0,0,0,0,0,0,-0.0379622187082956,0,0,0,0,0.120394918633542,0,0,0,0,0.0870108434697817,0,0,0.0665634816133972,0,0,0,0,0,0,0.0181393392875832,0,0,0,0,0,0
X600104.SH,0,0,0,0.0868533100599192,0,0,0,0,-0.0169941978290553,0,0,0,0.224473679344963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10050897648258,0.0805928920800549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0707410186974926,0.137295032483204,0,0,0,0,0,0.190380548043403,0,0,-0.0253259539353201,0.0473947647270561,0.0585686104979854,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173740036086581,0.100277795468628,0.0387481899107512,0,0,0.312528221046605,0,0.134133831638985,0.0795541630542423,0.127368761017432,0,0.0196396857543166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388423439729975,0,0.143010437099086,0,0,-0.0760905008400014,0,0,0,0,-0.00991820271596913,-0.0225506072200126,0,0,0,0,0,0
X000651.SZ,0,0.0486873916306535,0,0,0.501489538091136,0,0,0,0,0,0,0,0,0,0.0789640247146508,0,0,0,0,6.93889390390723e-18,0,0,0.0930390923809667,0,0,0.179945832202662,0,0,0,0,0.0857869720310107,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0.0477177284187632,0,0,0,0,0,0,0,0,-0.00810464231155809,0.0362650576897274,0,0,0,0,0,0
X000858.SZ,0.317497901878863,0,0,0.388178667213745,0,0,0.011466191242845,0.00838850661114208,0,0.0364135521628567,0,0.173029854236769,0,0,0,0,0,0,0,0.118742510647498,0,0,0,0,0,0,0,0,0,0,0,-0.000317576687636477,0,0,0,0,0,0,0,0,0,-0.0239864875474187,0,0,0,0,0,0,0,0,0,-0.000853729739872295,-0.00264269569941246,0,0,0,0,0,0
X600276.SH,0.167578980216672,0,0,0,0,0,0,0.0685440650923219,0.109803011738361,0.0551722215695795,0.0248575739082026,0,0,0.180145137809192,0,0.0710817595632378,0,0,0,0,0,0,0,0,0,0,-0.362550541610951,0,0.114371544501416,0,0.0376546803676351,0,0,0,0,0,0,0,0,0,0,0.151074982102678,0,0.123234132965031,0,0,0,0,0,0,0,-0.0184560626722004,0.0432572595219686,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.40220370340284,0.0919633357857498,-0.0848447146632075,-0.00528339880334585,0,-0.0629858558733797,0,0,0,0,0,0.119678242314064,0,0,0,0,0,0,0,0.221206408919019,0,0,0.0775769550271913,0,0.320877795573938,0,0.17947851461979,0,0,0,0,0,0,0.0598719032176561,0,0,0,0,0,0,0,0,0,-0.0880416446797178,0.113905143435147,0,0,0,0,0,0
X002304.SZ,0.303837001677811,0,0,0,0.285298781759813,0,0,0,0,0,0,0.106553876366361,0.0948559476979914,0,0,0,0,0,3.3881317890172e-21,0,0,0,0,0,0,0,0,0,0,0,0.0891556361508083,0,0,0,0,0,0,0,0,0,0,-0.0243126882981519,0.135641050313151,0.00700293799005074,0,0,0,0,0,0,0,-0.00454757196200613,0.0193874280439649,0,0,0,0,0,0
X000063.SZ,0,0,0,0,-0.0110904655535174,0,0.304737729759231,0,0,0,0,0,0,0,0,0,0,0,0.147416770709476,0,0,0,0,0.129728920647626,0,0,0,0,0,0,0,0.0512788085955227,0.473519268364618,0,0,0,0,0,0,0,0.264483240063657,0,-0.00559372990421832,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.00922718367730767,0,0,0,0,0,0
X600690.SH,0,0.0271797538571196,0,0.255830920404255,0.197196549340979,0.0695394687593267,0.0714913123708178,0,0,0,0,0,0.133162428424467,0,0,0.050095115478644,0,0,0,0,0,0,0,0,0,0.0583321995154243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0964455422793606,0,0,0,0,0,0,-0.00967852411360728,0.00764405810406039,0,0,0,0,0,0
X600703.SH,0,0,0.120410471990961,0,0,0.147942786593751,0,0.287768443462535,0,0,0,0,0,0.335642143353612,0,-0.0969047227357602,0.0072788985886407,0,0,0,0,0.0154236272454979,0,0,0,0,0.00700672110371263,0,0,0.012876359982018,0.0666256330000351,0,0.108421677413459,0,0,0,0,0,0,0,0.536553916278412,0.0351484162820752,0,0,0,0,0,0,0.118395329055616,0,0,-0.0391007400149767,0.01447196171547,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0631383581704493,0.470214897250088,0,0,0.076119056278137,0,0,0,0,0,0,0,0.0393895618192397,0,0,0.0572798805295747,0,0,-0.0291628756799756,0.106659942243405,0,0,0,0,0,0,0,0,0,0,0,0.0763466861937777,0,0,0,0,0,0,0.105264373686268,0,0,0,0,0,0,-0.0384403193166057,0,0,0.00854575227304771,0,0,0,0,0,0,0
X600741.SH,0,0.32024869498781,0,0,0,0,0,0.172860690748893,0,0.261470811707599,0,0.186103572669508,0,0,-0.103854752550669,-0.131340114566919,0,0,-0.116774690305518,0,0,0.0588444173616729,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.433776555807183,-0.0264310413800821,0,0,0,0,0,0,0,-0.0593837164185751,0.0431262128855333,0,0,-0.0191176427782872,0,0,0,0,0,0
X002236.SZ,0,0,0.0389019663689865,0,0,0,0,0.133302707048313,0,0.136536780036482,0.270849412496377,0.108422517230164,0,0,0,0,0.0454766938736278,0,0.0224673942890361,0,0.0261204108775913,0,0,0,0,0,0.113348106470212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279962942136125,0,0,0,0,0,0,0,0.0139125971493019,0.00994617576129484,0,0,0,0,0,0
X600031.SH,0,0,0,0,-0.0697812033616154,0,0,0,0,0,0,0,0.198017530724516,0,0,0,0,0,0.204771673943095,0,0,0.0869552979994569,0.0346752496701068,0,0,0,0,0,0.0389878374968143,0,0,0,0,0,0,0,0,0,0,0,0,0.0368388209739962,0.0870680255181083,-0.402283683096207,0,0.160111763077558,0,0,0,0,0,0.000153135695312858,0.008811971258215,0,0,0,0,0,0
X000338.SZ,0,0,0.100813608242673,0.0923949670167405,0,0,0,0,0,0,-0.066486327279712,0,0,0,0.266507065729405,0,-0.122320157045852,0,0,-0.0385177025819713,0,0,0.051674139489666,0,0.0199152298239055,0,0,0,0.00946867707871127,0,0.0188998100013992,0,0,0,0,0,0,0,0,0,0.190372588289167,0,0,0,0,0,0,0,0,0.564415805318874,0,-0.0282366166361525,0.0446181596474716,0,0,0,0,0,0
X002475.SZ,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0460171052989168,0,0,0.0261212378634791,0,0,0,0,0.0178356624504811,0,0,0,0,0,0,0.152114333719486,0.344412779356995,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0717790834572248,0.0643071537171594,0.0104899678839167,0.00979351554011314,0,0,0,0,0,0,0,-0.00110241549691281,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,-0.175939287152973,0,0,0.0231198232436231,0,0,0.1213934966577,0,0,0,0.00869266432428657,0,0,0,0,0,0,0.0504615230805694,0.0155405737704499,0,0,0,0,0,0,0,0.0523305434859124,0,0,0,0,0,0,0,0,0,0.0272860651280952,0.0191797373229304,0,0,0,0,0,0,0,0,0,-0.00847491770122552,0.020734133384792,0.133215118435777,0,0,0,0,0
