,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X300014.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002371.SZ,X002129.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X300142.SZ,X601877.SH,X600460.SH,X600741.SH,X002180.SZ,X000733.SZ,X000661.SZ,X000100.SZ,X600522.SH,X002074.SZ,X000157.SZ,X600884.SH,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X601799.SH,X600183.SH,X002414.SZ,X000800.SZ,X600563.SH,X600372.SH,X002176.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.231288387644973,0,0,0.00575982733953742,0.15423892993512,0.0255109307689967,0,0,0,0,0.0841702019128734,0,0,0,0,0,0,0,0,0,0.184394579971489,0.0127758220793617,0,0,0,0,0,0,-0.0622071028382205,0.0057211341352412,0,0,0,0,0,0,0,0,0,0,0,0,0.0368699768313809,0,0,0,0,0,-0.0126395625084362,0,0,-0.0319248277878162,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.47418100042965,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.0168714911551678,0,0.185816127768961,0,0,0,0,0,0,0,0,0,0,0.0256180831776763,0,0,0,0,0.0272571457371223,0,0,0,0,0,0,0,0,0,0,0,-0.0271605730639174,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.127832217318786,0.407406232365818,0,0,0,0,0,0,0,0,0,0,0,0.0793617841560751,0,-0.0625851331123398,0,0,0.162245602935556,0,0,0.0843789455636968,0,0,-0.0166715278755367,0,0,-0.0511783134078209,0,0,0,0,0,0.118061840863363,0,0.01847441847109,0.122353143124481,0,0,0,0,0,0,0,0,0,0.0390761880356399,0,0.0388924953382514,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0903451744648816,0,0,0,0,0.11697903672603,0,0,0,0,0.267930712759033,0,0.0417646512681536,0,0,0,-0.282942105806156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567753951559209,0.0697408949953334,0.37659622817805,0,0,0,0,0,0,0,0,0,0.0950373389467221,-0.109739642696866,0.113828502339016,0,0,0,0,0,0
X000568.SZ,0,0.444398630882521,0.0574565250932609,0,0,0,0.104246554150331,0,0,0,0,0,0,0,0,0,0.139869752863765,0,0,0,0.0126843232683688,0.166975804248278,0,0,0,0,0,0,0,0,0,0,0,-0.0344313000681053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0909503881645063,0,0,0,0.047133048088612,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.163632230308104,0,0,0,0.0867215062156304,0,0,0.058355108976235,0,0,0,0.0274938125892158,0,0,0,0,0.0631221856204173,0,0,0,0,0,0,0,0,0,0,0.120772466315067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0487000102439908,0,0,0,-0.000276234805895222,0.252039097000489,-0.0319254459472273,0.0205085679624939,0,0,0,0,0,0
X002304.SZ,0.115738640187126,0,0.129249806196781,0,0.169052598205481,0,0,0,0.0355974278855655,0,0,0.0464763647342498,0,0,0.304525842769298,0,-0.098734557751336,0,0,0,0.066638864259174,0.0227861256670003,0,0,0,0,0,0,0,0,0.0455624644583926,0,0,0.108883324619081,0,0,0,0,0,0.206949596977954,0,0,0,0,0,0,0,0,0,0,0,0,-0.00583240703915827,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0897420600996565,0,0,0,0.0937152326362181,0,0.513405749577894,-0.141318038189454,0,0.0115745672816044,0,0,0.00675445801600273,0,0,0,0,0,0,0.0981469305176823,0,0,0,0.150737858580148,0,-0.123142826824607,0,0,0,0,0,0,0,0,0,0,0,-0.119836228179195,0,0,-0.0155942873675329,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0419394186359352,0.158110468065794,0,0,0,0,0,0,0,0.103431026511751,0.146140753863066,0,0,-0.0165455828190714,0,0,0,0,0,0,0,0.0427741930439303,0,0,0,0.0170730871481274,0,0,0,0.0345725325876903,0,0,0,0,0,0,0,0.098436840728021,0,0,0,0.0680768637819532,0,0,0,0,-0.0169382188252195,-0.0115276469170568,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150755564803984,0,0,0,0,0,0,0,0.155607436647462,0,0,0,0,0.0197470661434355,0,0,0.180612950808558,0.0222746829574413,0,0,0,0.0125722692306667,0,0,0,0,0,0.0172339437929072,0,0,0,0,0,0,0,0,0.0925017372232244,-0.00872743164580564,0.0138267094312987,0,0,0,0,0,0
