,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X600690.SH,X002415.SZ,X000651.SZ,X600104.SH,X600809.SH,X002371.SZ,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000100.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X002463.SZ,X600418.SH,X002179.SZ,X000977.SZ,X600584.SH,X600089.SH,X600066.SH,X000157.SZ,X600703.SH,X600183.SH,X600372.SH,X002028.SZ,X600741.SH,X002049.SZ,X002236.SZ,X600522.SH,X601877.SH,X000066.SZ,X000921.SZ,X002156.SZ,X600460.SH,X600839.SH,X000988.SZ,X600487.SH,X002281.SZ,X600177.SH,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.250712516008952,0,0,0,0.00622355344632996,0,0,0.104049169089262,0,0,0,0.0171415837976556,0,0,0,0,0.0445985337597693,0,0,0,0.0999725682484133,0,0,0,0,0,0.0367179402896146,0,0,0,0,0,0,0,0,0,0,0.0503563134268865,0,0,0,0,0,-0.0322637534549251,0,0,0,0,0,0,0.0175320226658535,0,0,0,0,-0.003763183248993,0,0
X000858.SZ,0.171840304138699,0,0,0,0,0,0,0,0.108310408653642,0,0,0.199466638012072,0,0,0,0,0,0.0019270256836402,0,0,0,0.204704266727783,0,0,0,0,-0.0880857767452863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394467107790655,0,0,0,-0.0836747461191881,0,-0.00018317701947777,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0.084512278610209,0,0,0,0,0,0,0,0,0,0,0,0.0264002098714959,0,0,0.210419753747865,0.12586008243174,0.00422669938726087,0,0.0961183079129055,0,0,0.0531540053983554,0,0,0.0763802865248232,0,0,0,0,0,0,0,-0.0205239907941315,0,-0.0254133292138657,0,0.0648160919457397,0,0,0,0,0,0,-0.0173405059740362,0.030841147720331,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,-0.0347172138135694,0,0,0,0,0,0,0,0.0836761299218696,0.212122051635697,0,-0.00649315528716645,0,0,0,0,0,0.232157755729373,0,0,-0.117230247237383,0,0,0,0,0,0,0,0.0847979006026145,0,0,0,0,0,0,0,0,0,0,0.0443116435682303,0,0,0,0,-0.0819620119226054,0,0
X600690.SH,0,0,0.128468347717723,0,0,0,0,0,0,0,0.0550586397612012,0.0562693464114009,0,0,0,0,0,0,0,-0.0253216217287124,-0.0109658922307132,0,0,0,0,0,0.00348027001930517,0,0,0,0,0,0.138382097799278,0,0,0,0,0,0,0,0,0.271758749725823,0,0,0.0458203108515108,0,0,0,0,0,0,0.0253545900158119,-0.00926483457356513,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0560690242272877,0,0,0,0.134242054099753,0,0.0200491152033592,0,0,0,0,0,0.103990632490831,0,0,0,0,0,0,0.0398635626094513,0,0,0,0,0,0,0,0,0,0,0,0,0.00381599937802284,0,0.0460689649139662,0.0117471713547681,0,0.0132005217758309,0,0,0,0,0,0.00937639499020891,-0.00970547820525267,0,0,0,-0.0873658089093355,0,0
X000651.SZ,0,0,0.111571260038554,0,0.0133587862711279,0,0,0.0294239687977381,0,0,0,0,0.0334437388488426,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,-0.16298010008972,0,0,0,0,0.213486868253375,0,0,0,0,0.0838655632565796,0,0,0,0,0,0,0.0260043308898398,-0.0557459036579931,0,0,0.130977234348319,0,0,0,0,0,-0.00750716013310309,0.00731600033763908,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.218499129965995,0,0.142993217031231,0,0,0,0.221242181432053,0,0,0,0,-0.0754601229375629,0.129087205570845,-0.19581758542209,0.328350859137633,0,0,0,0,0,0,0,0,0,0,0.994861524969331,-0.241605259037201,0,0,0,-0.154669734574364,-0.41220595671423,0,0,0.0133224649955335,0,0,0,0,0,0,0.0460813536484496,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0.561637342856882,0,0,0,0,0,0,0,0,0,0.231093954197821,0,0,0,0,0,0,0.0100811314498501,0.00157303776566785,0,0,0,0,0,0,0,0,0,0,-0.00659695531579286,0,0,0,0,0,0,0.00296660100193328,0,0,0.0485889958452212,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186248633108041,0,0,0,0,0,0,0,-0.0111427418755957,0,0.0293608671749354,0,0.251231469421041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0659507328443992,0,0.129838784372414,0,-0.0126480838579727,0.0951661680415117,0,0,0,0,0,0,0,0,0,0,0.030790498359944,0,0
