,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X000568.SZ,X002236.SZ,X600271.SH,X000100.SZ,X600031.SH,X600118.SH,X002241.SZ,X600177.SH,X002292.SZ,X002007.SZ,X600372.SH,X000338.SZ,X002475.SZ,X000559.SZ,X002506.SZ,X002456.SZ,X300003.SZ,X002074.SZ,X000157.SZ,X002180.SZ,X600867.SH,X600522.SH,X002426.SZ,X002294.SZ,X002508.SZ,X600089.SH,X000981.SZ,X300124.SZ,X000869.SZ,X002085.SZ,X601877.SH,X000050.SZ,X002465.SZ,X600498.SH,X002179.SZ,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.307918998421725,0.014330525857245,0.0644368917141056,0,0,0,0,0.384934048376458,0,0,0,0,0,0,0,0,0,0,-0.0312171124505922,0,0,0,0.0571519445419132,0,0,0,0,0,0,0.118273896831091,0,0.0229447813266474,0,0,-0.105281831827865,0,-0.252006465176036,0,0,0.132943907328922,0,0.054474539417124,0,0,0,0,0,0,0,0.0174817632447713,0,0,0,0,0,0,0
X600104.SH,0.140204952503475,0,0,-3.46944695195361e-18,0,0,0,0.237606258475615,0.0580965424309728,0,0.0613506373444693,0,0,0,0,0,0,0,0,0,0,-0.0858838561130734,-0.0265603379033879,0,0,0,0.036424357741738,-0.056842945179613,0,0,0,0,0,0,0,0,0,0,0,0,0.0349408604310865,0,0,0,0,0,0.0827817534731423,0,0,0,0.0229272681244959,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.00755406681874008,0.0173286550886616,0,0,0,0,0,0,0,0,0,0.136877313816063,0,0,0,0,0,0,0,0.0603956060102836,0,0,0.110075939864174,0,0,0.0180495529185614,0,0.0872871358055256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909069742734468,0.0292851630419226,0,0.0200324175675377,0,0,0,0,0,0,0
X000858.SZ,0.202040929656164,0,0,0,0.27636634777994,0,0,0,0.233203159489644,0,0,0,0,0.24600884721146,0,0,0,0,0,0,0,0,0,-0.0579058281097712,0,0,0,0,0,0,0,0,-0.0260220084891743,0,0,0,0,0,0,0,0,0.138394166894278,0.0723214237020394,0,0,0,0.034260144589148,0,0.0351805503503673,0,0.000584878730765327,0,0,0,0,0,0,0
X002304.SZ,0.123443340299063,0,0,0.629142026437427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725182390711541,0,0,-0.0371131210200311,0,0,0,0,0,0,0,0,0,0.0454602440634716,0.0586092028466177,-0.0412202721321331,0,0,0,0,0,0.0370452480543367,0.000344122751948388,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.160531790082346,0,0,0.111241664920904,0,0.071800715932799,0,0,0,0,0,0,0,0,0,0,0,-0.00152265279356863,0,0,0,0,0,0,-0.0229010816342955,0,0,0.0330468729889988,0,0,0,-0.0176200824822062,0,0,0,0,-0.0224100524538701,0,0.0199103792672964,0,0,0,0.00734918545186265,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.068513604984199,0,0,0,0.233117476304476,0.033019623619278,0,0.0323494835264716,0,0,0,0.0536792594741738,0.181567176666255,0,0.0225447386550366,0.00988633664795865,0,0,0,0,0,0,-0.0234809863394565,0,0,0,0,0,0,0,0,0.00937086883021761,0.106005242056513,0.106668936021498,0,0,0,0,-0.0335667490789,0.024824870042621,0,0,0,0,0,0
X000625.SZ,0,0.691971625001963,0,0.00759762563689,0,0,0,0,0,0,0.0897150966377179,0,0,0,0,0,0,0,0,0.193141431210117,0,0,0.0849995969535241,0,0,0,-0.378283772883893,0.12403305725109,0.0511860995644236,0,0,0,0,0,0,0.0843148425007782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981460526891993,0,0,0,0.118544852807599,0,0
X600690.SH,0,0,0.180278156763324,0.13034642753759,0,0,0,0,0,0,0,0,0,-0.0868649579948712,0,0,0,0,0,0,0,0,0.0446433624543245,0,0,0,0,0,0,0,0,0,0.0488103935411713,0,0,0,0,0.249357258292056,0,0,0,0.0030292331482337,0,0,0.121830313740564,0,0,0.0478786665219919,0,0,0,0.00564811617599915,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0588864173628516,0.0687514519234664,0,0,0,0.0258252698462713,0,0,0,0,0,0,0.0191210088857981,0,0,0,0,0,0.0601872923973503,0,0,0,0,0.0251811696442626,0,0.125128705620875,0,0,0,0,0,0,0,0,0.0417659116698692,0,0.109224259814487,0,0,0,0,0,0,0,0.0759260016927595,0.0436742636429068,0,0,0,0,0,0,0,0,0
