,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000063.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600031.SH,X600276.SH,X600690.SH,X600271.SH,X600118.SH,X000100.SZ,X600372.SH,X600703.SH,X000157.SZ,X002129.SZ,X002241.SZ,X000338.SZ,X600089.SH,X600741.SH,X600066.SH,X600177.SH,X002236.SZ,X300124.SZ,X002292.SZ,X002456.SZ,X600582.SH,X000559.SZ,X600198.SH,X000977.SZ,X600060.SH,X002465.SZ,X600435.SH,X002475.SZ,X601877.SH,X600839.SH,X300003.SZ,X000800.SZ,X002294.SZ,X000581.SZ,X000568.SZ,X002007.SZ,X000623.SZ,X002276.SZ,X000869.SZ,X600498.SH,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0938379342357299,0,0,0,0,0,0,0,0,0,0,0,0,0.0973625350036067,0,0.00345785052104562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347849742518345,0,0,0,0,0,0,0,0,0,0,0.251774932887717,0,0,0.0188588372105318,0,0,0.0213298322717915,0,0.00705867757192695,0.0166316663177956,0,0,0,0,0,0
X600104.SH,0,0,0.152297329946299,0,0.0267790460723458,0.0127829020137947,0,0,0,0,0,0,0.0227874323184278,0,0,0.0987679922332117,0,0,0,0,0,1.73472347597681e-18,0,0.0364076677670088,0,0.0597195107784783,0,0,-0.0190427916391306,0,0,0,0,0,0,0,0.0191479047803405,0,0,0,0,0,0,0.124010201350495,0,0.114058549081385,0.0344390290358889,0,0.0111519627630219,0,0,-8.67220423656978e-05,0.00186182120931655,0,0,0,0,0,0
X000651.SZ,0,0,0,0.0448869164632577,0,0.156509341250443,0,0,0,0,0,0.200415535000099,0.00778512902662039,0,0.0838173966507746,0,0,0.0171748770708842,0,0,0.106498491246212,0,0,0.0209370610494323,0,0,0,0,0,0,0,0,0,0.00499566015432898,0,0,0,0,0.0251518367128732,0,0,0,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0
X002415.SZ,0,0,0.153901531451429,0,0,0.0609910827752327,0,0,0.05975932948182,0,0,0,0,0,0,0,0,0,0.10234699412562,0,0,0.166349441703053,0.0604667774382167,0.0428179271806314,0,0,0,0.0122742819627755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.463369912050105,0,0,0,0.0306977576056229,0,0,-0.0198860366732911,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.020833691955109,0,0,0,0.131139172074029,0,0,0.121572162711155,0,0,0,0,0,0,0,0,0,0,0,0,0.152196683313654,0,0.0918058115940622,0,0,0,0,0,0.109622622200551,0.0453827464953867,0,0,0,0,0.263346247582598,0.0559945822527387,0,0.0673631048943503,0.0269504547131593,0.208390062089422,0,0,-0.00821718966358814,0,0,0,0,0,0,0
X000063.SZ,0,0,0.161961132371162,0.01367459674998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128568234551049,0,0,0,0,0,0,0,0,0,0.0223944567552505,0.0368911733253491,0.00332582973741949,0,0,0,0,0.0622002667417362,0,0,0,0,0.217184963490776,0,0,0,0,0.251603291094923,0,0,0,0.0112617204254147,0,0,0,0,0,0
X000858.SZ,0,0.050257328100976,0,0,0,0,0,0,0,0,0,0.0582768802726477,0.048976441534796,0,0,0,0,0.0880035184745031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0250972724078246,0,0,0,0,0,0,0,0,0,0.391634218106298,-0.0263831770514817,0,0,0.0133364243512916,0,0,0,-0.00105828700210407,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0.0603930068062369,0,0,0,0,0,0,0,0,0,0.0752387439634663,0,0,0,0,0,0.0194836921133859,0,0,0,0,0.0640741544959352,0,0.0473389848077266,0,0,4.33680868994202e-19,0,0,0,0,0,0.0427785111267309,0,0.189901754888679,0,0,0,0,0.121569053454851,0,0,0,-0.0141113304072197,0,0,0,0,0,0
X000625.SZ,0.0398677018072826,0,0,0.20686478062956,0.0828024369730443,0,0,0,0,0.152770415792601,0,0,0,-0.0570613772049516,0,0.0298051257977022,0,0,0,0,0,0,0.166237482864574,0,0,0.0618118737879671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00916838003921251,0.0161747662714033,0,0,0,0,0,0
X600031.SH,0,0,-0.186645112194372,0,0,0,0,0,0,0,0,0,0,-0.00811181455894695,0,0.110858698506023,0.0942904355588874,0.48318399237954,0,0,0.0799554130802268,0,0,0,0,0,0,0,0,0,0,0.0231662475260609,0,0.00585236844602098,0,0,0,0.0460404639528644,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00742626623357781,0.0182516608455963,0,0,0,0,0,0
