,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000568.SZ,X000661.SZ,X600031.SH,X000725.SZ,X000063.SZ,X003816.SZ,X600690.SH,X600809.SH,X000338.SZ,X002241.SZ,X600703.SH,X000596.SZ,X002007.SZ,X300142.SZ,X002371.SZ,X300124.SZ,X300014.SZ,X000100.SZ,X002049.SZ,X600741.SH,X002236.SZ,X600584.SH,X002129.SZ,X601877.SH,X300003.SZ,X000157.SZ,X000800.SZ,X600183.SH,X002414.SZ,X000625.SZ,X000066.SZ,X300136.SZ,X600118.SH,X000977.SZ,X002456.SZ,X002179.SZ,X601799.SH,X002185.SZ,X002508.SZ,X002008.SZ,X002463.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.239780436134186,0.012136739696715,0,0,0,0,0,0,0,0,0,0,0,0,0.151303453134595,0,0,0.0605357086684058,0.111645466769109,0,0,0,0,0.0180268244716392,0,0.0402511801060317,0,0,0.0519682528197421,0,0,0,0,0,0,0,0.0226577224698254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00473544375411106,-0.00398210175772673,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.266502559394705,0.203567347194104,0,0,0,0,0,0,0.274330458714738,0,0,0,0.0682906418907877,0,1.73472347597681e-18,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105717508378914,0,0,0,0,0,0,0,0,-0.0195003167201131,0,0,0,0,0,0,0
X600276.SH,0.0637777944420582,0,0,0,0,0,0,0.109073288221734,0,0.239592769148835,0,0,0,0,0,0,0,0,0.005808371537315,0,0,0,0,0,0,0,0,0,0,0,0.0831559404967427,0,0,0,0,0,0.0565680708164117,0,0,0,0,0,0,0,0.0867343504054324,0,0,0,0,0,0,-0.00876373207351156,0.00650494509163007,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0814140106135556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0342393360079143,0,0.15351233648185,0,0,0,0,0,0,0,0,0,0,0.17770979104573,0,0,0,0,-0.0246714739156669,4.33680868994202e-19,0,0,0,0,0,-0.0618224563118342,-0.020620864034328,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.360486085754292,0.0238854160729318,0.0599995430145534,0.0199628578410837,0,0,0,0,0.0346297543164698,0.00773244075712094,0,0,0.090483696208584,0.031300226686015,0,0,0,0,0,0,0,0,0,0,0,0.110421999590487,0,0,0.0100054018553446,0,0,0,0,0,2.71050543121376e-20,-0.0192466765071281,0,0,0,0,0,0
X000651.SZ,0,0,0,0.121725165473464,0,0,0,0,0.0487720316553308,0,0.100666836692352,0,0,0,0.03885883370129,0,0.145126137057162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166869261775799,0,0,0,0,0,0,0,0.115845033152414,0,0,0,0,0.0628143324912059,0,-0.0457114302061874,0,0,-0.00882017064663155,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,-0.0120477330237158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.138802389761766,0,0,0,0.0574939935285423,0.0510683352015837,0,0.0361156598914639,0,0,0,0.109830070408044,0,0.0881711718048562,0.142007039579005,0,0,0,0.00880618811359055,0,0,0.00934186668117637,0,0.035827571068306,0,0,-0.052132783638715,-0.0363297285429187,0,0,0,0,0,0,0
X002304.SZ,0,0.0633234489278946,0,0,0,0,0,0,0.279205490748492,0,0,0,0,0,0,0.206713295669421,0,0,0,0.154612986500864,0,0,0.0433008792071556,0,0,0,0.0533858894009618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032096226606456,0.00345238649965305,0,0.0383060670644482,0,0,0,0,0.00855811848909466,-0.00553994305364884,0,0,0,0,0,0
X000568.SZ,0,0.643628099022086,0,0,0,0,0,0.0992464836596547,0,0,0,0.0239602575714837,0,0,0,0.0262527528990576,0,0,0,0,0,0.0216774839889367,0,0,0,0,0,0,-0.00812800431711639,0.0575133635665418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0396060837811043,0.0560700656054347,0.0150068304348803,0.0053848698449241,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0.230425279737808,0,0,0,0,0,0,-0.153176532993362,0,0,0.0539007389245889,0,-0.00627706762764411,0.0619264750439447,0,0,0.220562250318266,0,0.085372519364102,0,0,0,0,0,0,-0.0536489131978826,0,0,0,0,0,0,0,0,0,0,0,0.0814573265705856,0,0,-0.0787256183543395,0,0,0,0,0.0136288264290358,0,0.00688202431875978,-0.0398028127372686,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,-0.142324764595912,0,0,0,0,0,0,0.267018053678056,0,0,0.194285412798175,0,0.00425059432623241,0,0,0,0,0.0951882741307439,0,0,-0.106722084489406,0,0,0,0.168131199668048,0,0,0,0,0,0.0986108882171867,0,0,0,0,0,0,0,0,0.147538357972259,0,0,-0.0109506006936804,-0.0196168703087567,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0137952106841517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860124872963812,0,0,0,0,0,0,0.295265593968674,0,0,0,0,0.0388677716012122,0,-0.0231136719635913,0,0,0.119551209889506,0,0,0.0598065471034058,0,0,0,0,0,0,0,0,0,0,0,0,0.0251987911298481,0.0277218917230412,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,-0.279537272616624,0,0,0,0,0.229026821081046,0,0,0,0.328599465830395,-0.0273481260169593,0,0,0,0,0,0,0,0,0.177699251927687,0,0,0,0,0,0,0,0,0,0.0710399215334492,0,0,0,0,0,0,0,0,0.12352130395156,0.0386296227744986,0,0,0.0177366265865816,-0.0120488234552444,0,0,0,0,0,0
X003816.SZ,0,0,0,0.0133994330418589,0,0,0,0,0,0,0,0,0,0,0.0387668128100256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00580334071155355,0,0.00220979355182988,0,0,0,0.0404835821482249,0,0,0,0.125904996352301,0,0,0,0.0178098624307445,0,0,0,0.0125771801138892,1.0842021724855e-19,0,4.33680868994202e-19,0,0,-0.000857948770012527,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.177096291724331,0,0,0.0798960043029807,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.0123822823988371,0.021367761559408,0,0,0,0,0.0986924831740358,0,0,0,0,0,0,0,0.0516893386524283,0,0,0.0591471462271951,0,0,0,0,0.0968472475042178,0,0,0.0054276578755284,0,-0.00955919013021769,0,0,0,0,0,0,0
X600809.SH,0,0.441061877895273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265134303281047,0.153039234463953,0,0,0,0,0,1.38777878078145e-17,0,0,-0.131892276195581,0.0927866961567426,0,0,0,-0.0886760014788551,0,0,0,0,0,0,0,0.0542282057283497,0,0,0,0,0,0,0,0.0205602926564262,0.0161101998170543,-0.00771573430964283,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.00133503464982215,0,0,0,0,0,0,0,0,0.0386646264130748,0,0.0250442731510831,0,0,0,0,0,0.0286997854024301,0,0,0,0,0,0,0,0,0,0,0,0,0.0549175907846089,0,0,0,0,0,0,0,0.0697150764899101,0.0256413113360351,0,0,0,0,-0.00899411513037938,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0.457134313483298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703709111483328,0,0,0,0,0.076350761030274,0,0,0.0695905156380954,0.0306667242488015,0,0,0,0,0,0,0,0.043009248827925,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183425528216728,-0.00286346351801436,0,0,0,0,0,0
X600703.SH,0,0.240516566101872,0,0,0,0,0,0,0,0,0,0.000875428192284103,0,0,0,0,0,0.0518824860002359,0,0,0,0,0,0,0,0.155096909594056,0,0,0,0.292698278915654,0,0,0,0,0,0.0406042784936054,0,0,0.0647828717064661,0,0,0,0,0,0,0,0,0,0,0,0,-0.00690965578276496,0.00677208520634225,0,0,0,0,0,0
X000596.SZ,0,0.127114982715594,0,0,0,0,0,0,0,0.0630385827685749,0,0,0,0,0,0.325422341449134,0,0,0,0,0.0683895049326405,0.137630896668898,0,0.00422303031882617,0,0,0,0,0,0,0,0,0,0,-0.0998992691633135,0,0,0,0,0,0,0,0,0,0.0338302252603713,0.0776626878248924,0,0,0,0.0131525419129878,0,0,-0.0231659349001888,0,0,0,0,0,0
X002007.SZ,0,0,0,-0.0972543906205903,0,0,0,0,0,0.406950529919367,0,0,0,0,0,0,0,0,-0.0282428655637407,0,0,0.367150679479928,0,0,0,0,0,0,0,0,0,0.0878623492778799,0,0,0,0,0,0,0,0,0.297177366259011,0,0,0,0,0,0,0,0,0,-0.0294018812882702,0.0136280247848916,-0.012321836375944,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534110585600202,0,0,0,0.135561583139474,-0.0705295713319639,4.33680868994202e-19,0,0,0,0.107402588846958,0,0,0,0,0,0.310699705125128,0,0,0,0,0,0,0,0,0,0.138928458229769,0,0,0.130547623272382,0,0.0357007352385007,-0.0565388081582964,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108003662568032,0.21756406530877,0,0.127599402385644,0,0,0.0956937900934772,0.198416676082269,0,0.0733994178601504,0,0,0.197835203283226,0,0,0,0,0,0,0,0,0,0,0.0428490315344089,0,0,0,0,0,0,0,0,0,-0.113608878204631,-0.015814898442229,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0510523649626959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208842685465806,0,0.0497148832456608,0,0,0,0.111186847593672,0,0.042486326809482,0.0257464773610608,0,0,0,0,0.375692411173875,0,0,0.0798899472184235,0,0,0,0.0398396542888639,0.0345899300115399,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503598501866348,0,0.229352500614997,0,0.338425594289329,0,0,0,0,0.0998715385086031,0,0,0,0.0355826101090355,0,0.0709477672690033,-0.0490369945465142,0,0,0,0,0.343735567739396,0,0,0,-0.0119179287412472,-0.00930050894881642,0,0,0,0,0,0
