,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600809.SH,X000661.SZ,X600741.SH,X600703.SH,X002241.SZ,X300003.SZ,X000596.SZ,X600183.SH,X002236.SZ,X002007.SZ,X601877.SH,X000100.SZ,X000157.SZ,X300142.SZ,X000066.SZ,X300124.SZ,X002179.SZ,X300136.SZ,X002463.SZ,X600271.SH,X000977.SZ,X000625.SZ,X002008.SZ,X300014.SZ,X002371.SZ,X600177.SH,X002456.SZ,X002506.SZ,X600066.SH,X600584.SH,X002180.SZ,X002129.SZ,X002508.SZ,X600498.SH,X600867.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0299483908662432,0,0,0,0,0.125534242295698,0,0,0,0,0.530436476404668,0,0,0,0,0,0,0.0552727435159386,0,0,0.00971745258899484,0,0,0,0,0,0,0,-0.0287186249541014,0,0,0,0,0,0,0,0,-0.084982821780125,0,0,0,0,0,0,0.139140450229289,0,-0.0545358058579582,0,0,0,0,0,0,0,0,-0.00177279201184382,0,0
X000858.SZ,0.237823028605955,0,0,0,0.072629081870202,0,0,0,0,0.0186047320481926,0,0.484198405157888,0,0.00638635376231455,0,0.125589926053439,0,0,0.0327263936556651,0,0,0,0,0.0209074396055979,0,0,0,0,0,0,0,0,0,0,0,0.0056816921518843,0,0,-0.0266713994175316,0.00376171127914229,0,0.0208360583864912,0,0.0259724471214955,0,0,0,0,0,0,0,0.0186607355903145,-0.0321831452484773,0,0,0,-0.040913238882019,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0634688037369315,0,0,0.209715848286091,0,0.0135016716917064,0,0,0.104399807857851,0.0347838271974842,0,0,0.0122703025754943,0.001642667936922,0,0,0,0,0,0,0,0,0,0,0,0,0.094465081518917,0,0,0.0724385021808477,-0.0682221251061166,0,0,0,0,0,0,0.0221048994094905,0,0,0,0,0,0,-0.00171347887088443,0,0,0,0.0327835036663039,0,0
X000651.SZ,0,0,0.0413516053147591,0,0,0,0,0,0,0,0,0,0,0.046270203468506,0,0,0,0,0,0,0,0,0,0,0.0284649550134683,0,0,0,0,0,0,0,0,0,0,0,-0.0799422627593794,0,0,0,0,0.0695117428272589,0,0,0.00745290143494457,0,0.0132730788018683,0.164243744039819,0,0,0,0.0922944133867133,-0.1099667490716,0,0,0,0.0889219062564337,0,0
X002415.SZ,0,0.0554866543338259,0,0,0,0,0,0,0,0.0546257209248974,0,0,0,0.0330952329123685,0,0,0.0213496037839387,0.0874803046930205,0,0,0,0,0,0.519930549101347,0,0.178777512563933,0,0,0,0,0,0,0,0,0,0.000896431933149808,0,0.0339790015169453,0,0,0,-0.0885085936293495,0,0,0,0,0,0,0.0923390334173333,-0.0955139702996254,0,0.0638301697508301,-0.0928546009427616,0,0,0,-0.00871436419935283,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.0846704786446403,0,0,0,0,0.0519919012851476,0,0.117196791507553,0,0,0,0,0,0,0,0.0561249596838007,0,0,0,0,0,0,0,0.0156751826959027,0,0.0391551649655293,0,1.73472347597681e-18,0,0,0,0,0,0,0.0421770573948196,0,0,0.0139149011183832,0,0,0,0.003339941519787,0,0,0,0,0,0,0
X002475.SZ,0,0.17180141419182,0,0,0,0,0,0,0.0601196940478392,0,0,0,0.0504875290506545,0,0.291273204906988,0,0,0,0,0,0,0,0.00843029930567111,0,0,0,0,0,0,0.185078319631443,0,0,0.23909334816257,0,0,-0.0757807809014345,0,0.320025775569013,0,0,0,0.016628666593113,0,0,0,-0.098732331513091,0,0,0,0,0,0,0.0445667941843824,0,0,0,0,0,0
X003816.SZ,0,0,-3.46944695195361e-18,0,0,0,0,0,0.130806157210634,0,0,0,0,0.054881609559585,0.224106666150096,0,0,0,0.197591508520157,0,0,0,-0.110926122002434,0,0,0,0.0449383690195735,-0.26881120410012,0,-0.0886525614274451,0,0,0,0,0,0,0,0,-0.0461388537564131,-0.0628651406726761,0,0,0,0,0.0681568013562826,0,0,0,0,0,0,0.0898680055368403,0,0,0,0,0.159486317887117,0,0
X002304.SZ,0.281100842599692,0,0.00184859237591991,0,0,0,0,0.130823511060937,0,0,0,0,0,0.0300577518197717,0,0,0,0,0.0258133602169028,0,0,0.0836312669495277,0.056446278697035,0,0,0.0356130166130215,0,0,0,0,0,0,0,0,0,0.00472779416814631,0,0,0,-0.0163052306155721,0,0,0,0,0,0,0,0,0,0.0465547674228937,0,0,0.0273880926374541,0,0,0,0,0,0
X000063.SZ,0,0.0105062302037586,0,0,0,0,0.0815576377727669,0,0,0,0,0.124298382737308,0,0,0,0.00542464224196774,0,0,0.154494796426959,0,0.0466366887504567,0,0.0342348226972045,0,0,0,0,0,0,0,0,0,0.0116870872979092,-0.0531937920950041,0.0448367575623974,0.0121980072186664,0,0,0,0,0,0,0,0,0,0,0,0,0.0456581485962947,0.0651082213557272,0,0.0101194344402664,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.107065218173177,0,0,0,0,0.0147246339356031,0,0,0,3.46944695195361e-18,0.0904406807508664,0,0,0.0248230551149497,0,0,0,0.0526126210594631,0,0,0.0185864722358017,0,0,0.0436863587806483,0.00831644002927937,0.0858592118419627,0,0,0,0,0,0,0.00787290539106578,0,0,0.0840179960137569,0,0,0,0,0,0,0.026785935182763,0,0,0,0,0,0,0
X000568.SZ,0.383303517429727,0.293234520944493,0,0,0,0,0,0,0,0.0884953893513146,0,0,0,0,0,0.0627600653948173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.110297539988655,0,0,0,0,0,0.022349482766642,0,0,0,0,0,0,0,0.0181567367817201,0,0,0,0,0.0238331204909063,0,0
X600031.SH,0,0,0,0,0,0,0.142298813737951,0,0,0,0,0,0,0,0.25891047716698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199269021513532,0,0.119729598161793,0,0,0.00474146091837391,0,0,0,0,0,0,0.047269101308408,0,0,0,-0.0454189933057073,0,-0.010242838085844,0,0,0,0,-0.0104038865848165,0,0
X600690.SH,0,0,0.0466135058877798,0.142509951094361,0,0,0,0,0,0,0,0,0,0,0,0,0.169417785949287,0,-2.71050543121376e-20,-0.0938957924762273,0,0,0.0138244290370474,0,0,0,0,0.0716362826354137,0,0,0,0,0,0.0395519685062225,0,0,0,0,0,0,0,0,0,0,0.0322311333812986,0.0652186321463023,0,0,0,0,0,0,0,0,0,0,0.0272513013731537,0,0
X000338.SZ,0,0,0,0,0,0,0.0498174536973042,0,0.0497306092561775,0,0,0,0.268015364820541,0,0,0,0,0,0,-0.13675949713895,0.0111033523596403,0.03766502845623,0,0,0,0,0,0,0,0.147334341208866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0551200891484228,0.0299121309162342,0,0,0,8.67361737988404e-19,0,0
