,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000651.SZ,X002475.SZ,X000568.SZ,X002304.SZ,X600690.SH,X600031.SH,X300124.SZ,X600104.SH,X300014.SZ,X000725.SZ,X002371.SZ,X000063.SZ,X600703.SH,X000338.SZ,X002129.SZ,X000625.SZ,X300142.SZ,X002241.SZ,X003816.SZ,X000661.SZ,X002049.SZ,X000100.SZ,X000596.SZ,X601877.SH,X002179.SZ,X600460.SH,X000157.SZ,X002074.SZ,X600584.SH,X000799.SZ,X002007.SZ,X600183.SH,X600702.SH,X002414.SZ,X600741.SH,X002236.SZ,X601799.SH,X600089.SH,X000800.SZ,X600779.SH,X000066.SZ,X300146.SZ,X300003.SZ,X600884.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.195170673602633,0,0.0455774141969252,0,0,0.0372884670818751,0.101371332688188,0.0375740980979717,0.0999809085373809,0.0548363802851501,0,0,0,0,0,0,0,0,0.0429698524069387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883420312395933,0,0,0,0,0,0,0.0186796812946217,0,0.041890387643229,0,0,0,0,0,0.0125673826928225,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.198180116590124,0,0,0.381465833370833,0,0,0.101715462638677,0,0,0.0590686427123532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570802365972618,-8.67361737988404e-19,-0.0421321133526406,0,0,0,0.0296650349519226,-0.11787671698599,0,0,0.270967257375195,0,0,0.0700195968491575,0,0.0361947990289927,0,-0.0139130010210234,0,0,0,-0.0125687889422627,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.106524059956407,0,0,0.104100890255953,0,0.0520197997196321,0,0.100039373122459,0,0.13416567717318,0,0,0,0.08872078715386,0,0.0212195348229281,0,0,0,0,0,0.000484013019218233,0,0,0,0.044464022129362,0.0152289249172653,0,0,0,0.0291617005794943,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372673150536609,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.124026794836014,0.195142728196851,-0.127084058867605,0,0.10344588699479,0,-0.0158597831026836,0,0,0,0,0,-0.0870115348464267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478119532830543,0,0,0.0463644719498304,0,0,0,0,0,0,0,-0.120837693347113,0,0,0,0,0,0,0.0872065480486343,0,0,0,0,0,0
X600276.SH,0,0,0,-0.0577230038229768,0,0,-0.125526777144627,0,0.09456199718422,0,0.0323767577466454,0.10860914111166,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0300946541751402,0,0,0.0536524748592665,0,0,0,0,0,-0.0471144450603217,0.320450020677229,0,0,0,0,-0.269138791799596,0.0295406182986531,0.237733763649717,0.00642173729185201,0,0,0,0,0,0,0,0,0.0388028157261383,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.127856833472703,0,0,0,0,0,0,0.195913706507664,0,0,0,0.0166129435649275,-0.0385100197285239,0,0,0.041287080134107,0,0,-0.0825716495181286,0,0,-0.0487264437604385,0,0,0,0,0,0,0.0976004993654662,0,0,0,-0.0304175797665037,0,0,0,-0.00751581090157054,-0.0423215269499338,0,0,0,0,0,0.0981816407470861,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.0332632597353339,-0.0681803206932661,0,0,0,0.0388190653533257,0,0,0,0,0,0,0,-0.0470611305729947,0.0612139211057027,0,0.0445913662365459,0.197883281536318,0,-0.0669646993029816,0,0,0.047199032404683,0,0,0,0,0,0,8.67361737988404e-19,0.0425202162005446,0,0,0.215076658531228,-0.0679021413963296,0,0,0,0.0992615137219393,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.624196255811124,0,0.0326388443091012,0,0,0,0,0.154745283084992,0,0,0,-0.237632022628646,0,0,0,0.0359809481205502,0,0,0,-0.0187593360662893,-0.0260455457876537,0.0392872431517336,0,0,0,0,0.129693412702018,0,0,0,0,0,0,0,0,0,0,0.0221118450051514,0,0,0,0,0,0.0493155192107951,0,0,0,0,0,0,-0.00598516839039495,0,0,0,0,-0.0624338871786193,0,0
X002304.SZ,0,0,0,0.369261361743938,0,0,0,0.27111023988586,0,0.0324991234510924,0.0429343042484537,0.0902156111295765,0,-0.249489321491699,0,0,0.115632184164098,0.256149213538049,0,0,0,-0.046957705071754,0,0,0,0,0,0,0,0.142991009913222,0,0,0.0595360150835825,0,-0.0558426167358192,0,0,0,0,0,0,0,0,0,0,0.131149895792109,0.0102702859108294,0,0,0,0,-0.018997831796673,0.0145796611659134,0,0,0,0,0,0
X600690.SH,0,0,0.207071550898311,0,0.210004582189502,0,0,0.114699854719633,0,0,0,0,0,0,0.181724059246258,0,0,-0.0218230609526716,0,-6.93889390390723e-18,0,-0.0548728596720783,0,0,0,0,0.0559457160160035,0,0,0,0.0290537600839603,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0813127746420101,0,0,0,0,0,0,-0.0834114970605008,0,0,0,0,0,0,0
X600031.SH,0,0.073596729797879,0.0166508384666415,0,0.0258142451915273,0,0,0,0,0.125228650035952,0,0.0301681523274287,0,0,0,0,0,0.136075255706887,0,0,0,0,0,0,0,0,0,0,0,0.00976379026530017,-0.0504525228302883,0,0,-0.0343056605776489,0,0,0,0.0122539176509438,0.0268947030024518,0,0,0.0611843368538356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.167114192169456,0,0,0,0,0,0,0,0,0.215798715901142,0,0,0,0.1771288104195,0,0,0,0,0,0,0.168486316055622,0,0,0,0.10106202687553,0,0.0411778942867663,0,0,0.017019579359728,0,0,0,0,0,0,0,0.0453543873535385,-0.144275090933207,0,0,-0.0282389894139947,0,0,0,0,0,0,-0.0701202854025966,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.133403283044393,0,0,0,0,0.0320232386473783,0,0,0,-0.00363814230441868,0.117101268922411,0.0864376518699272,0,0,-0.00733119967364163,-0.0143161385536397,0,0,0,0,0,0,0,0,0,-0.0215555468827742,0,0,0,0.119441700873762,0,0,0,0,0,0.02556686475416,0,0,0,0,0,0.08052824238974,-0.03271394705047,0,0,0,-0.0909478459399808,0,0
X300014.SZ,0,0,0.244159883000158,0,0.263980832493442,0,-1.73472347597681e-18,0,-0.0153830753658256,0,0,0.19277249132592,0,0,0,0.143055186931062,0,0,0,0,0.0850323904893292,0,0.16200963972442,0,0,0,0,0,0,0,0,0,0.23854415223696,-0.167046828533833,0,0,-0.0231173683756374,-0.11989078078738,0,0,0,0,0.223884546524447,0,0,0,0,0,0.181572238726493,0,0,0.060402805739512,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.074640354433329,0,0,0,0,0.358857536448443,0,0,0,0.0956986729223056,0,0.0104832682130458,0,0,0.0840855782333398,0,-0.0209993784735361,0.109167813414845,0,0,0.0465187122776729,0,0,0,0,0,0,0,-0.00112999350883188,0,0,0,0,0,0,-0.062696992155849,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0.00969520299251065,0,0,0,0,0,0,0,0,0.254000691496804,-0.266140575995318,0.0796648669568229,-0.0379862419486888,0,0,0,0,0,0,0,0,0,0,0,0,0.0347364498020993,0,-0.126336062772916,0,0,0.18030886389117,0,0,0,0,0,0,0,0,0,0,0,0,0.00177385966741735,-0.027491740275403,0,0,0,-0.514472093521631,0,0
