,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X002415.SZ,X000651.SZ,X600809.SH,X003816.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X300124.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X002463.SZ,X600089.SH,X000157.SZ,X600372.SH,X600584.SH,X600703.SH,X000977.SZ,X600066.SH,X002028.SZ,X600741.SH,X002236.SZ,X600418.SH,X600522.SH,X002049.SZ,X600183.SH,X601877.SH,X000921.SZ,X000661.SZ,X002180.SZ,X000800.SZ,X601799.SH,X600487.SH,X002129.SZ,X002074.SZ,X002294.SZ,X002223.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0752316568217683,0,0,0,0,0,0.0868452943420343,0,0.34688648468292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0999475696056146,0,0,-0.0903937742439756,0,0,0,0,0,0,0.0302194239600874,0,0,0,0,0,0,0,0,0,0,-0.000422983255152396,0,0.0302951916783015,-0.0986229023751939,0,0,0,0.0107837799625151,0,0
X000858.SZ,0.426863746119136,0,0.00912714353319733,0,0,0,0,0.225673409835545,0,0,0,0,0,0,0,0,0,0,0,0.169947489517683,0.107305406969823,0,0,0,-0.0826565398468143,0,0,0,0,0,0,0,0,0,0,-0.0201692116986702,0,0,0,0,0.029369630462951,0,0.055904823806225,0,0,0,0,0,0,0.0786961510705275,0,0.0239093653077327,0.0613515908936667,2.16840434497101e-19,0,0,-0.0479973591846117,0,0
X600276.SH,0,0.355876139084719,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.031540872603878,0,0,0,0,0,0,0,0,-0.209579410004081,0,0,0,0,0,0,0,0,0,0,0,0,0.077438868320032,0,0,0,8.67361737988404e-19,0.302934751230579,-0.337032571823541,0,0,0,0.218057807819409,0,0.0520853850660166,0,0,0,-0.0750751935644187,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.230468537270649,0,0,-0.0164133655575675,0,0,0,0,0,-0.0835093046799629,0,0,0.637869417929485,0.0998029964002261,0,0,0,0.141082355440579,0,0,0,0,0,0,0.0534727683414659,0.206183026131856,0,0,0,0.0482490151090887,0,-0.0743497344800734,0,0,0.0321486663960661,0,0,0,0,0,-0.0405962367509819,0,0,0,0,0.0239187690549354,0,0
X600690.SH,0,0,0,0,0,0,0.555914161657189,0,0,0,0,0,0.101089688668948,0,0,0,0,0,0.0765175900518445,0,0,0.000355827753949638,0.0300272782830612,0,0,0,0,0,0,0,0,0,0,0,0,0.0533669486718287,0,0,0,0.0285365826748565,0.151715069530698,0,0,0,0,0,0,0,0,0.111284641084105,0,-0.00560296990510053,0.000570788497844416,0,0,0,0.0166506495669651,0,0
X002415.SZ,0,0,0,0,0.230671524901235,0,0.0535777158759314,0,0,0,0,0,0,0.0616897308570344,0,0,0,0.0659900475834308,0,0.0591982792349087,0,0.00595285597239537,0,0,0.0617280407296933,0,-0.165452652381114,0,0,0,0,0,0,0,0,0,0,0.179327856987866,0,0,0,0,0,0,0.126079895689537,0,0,0,0,0,0,0.0159227825070601,0,0.00377520012117873,0,0,0,0,0
X000651.SZ,0,0,0,0,0.252597668511453,0,0,0,-0.041068666002786,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.0694578686942736,0,0,0,0.0416516084354271,0.0496288909104753,0,0,0,0,0,0,0.0854437983921211,0,0,0,0,0,-0.0370351308902286,0,0.150700993801473,0,0,0,0,-0.0709214185118399,0,0,0,0,0,0,-0.0660132241652277,0.0656185900719574,0,0,-0.0483794981037043,0,0
X600809.SH,0,0,-0.0468680086098178,0,0,0,0,0,0.00231724566805831,0.326179060557849,0,0,0,0,0,0,0,0,0,0.475445423870475,-0.00876255924841207,0,0,0,0,0,0,0.120739957709676,0,0,0,0,0,0,0,0.0525944066072478,0,0,0,0,-0.0403255370446573,0,0,0,0,-0.0650666652968411,-0.0682433273187748,0,0,0,0,-0.00623807720563276,0,0.000464824534174402,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,-0.0379929645004479,0,0,0,0,0,0,0,0.255206336058393,0,0,-0.222095400507862,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151622515359197,-5.42101086242752e-20,0,0,0,-0.248736297204722,0,0,0,-0.0443727937255872,0,-0.0880209839191263,0,0,0,0,0,-0.0235953843312758,0.341373592482486,0,0,-0.123995607211161,0,0
X000568.SZ,0.270736963155338,0.228271201975555,0.0563491246690859,0,0,0,0,0.172828823216057,0,0,0,0,0,0,0,0,0,0,0,0.343193834040778,-0.0334993609773142,0,-0.158818931289759,0,0,0,0,0.0163136474939868,0.105838607777574,0,0,0.0489200327057315,0,0,0,0,-0.0193645045587286,0,-0.0585325270175701,0,0,0.0885806322379561,0,0,0,-0.0830142827846213,0,0,0,0,0,-0.0255568646138168,0,-0.0539855445526463,0,0,0,0,0
