,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X002304.SZ,X600276.SH,X600104.SH,X600690.SH,X000651.SZ,X000725.SZ,X002371.SZ,X002129.SZ,X300124.SZ,X003816.SZ,X600031.SH,X300014.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000338.SZ,X600703.SH,X000596.SZ,X601877.SH,X002179.SZ,X000625.SZ,X600460.SH,X600089.SH,X000100.SZ,X000661.SZ,X600741.SH,X300142.SZ,X002180.SZ,X600702.SH,X002074.SZ,X600884.SH,X600522.SH,X000157.SZ,X000733.SZ,X000799.SZ,X002236.SZ,X002008.SZ,X600584.SH,X600779.SH,X600563.SH,X000977.SZ,X002414.SZ,X002007.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.321324350698371,0,0,0.0826701189651975,0.0543329091840803,0,0,0,0.00613597966565703,0,0,0,0,0,0,0,-0.0175261723090743,0,0,0,0,0,0.215838401952753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575988699261629,0,0,0,0,0,0,-0.0138703898139321,0,0,0,0,0.00462901290722489,0,0
X000858.SZ,0,0,0,0,0.186138410298972,0.0436646006194621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425325438473159,0.116388399163542,0,0,0,0,0,0.146930416479457,0,0.0441797556979013,0,0,0,0,0,0,0,0,-0.0336170774977893,0.0419718876643423,0,0,0,0.00322521046098821,0,0
X002415.SZ,0,0.222413388084691,0,0,0,0.121016877803326,0,0,0,0,0,0,0.0176186185182272,0,0,0,0,0,0,0,0,0,0,-0.0574557470400467,0,0,0,0,-0.123821132764399,0,0,0,0,0.0517515968046825,0,0,0.0242727822743332,0,0,0,0,0,0,0,0,0,0.0571836714380737,0,0,0,0,0.0104599460862839,0.00108018118904357,0,0,0,-0.00804970715012734,0,0
X600809.SH,0,0,0,0,0.34867538296246,0,0.0493944960430009,0,0,0,0,0,0,0,0,0,0,0,0,0.0468151540957416,0,-0.442115381705611,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193345744619292,0,0,0,0.0426201115583232,-0.0372176260620617,0,0.0317327534755492,0,0,0.0251969516325516,0.0164154063479322,-0.00668324895244087,0,0,0,0,0,0
X000568.SZ,0.586047531813757,0,0,0.0581077015938042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422794293645843,0,0,0,0,0,0.0876672141283782,0,0,0,0,0,0,0,0,0.0490126036203887,0.00809183738596332,0.0506611134650727,0,0,0,0,0,0.0316306651968196,0,0.0469491461960714,0,0,0.00065736545176363,0.041032006482529,0,0,0.112466390703364,0,0.0137155748129121,0.0194911276837359,0,0,0,0,0,0
X002475.SZ,0.0285186575787931,0.0888921675271393,0,0,0,0,0,0,0,0,0,0,0.222307683175604,0,0,0,0,0,0.450856127078298,0,-0.00296483257712135,0,0,0,0,0,0,0,-0.0609410095544069,0,0,4.33680868994202e-19,-4.33680868994202e-19,-2.16840434497101e-19,0,0,0,0,-0.174060319932284,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.076752769497864,0,0,0,0,0,0,0.0722522885524667,0,0
X002304.SZ,0,0,0,0,0.0251262787388456,1.18537701686558e-05,0,0,0,0,0,0,0,0,0.00835218412040816,0,0,0.0127516663887567,0,0,0,0,0,0.253311943529906,0,0,0,0,0,0.0796580182662843,0,0,0.0489445019320073,0,0,0,0,0,0,0,0,0.0167324106568617,0,0,0.15929206830176,0,0,0,0,0,0,0,0.0137194280884773,0,0,0,0,0,0
X600276.SH,0.148450422298871,0,0.0331390877215463,0,0,0,0,0,0,0.210309253008497,0,0,0,0,0,0,0,0,0,0,0.261701529522472,0.0467844777628659,0.0213897485975624,0,0,0,0,0,-0.0197379320435762,0,0.0277458165264985,0,0.0580776054209804,0.0110036759668982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0474119887061638,0,0,0,-0.072583834246569,0,0
X600104.SH,0,0,0,0,0.0152696090050637,0,0,0,0,0,0,0,0,-0.00866088185590505,0,0,0,0,0,0,0,0.0133280628835626,0,0,0,0.00955690656254192,0.196955558058398,0,0,0.211328344448369,0,0,0,0,0,0,0,0,0.121757865142267,0,0,0,0,0,0.0165767824526177,0.00117924387064804,0,0,0,0,0,0,0,0,0,0,-0.00509750364757743,0,0
X600690.SH,0,0.0961744099355785,0,0,0,0,0.033698900455571,0.0240564096130522,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.0945729158097716,0.178146076657733,0,0,0,0,0,0.0725905014208735,0,0,0,0,0,0,0.0902276572845413,0,0,0.120630706053588,0,0,0.0461261148328731,0,0,0,0.0893040679006231,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0870736548228038,0,0.0535486669889162,0,0,0.00995389630390572,0,0,0,0,0.171825091406395,0,0.091120678532149,0,0,0,0.144972034203971,0,0,0,-0.0208381522907633,0,0,0,0,0.0128580953891777,8.67361737988404e-19,0,0.0536630710959743,0,-0.0589089921443365,0,-0.0672881231690093,-0.067006262307466,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0615739380124757,0,0,0,0,-0.00222030903268072,0,0,0,0.0115821942751703,0,0
X000725.SZ,0,0,0,0,0,-0.010852381071619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953216167113327,0,0,0,0.0243955641990604,0.221590827298333,0,0,0.20301587267516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038459103729209,0.00288710800712213,0,0,-0.041555219198394,0.0442293151921581,0,0,0,0.0247284564163056,0,0
X002371.SZ,0,0,0,0.0375860447171691,1.38777878078145e-17,0,0,0,0,0,0,0,0,0.289013792715519,0,0,0,0.152896751731547,0,0.128951048587691,0,0,0,0,0.121610129948255,0,0,0.388152446346412,0,0,0,0.0402481735156521,0,0,0,0,0,-0.0240454620063079,0,0,0,0,0,0,0,0.234462752697823,0,0,0,0,0,0,-0.0424190872834317,0,0,0,-0.0416767677088002,0,0
X002129.SZ,0.130909355763582,0,0,0,0,0,0,0,0,0,-0.0371328872523323,0,0.129941413650996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0988308435417037,0,0,0,0,0,0,0,0.00155091552730271,0,0,-0.0852622805335477,0,0.0368510350531448,0,0,0,0.0134502144755335,0,0.0753780231062617,0,0,0,0,-0.0201555451072386,-0.00284954781267232,0,0,0,-0.0912265474456634,0,0
