,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000661.SZ,X002304.SZ,X000063.SZ,X600031.SH,X000568.SZ,X000725.SZ,X600809.SH,X003816.SZ,X600690.SH,X300142.SZ,X002241.SZ,X000338.SZ,X002007.SZ,X600703.SH,X300014.SZ,X002371.SZ,X000596.SZ,X300124.SZ,X000100.SZ,X002049.SZ,X300003.SZ,X600584.SH,X002129.SZ,X601877.SH,X002414.SZ,X600741.SH,X000157.SZ,X600183.SH,X000800.SZ,X002236.SZ,X000066.SZ,X300136.SZ,X002456.SZ,X000977.SZ,X000625.SZ,X002179.SZ,X600118.SH,X002185.SZ,X002008.SZ,X002463.SZ,X601799.SH,X300146.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.433857617468416,0,0,0,0,0,0,0.00573444271818248,0,0,0,0,0,0,0,0.0605495932612872,0.0150361764483042,0,0,0,0,0,0.0578045952406441,0,0,0.0496849146192426,0,0.00813616955749751,0.0171286231265604,0,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0.00897776666194536,-0.00577472921363509,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0698969352809165,0,0,0.204697338371228,0,0.454209488196365,0,0,0.0149910912995989,0.0689211994523911,0,0,0.0556097882846335,0,0,0,0,0,0,0,0,0.0243447800361567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514755681630972,0,0,-0.00269686693391128,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.272442228636287,0.158061061524253,0,0,0,0,0.0197374977676609,0,0,0,0,0,0,0,0.011266954063802,0.00557951229556949,0,0,0,0,0,0.0767980702324677,0.0653608470174855,0,0,0,0,0,-0.103228512561374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0191531283607868,-0.00164357184060143,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311068762000119,0,0.0588617946228098,0,0,0,0.0415329199061712,0,0,0.0177041224276716,0,0.0610124930857656,0.028588304786865,0,0,0,0,0,0,0,0,0.0579424987551885,0.087332624344237,0,0,0,0,0.0360944863431505,0.0173270494326832,0,0,0.0213299398724696,0,0,-0.00139183044625529,-0.0222412607784384,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0372697035204943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708489365546875,0,0,0,0,0,0,0,0,0,0.317728390380883,0,0,0,0.172209527417874,0,0,0,0,0.0449116740377592,0,0,0,0,0,-0.0516541787354257,-0.00422746282053155,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0067373407915615,0,0,0,0.0871667975749947,0.0664661746191812,0.00735648512824298,0.228070197041432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0426344552063861,0,0,0,0.0326345177759101,0,0,0,0,0,0.0469034189246116,0,0,0,0,0.0037000103191551,0.0191021038074463,-0.0100875257497493,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,-0.0530045981413064,0,0,0,0,0,0,0,0.050772025763675,0,0,0,0,0,-0.102221410791442,0,0,0,0,0,0,0,0,0.05503693349755,0,0,0,0,0.0534346991646406,0.154484414023586,0.0763783015829377,0,1.73472347597681e-18,0,0.122575087697276,0,0,0.0701312275090393,0.0274809221259929,0,0,0,0,-0.081101633052685,-0.0150655971016946,0.0070002215489253,0,0,0,0,0,0
X000661.SZ,0,0,0,0.147677931024328,0,0,0,0,-0.139798300088651,0,0,0,-0.0461618488879057,0.164049250859868,0,0,0,0,0,0.212028640168153,0,0,0,0,0,0,0,0.0185817327293013,0,0,0,0,0,0,0,0,0,0.0834051098357096,0,0,0,0,0,0,0,0.0366099642949941,0,0,0.0207146267106058,0,0,0.0145588731121106,-0.0306046976488719,0,0,0,0,0,0
X002304.SZ,0,0.279877947564261,0,0,0,0,0,0,0,0,0,0.325336692021933,0,0,0,0,0.0426505205250839,0,0,0,0,0,0,0.164498035165556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106717459739888,0,0,0,0,0,0,0,0,0,0,0,-0.00750142299682613,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,-0.122899303804052,0,0,0,0,0,0,0,0.107909932428895,0,0,0,0,0.101630987198621,0,0,-0.0368993561915534,0,0,0,0,0,0,0,-0.0114920464437493,0,0.182992345261531,0,0,0.138970908312297,0,0,0,0,0,0,0,0,0.123492952233929,0.00742087744678946,0,0,0.323528370938065,8.67361737988404e-19,0.0112526190239663,-0.0273741538288634,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,-0.144047039765465,0,0,0,0,0,0,0,0,0.0121037747941707,0,0.276203598002251,0,0.0218520217527576,0,0,0.183678834936505,0,0,0.0922277348866539,0,-0.110852194341088,0,0,0,0,0.192080346151627,0,0,0,0,0.0859511906530029,0,0,0,0,0,0,0,0.15225476279494,0,0,-0.00433464741711408,0,-0.011415379796067,-0.0195428189598188,0,0,0,0,0,0
X000568.SZ,0,0.544076524332014,0,0,0,0,0,0,0.127243696770921,0,0,0,0.106497346904651,0,0,0,0.0436248494317661,0,0,0,0,0,0,0.0692855533539157,0,0,4.33680868994202e-19,0,0.00949166434388958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.054475052022918,0,0,0,0,0,0.00630502434833376,0.00499319167878624,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0561479585610331,0,0,0,0,0,0.124818019099778,0,0,0,0,0.091839774876177,0.0399779324843814,0,0,0,0.11852400069282,0.0211395237543999,0,0,0,0,0,0,0,0.0124974334071414,0,0.137340416342868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179184905909383,0.0111061671217149,0,0,0,0,0,0
X600809.SH,0,0.463800591434918,0,0,0,0,0,0.0435683872439275,0,0,0,0,0,0,0,0,0.131966445414657,0,0,0.141108578356852,0,0,0,0.0586817896933615,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,-0.0463572182771212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0194216320898171,-0.0149641191178255,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0215717072922732,0,0.00334031803294704,-0.015079144439272,0,0,0,0,0,0,0,0.0182998613484771,0,0,0.0425445121786015,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.00244695276954284,0,0,0,0,0,0,0.0052379898556453,0.130281302615775,0,0.0452568308098351,0,0,0,0,0,0.00684077583146789,0,0,0,0,0,0.00505743325688313,-0.00245338585346802,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.0474300067823836,0,0,0,0.0349392814832842,0,0,0,0,0,0,0,0,0,0,0.00325594272878561,0,0,0.0100325666737717,0,0.0171133712715433,0.0805329772835227,0,0,0,0,0,0,0,0.14576727410213,0,0,0.165779291641211,0,0,0,0,0,0,0,0,0,0,0.0208922211571169,0,0,0,0,0,0,0
