,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X000100.SZ,X600809.SH,X600183.SH,X300003.SZ,X300014.SZ,X002241.SZ,X002371.SZ,X000596.SZ,X002007.SZ,X002236.SZ,X601877.SH,X000977.SZ,X000625.SZ,X002463.SZ,X300124.SZ,X000157.SZ,X002456.SZ,X300142.SZ,X002129.SZ,X300136.SZ,X600118.SH,X600498.SH,X600271.SH,X002414.SZ,X000066.SZ,X002180.SZ,X002179.SZ,X600584.SH,X002008.SZ,X600487.SH,X002185.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.051270669253433,0,0,0,0,0.0652353682144713,0,0,0,0,0,0,0,-0.0195791655529835,0,0,0,0.062495445379022,-0.241699388885393,0.08841774567221,0.0792864680148562,0,0,0.253045827328529,0,0,0,0,0,0,0,0,0,0.204629480716372,0,0,0,0,0,-0.0675240160490737,0,0,0,0,0,0,0.168603369878807,0,0,0,-0.0290426604163246,0,0,0,-0.028202800203682,0,0
X000858.SZ,0,0,0,0.124079523126878,0,0,0,0,0.00928611732427945,0,0,0.0102145314688684,0.502690092422456,0,0,0.0438590007796705,0,0,0,0,0,0,0.0391165923788296,0,0,0.0983848126473994,0,0,0,0,0.0228055401323987,0,0,0,0,0.023892832404687,0,0.0495322047038001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0303789457700783,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204921726533241,0,0,-0.0121589795688755,0.343649209832487,0,0,0,0.0936039266636663,0,0,0.0180251829237088,0,0,0,0,0,0,0,0,0,0,0,0.032561900620282,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018274712375512,0,0,0,-0.0860485989201531,0,0
X000651.SZ,0,0.0370263610844021,0,0,0,0,0,0,0.0254400499430342,0,0.011643999044117,0,0,0,0.254681364507472,0.0413169211068058,0,0,0.0814005935090229,0,0,0,0.0176426512124854,0,0,0.0798166251767612,0,0.0170249621132445,0,0,0,0,0,0,0,0,0,0,0,0.0325825150734891,0,0,0,0.0349491808910333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.201865713367921,0,0,0.103191515168208,0,0,0,0,0,0,0,0.0392443177237955,0,0,0,0.0123054393001707,0,8.67361737988404e-19,0.103821945298802,0,0.181711632460599,0,0,0.128077232034839,0,0,0,0,0,0,0,0,0,0,0,0,0.0106831851322452,0,0,0,0,0.0325689581830931,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.19422586924381,0.101506591401421,0,0.0463872573113676,0,0,0,0,0,0,0.0506344565377165,0,0,0,0,0,0,0,0,0.0695672888104912,0.0279739628598394,0,0.195583512284786,0,0,0,0,0,0.0535678644688504,0,0,0.0496392868719965,0,0,0,0,0,0,0,0,0.0124941825399696,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0947432948433896,0,0,0,0,0,0.0934913453707981,0,0,0,0,0,0,0,0.135307405404848,-3.46944695195361e-18,0,0,0,0,0.077399573209249,0,0,0.0196379709192499,0,0,0,0,0,0,0,0.0381102011464753,0.129828878660376,0,0,0,0.0268220307310973,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111168524577264,0,0.130111174020353,0,0,0,0,0,0.274210492802964,0,0.0273688491903232,0,0,0,-0.0659940273435012,-0.0419600356481788,0,0,0,0,0.0519962031818862,0,0.217494862307569,0,0,0,0,0,0,0,0,0.178961519922875,0,0,0,0,0,0.0308920085086628,0,0,0,0.0439433930672136,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0913465258657941,0,0,0,0,0,0,0.0951989767361745,0,0.404849520551906,0,0,0.00178995266707757,0.0149914059642541,0,0,0.00899228836194773,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0696514001784819,0,0.127271375156248,0,0.032867359244728,0,0,0,0,0,0,0,0,0,0,0,0,-0.00132187440771285,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0950325388553839,0,0,0.05900958247626,0,0,0,0.162230710119114,0,0,0,0,0,0,0,0,0,0.0278622866749932,0,0,0,0,0,0,0,0,0.151929307736745,0,0,0,0,0,0,0,0.284312429861772,0,0,0,0,0,1.73472347597681e-18,3.46944695195361e-18,0,0,0,0,0,0,0,0,0
