,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X600031.SH,X300014.SZ,X000725.SZ,X002241.SZ,X300124.SZ,X000063.SZ,X600703.SH,X000338.SZ,X002371.SZ,X003816.SZ,X002049.SZ,X002129.SZ,X000596.SZ,X000625.SZ,X601877.SH,X000661.SZ,X002179.SZ,X300142.SZ,X000100.SZ,X600741.SH,X002074.SZ,X600089.SH,X600702.SH,X600460.SH,X002236.SZ,X000157.SZ,X002180.SZ,X000799.SZ,X600884.SH,X000733.SZ,X601799.SH,X600779.SH,X600584.SH,X002007.SZ,X002414.SZ,X600522.SH,X600183.SH,X002008.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.511791259500155,0,0,0,0.00115719134063413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165110670124422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00850530645064418,0,0,0,0,0,-0.0405162167683264,0,0,0,0,0,-0.00479242834024575,0,0,0,0.012918288024512,0,0
X000858.SZ,0.366536088771369,0,0.0467133000841113,0.246485042661842,0,0,0,0,0.212774348490354,0,0,0,0,0,0,-0.055361781197524,0,0,0,0,0,0,0.0940152833074887,0,0,0,0.269744319295022,0,0.0137065319974006,0,0,-0.00472565634016813,0,0.00910043034533714,0,0,0,0,0,0,-0.0560818895143417,0.0461773162085351,0,0,0,0,-0.0523127821944726,0,0,0,0,-0.00666492286031688,0.00731056412438589,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.200906662034984,0,0,0.260909195133551,0,0,0,0,0,0,-0.0365041648051326,0,0,0,0,0,0,0,0,0,0,-0.0598700635367828,0,0,0,0,0,-0.0227955133790534,-0.0600437411211092,0,0.29326424830213,0,0,0,-3.46944695195361e-18,0.0863769317719683,0,0,0,0,0.0559353781504212,-0.0652599433942905,0,0,0,0,0,0.0212307456404504,0,0,0,-0.00751678069794633,0,0
X600809.SH,0,0.397746038741505,0,0,0.0824958327209364,0,0,0,0,0,0,0,-0.00260040478117085,0,-0.133481215992502,0,0,0,-0.311148016727699,0,0,0,0,0,0,0,0,-0.223792013105561,0,0,0,0,0,0.113620443001293,0.0420959510356194,0,0,0,0.264358635020604,0,0,0,0.0148315144777934,0,0,0.13139936291462,0,0,0,0,0,0,-6.7762635780344e-21,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0251273490138595,0,0,0,0,0,0,0.224539742513793,0,0,0,0,0,0,0,0,0,0,0,0,0.436231399776675,0,0,0.132648495352929,-0.047050911394291,-0.0542061330302056,0,0,-0.0119052326399792,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0481670224685269,0,0,-0.249134223379115,-0.038533581450912,0,0,0,0,0.0234225468072215,0,0,0,0,0.0671058547582406,0,0
X002475.SZ,0.00387218823361165,0,0.0389192514966215,0,0,0,0,0,0,0,0,0,-0.139674634058497,0,0.254407976571142,0.202983913132485,0,0,0,0.0392921622911516,0,0,0,0,0,0,0,0,0,0,0.02430830438076,-0.073908770926384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133582710594917,0,0,0,0,0,-0.0316195120652546,0,0,0,0,0,0
X600276.SH,0,0,0.139256218945992,0,0,0.0357426320263324,0,0,0,0,0,0,-0.0727495453530503,0,0,0,0,0,0,0,0,0,0.0367993362436514,0,0,0.0990294464778305,0,-0.209811938810515,0,0,0,0,0,0,0,0,0,0,0,-0.0922964566425658,0,0,0,0,0.23350036504264,0,0.0314539544749401,0,-0.0614905641869114,0,0,-0.0145571955290795,0.00946013710815457,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.116462869686838,0,0.211383667136804,0.15368480784469,0,0,0,0,0,0,0,0,0,-0.0284944788138771,-1.73472347597681e-18,0.072395084068709,0,0,0,0,0.013776988419811,0.193734498800941,0,0.00120088693195926,0,0,0,0,0.172538266078298,0,0,-0.0235550123166535,0,0,0,0,0,0,-0.00359034076528355,0.0468187748445717,0,0,0.0527657361375921,0,-0.00593804754836022,0,0,0,0,0,0
X002304.SZ,0,0.318590786819061,0.0854118593307124,0.186520632127308,0.017154119519809,0,0,0.186401189301531,0,0,0,-0.183243355712613,-0.0514379418154966,0,0,0,0,0,0,0,0,0.0272034144121908,0,0,0,0.00285571001386544,0,0,0.0284783904587206,0,0,0,0,0,0,0,0,0,0,0,0.0237513875694744,0,0.0517106028782773,0,0,0,-0.078625136839654,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0
X600104.SH,0.0111541159346999,0,0,0,0.0503263894095157,0.104641448642624,0,0,0,0,0,0.187553495428225,0,0,0,0,0,0,0,-0.133573420003267,0,-0.0866040879906818,0,0,0.0773584175959699,0,0,0,-0.0458770826182427,0,0,0,-0.0158263622486747,0,0.0335314814566482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183663021523023,0,0,0,0,0,0
