,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600703.SH,X002475.SZ,X600741.SH,X000338.SZ,X300003.SZ,X600031.SH,X000063.SZ,X002236.SZ,X002008.SZ,X600809.SH,X600867.SH,X300124.SZ,X000596.SZ,X002456.SZ,X601877.SH,X600271.SH,X000661.SZ,X600566.SH,X600487.SH,X600066.SH,X000625.SZ,X000100.SZ,X002294.SZ,X300136.SZ,X002179.SZ,X300142.SZ,X000977.SZ,X002007.SZ,X002241.SZ,X000981.SZ,X000157.SZ,X002180.SZ,X000050.SZ,X600498.SH,X000869.SZ,X002049.SZ,X600779.SH,X600522.SH,X002508.SZ,X002038.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0949459456194115,0.145157435278092,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0353758875277909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0660924456828506,0,0,0,0,0,0,0,0.0572056353807475,0.122537492405401,0,0,0,0,0,0,0.0163718022077182,0.00366985120025568,0,0,0,0,0,0
X600104.SH,0,0,0.144479801528101,0.0239946373553198,0,0,0,0,0,0,0,0.0632252986943942,0.399038631082843,0,0,0.0447265634839722,0.0288673028844686,0,0.0422005773696439,0,-0.094529804619512,0,0,0,0,0,0,0.0756574018291969,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0922803079155898,-0.0571062504853433,-0.0125288694621067,0,-0.213913377340329,0,0,0,0,0,0.0161889215111903,0.010887578689149,0,0,0,0,0,0
X002415.SZ,0,0.0991762066339262,0,0,0,0,0.00215494043219014,0,0,0,0,0,0,0,0,0,-0.0908626935767102,0.280125799043746,0,0,0,0.141672483679665,0,0,0,0,0,0.123161887005682,0.065589108355475,0,0,0,0,0.00989995893983169,0,0,0.00259433301601871,0,0.0206072110186338,0,0,0,0,0,0,0,0,0,0.184281604550929,0.0839055494684699,0,0.00317133192171664,-0.0530910924516039,0,0,0,0,0,0
X000858.SZ,0,0.00887299895175608,0,0,0.126476296347837,0.0822175225494861,0.108729553844542,0,0.116171192224412,0,0,0.0260766463064132,0,0,0,0,0,0.14810328362642,0.0876669343428092,0,0,0,0.201888910560257,0,0.100721002565304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0057336200030044,0.0108122041997117,0,0,0,0,0,0
X000651.SZ,0,0,0,0.43273765271604,0,0,0,0,0,0,0.360735184291383,0,0,0,0,0,0,0,0,0.0088200306835416,0,0,0,0,0,0,0,0,0.0370540182295449,0,0,0,0,0,0,-0.0440132205044233,-0.0357377954176919,0,0,0,0,-0.234608451998783,0,0,0,0.157898622160692,0.009611739122804,0.0741561642832859,0,0,0,-0.043013156787335,0.0754462789984129,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.298711470700255,0,0,-0.0736948452980768,-0.0921895468344643,0.100991174699846,0.228183272330394,-0.106587999711528,0,0,0,0,0,0,0,-0.102376338987105,0,0.119897661493689,0.176468652920233,0,0,0,0,0.104553956128047,0,0,0,-0.0506125713959102,0.133147770463368,0,0,0,0,0,0,0,0,0.0806237006952209,0,0,0.042149869309062,0,0,0,0,0,0,0.0520468509806835,0,0
X002304.SZ,0,0,0.124651932117895,0,0,0,0,0,0.306306401446116,0,0,-0.0214910993219099,0,0,0.0598220077293226,0,-0.0872875545092941,0,0,0.388951962420826,0,0,0,0,0.00178715577685748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573831264920516,0,0,0,0,0,0,0,0,0,0.0318184570393933,0.00524455487246606,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154177286405149,0,0,0,0,0.0232898179483535,0,0,-0.246479711885066,0,0,0,0,0,0,0.0582140728459354,0,0,0,0,0,0,0,-0.0133278463916292,0.193442195938756,0.206187670337643,0,0,0.0190742895329837,0.188249554651606,0,0,0,0,-0.0503689326019178,0,0,0,0,0,0
X600690.SH,0,0,0,0.3093492831814,0,0,0.191258279736546,0,0,0,0,0,0,0,0.0350642036437555,0,0,0.100414889698169,0,0,0,0,0,0.119662367949897,0,0.0471097912196038,0,0,0,0,0,0,0,0,0,0,-0.123217877860545,-0.0160139859840386,0,0,0,0,0,0,0.0985372458532991,0,0,0,0.0780709178077112,0,0,-0.000754940483968505,0.0224964505398011,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.00656154331661497,0.192246878622195,0,0,0.369880717832933,0,0,0,0,0.106325004888596,0,0,0.00035322555685856,0,0,0,0,0,0.144967824856663,0.0389534210733155,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0679788876404165,0,0,0,0,0,0,0,0.0307342358996609,0,-0.0125768489816316,0.0541366802011438,0.0181445243318093,0,0,0,0.0117056480536881,0,0,0,0,0,0,0
