,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600276.SH,X600104.SH,X000725.SZ,X300124.SZ,X003816.SZ,X600031.SH,X002371.SZ,X002129.SZ,X300014.SZ,X000063.SZ,X002049.SZ,X002241.SZ,X000596.SZ,X000338.SZ,X600703.SH,X300142.SZ,X002179.SZ,X600089.SH,X000625.SZ,X601877.SH,X000661.SZ,X000100.SZ,X600741.SH,X600460.SH,X002180.SZ,X600522.SH,X000157.SZ,X002236.SZ,X000733.SZ,X000799.SZ,X600702.SH,X600884.SH,X002074.SZ,X600183.SH,X600584.SH,X002432.SZ,X000800.SZ,X600779.SH,X000977.SZ,X002414.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0139315438305337,0.23908137576066,0,0.127480273714629,0.179672004865007,0,0,0,0,0,0,0,0,0,0,-0.0431554012702641,0,0,0,0.0433510705255368,0,0,0.0180512795804619,-0.00894374912025018,0,0,0,-0.0480446165418321,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.12490631961523,-0.00232427965484994,0,0,0.0457257354901022,0,0.114785290710923,-0.0306923143396234,0.00311052457432557,-0.0357288006629951,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0230180215611854,0.179164482285192,0.15661908501797,0.136384559376781,0,0,0,0,0,0,0,0,0,0,0,0.0645549893458874,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0529390124708957,0.0722227544942614,0.0822039616814943,0,0,0,0,0,0,0,0,0,0,0.00922181972860196,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0372745593876268,0,0,0,0,0,0,0,0,0.00991569278711692,0,0,0,0,0.0749737478168644,0,0,0,0.0194622333516527,0,0,0,0,0,0,0,0,0,0,0,0.0619771740822833,0,0,0,0,0,0.143409150125878,0,0.0683088120575933,0,0,0.00689339408418414,0,0,0.237840634233614,0,0,0.100778762595681,0,0.0116481410462113,0,0,0,0,0,0
X600809.SH,0,0.0484697663457005,0,0,0.678670182847012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00466052621719677,0.117302010915661,0,0,0,0,0,0,0,0,0.074287924296748,0,0,0,0,0.139581292199134,0,0,0,0,-0.0258692550609888,0,0,0,0,0,0.0537397409025447,0.0265291929587395,-0.0116128218905894,0,0,0,0,0,0
X000568.SZ,0.175125353960291,0.213902059622511,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489884534136152,0,0,0.0149118222536489,0,0,0.177676767336792,0,0,0,0,0,0,0,0,0,0,0,0.0729355718285781,0,0,0,0,0,0.0201984227557984,0,0,0,0,0,0,0,0,0,0,0,0,0.0494363734368161,0,0,0,0,0,0
X600690.SH,0,0.258147756903836,0,0,0.0945921570508206,0,0,0,0,0.133002346216031,0,0,0,0,0,0,0,0.0366351052687261,0,0,0,0,0.0532230113468022,0,0,0,0,0,0,0,0.0678375313355223,0.150363701619699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312133933109587,-0.0387531560716805,2.16840434497101e-19,0,0,0,0,0,0
X002304.SZ,0.215793271630472,0,0,0.139316837928149,0,0.035091536447227,0,0,0,0,0,0,0.0272130124605618,0.128710487257297,0,-0.136178141541127,0.103578754694422,0.0239169009705511,0,0,0,0.168664677167752,0,-0.0189392871684641,0,-0.0479570297949583,0,0,0,0,0,0.0751919763287059,0,0,0,0,0,0,0.00911995486385845,0.268806898794487,0,0,0,0,0,0,0,0,0,0,0.0926842655451075,-0.00295576997124789,0,0,0,0,0,0,0
X002475.SZ,0,0,0,-0.151558468181155,0,0.0425752903720663,0,0,0,0,0,0,0,0,0,0.310767382868922,0,0,0,0,0.396075444934377,0.22954144141054,0,0,0,0,0,0,-0.000694585656661199,0,0,0,0,0,0.0133063512292856,0,0,0,0,0,0,0,0,0,0.0107185872462166,0,0,0,0,0,0,-0.040747612552596,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0535982685380796,0.196822258499852,0,0,0,0,0,0.143364855119767,0.0205371260126283,0.206013604768928,0,0,-0.071965291535736,0,0,-0.0388869936195189,0,0,0,-8.67361737988404e-19,0,0,0,0,-0.0300568870804192,0,0.0895235329534684,0.0465650240783276,-0.0668714513935385,0,0,0,0,0,0,0,0,0,0,0.0372926989243744,0.0795560263436472,0,0.0659248009026672,0,0,0,-0.0363230996110916,0,0,0,0,-0.0474581239925885,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.000605407982625455,0,0,0,0.297137440138144,0,0.164298308752075,0,0,0,0,0,0,0,0,0,0,0.0455600299775546,0,0,0,0.125998711945693,0.218860730745229,0.122830175504718,0,0,0,-0.022783047655343,-0.0411271088919371,0.0339957933799094,0,0,0,0,0,0
