,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002415.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600276.SH,X600104.SH,X000625.SZ,X300014.SZ,X000651.SZ,X300124.SZ,X002129.SZ,X600031.SH,X000725.SZ,X002371.SZ,X003816.SZ,X000596.SZ,X000063.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X000661.SZ,X601877.SH,X600741.SH,X600522.SH,X002074.SZ,X002180.SZ,X300142.SZ,X600460.SH,X000733.SZ,X600884.SH,X000100.SZ,X600702.SH,X000799.SZ,X000157.SZ,X002236.SZ,X601799.SH,X600584.SH,X000800.SZ,X002176.SZ,X002056.SZ,X600563.SH,X002414.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.130905028684363,0.140980248418377,0.0388078741296714,0,0,0,0.00124766569438081,0,0,0,0,0,0,0,0,0,0.0809952875932768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0601157656063988,-0.0111266774747596,0,0,0,0,-3.46944695195361e-18,0.0240253557167778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334019089782994,0,0
X000858.SZ,0,0,0.0833218384188895,0.260152512398942,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0333449011335297,0,0.126134598326562,0,0,0,0,0,0,0,0,0,0,-0.0523225348331161,0,0,-0.00266161837099014,0,0,0,0.0622047953285674,0.0292496362278538,0.26135902361169,0,0,0,0,0,0,0.045427985640231,0,0,0,0,-0.00686537580080273,0,0,0,0,0,0,0
X600809.SH,0,0.549435653949982,0,0.0067595555302539,0,0,0,0.0568188832742018,0,0,0,0,0,0,0,0,0,0,0,0.035924793221935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508301375767824,0,0,0.252201873214124,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0.0241798754960554,1.38777878078145e-17,0,0,0,0,0,0
X000568.SZ,0,0.0956280763870906,0,0,0,0.222125869232637,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586813626597928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680922183197606,0.328313980385319,0,0,0,0,-0.0295179426326797,0,0,0,0,-0.0284268390868294,0,0,0.0500950843137547,0,0,0,-0.0665383409146514,0,0
X002415.SZ,0,0,0,0,0,0.269990162715959,0,0,0,0,-0.31231311022891,0,0,0.275426666914453,0,0,0,0,0,0,0,0,0.0332938394767705,0,0,0.0868380556674882,0,0,0,0,0,0,0,0,0,-0.0407973875513387,0,0,0,0.00782230599329925,0,0.625080734968896,0,0,0.108619456850597,0,0.0748571707262894,0,0,0,0,0.0260020126625964,0.143946350438592,0,0,0,-0.0674079969049689,0,0
X002304.SZ,0,0,0.0339666019830004,0.151603341024184,0.0153016187656415,0,0.135115562423609,0.0406460346226851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111194256701389,0,0,0,0,0.0072789035175228,0,0,0,0,0,0,0,0.0665342620060617,-6.93889390390723e-18,0,0.22974365945812,0,0,0,0,0,0,0,0.0369027817627519,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0730616011494071,0,0,0,0,0,0,0.0417719690129733,0.0766390099263912,0,0.0648668045647773,0,0,0,0,0.054746876787034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976221683297258,0,0,0,0,0,0,0,0,-0.0479024226351067,0.132542180703931,0,0,-0.0447274836932303,-0.0189558456220301,0,0,0,-0.114534086521815,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0552930816143402,0,0.148162400910124,0.130415167339824,0,0.307748323943057,0,0,-0.0159033050172986,0,0,0,0,0,-0.0178748602599439,0,0,0,0,0,0,0,0,0,0.214271524508737,0,0,0,0,0,0.148385584151146,0,0,0,0.0214509224757967,0.0106780285097617,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0444086783688192,0,0,-0.0786705344534932,0,0,0,0,0,0,0,0,0,0,0.145355960110225,0,0,0,0,0,0,0.0278012404214896,0,0,0,0,0.0431970149210598,0,0.0437020181310034,0.23626294663729,0,0,0.0429096188845828,0.30683554385404,0.0554862297789497,0,0,0,0,0,0,0.046989276210076,0,0,0.125559749278269,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.141640634787214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128617145412186,0.0242410396723318,0,0,0.00868677766562755,0,0,0,0,0,0,0,0,0.0800038136844313,0,0.0983688856581739,0,2.16840434497101e-19,0,0,0,0,-0.0189551761957581,-0.000895852027673966,0,0,0,0,0,0
