,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X000100.SZ,X600703.SH,X002292.SZ,X600066.SH,X600741.SH,X600031.SH,X002236.SZ,X002506.SZ,X002475.SZ,X600118.SH,X002049.SZ,X000559.SZ,X002241.SZ,X000157.SZ,X600372.SH,X000338.SZ,X000568.SZ,X300003.SZ,X002294.SZ,X600089.SH,X002085.SZ,X600177.SH,X002074.SZ,X300124.SZ,X600582.SH,X600867.SH,X002465.SZ,X002180.SZ,X600498.SH,X601877.SH,X002007.SZ,X000869.SZ,X300001.SZ,X002456.SZ,X000623.SZ,X000550.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0893622971400975,0.150999547561537,0,0.182639293854158,0,0,0,0,0,0,0,0,-0.0224992402180349,0,0.224576530103408,0,0,0.0809557694782483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0402549191713173,0,-0.0110840352497724,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.0287873859324321,0.00918480905627221,0,0,0,0,0,0
X600104.SH,0,0,0.140766905079684,0,0,0,0,0,0,0,0,0.0804760593616458,0,0,0,0.388392653326593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452051717121177,0,0,0,0,0,0,0,0,0,0,0,0,0.0491712520923581,0,-0.000172976370323003,0.00260845259259778,0,0,0,0,0,0
X002415.SZ,0,0.275107527496544,0,0,0,0,0,0,0,0,0,0.17091434157712,0,0,0,0,0,0,0,0,0,0,0,0.115621492195539,0,0,0,0,0,0,0,0.013083137005017,0,0,0,0,0,0,0,0,0,0,0.046141045952477,0,0.284293979576634,0,0,0,0.0302815955615335,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.218157418514538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0474340637824417,-2.77555756156289e-17,0,0.0298478431929493,0.280500376061667,-0.0996083149703834,0.0670726927028056,0,0,0.104942495551204,0,0,0.0373523097995223,0,0.0446397440903532,0,0,0.0488541380084162,0,0,0,0,0,0
X002304.SZ,0.249243846968603,0,0,0,0,0,0,0,0,0.0501359826415243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00324350996194522,0.0808263074884863,0,0,0,0,0.114292734984027,0,0.0474474059919116,0,0,0.1603813631041,0,0.0772941525212382,0.0409015112894204,3.46944695195361e-18,0,0.0193645507740558,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.126621861351902,0,0,0,6.85196301864095e-05,0.085724432219213,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158659259325332,0,0,0,0.0312254388181289,0,0,0,0,0,0,0,0.135433991883166,0.0394992428725856,0,0.134251145837529,0,0.0073566825254391,0,0,0,0.00308515752485245,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0232788217703528,0,0,0,0,0,0,0,0,0,0.11648119202589,0,0,0,0,0,0,0,0,0.0414573225912672,0,0.00341176830896717,0.0220167807125228,0.0891835383997471,0,0,0,0.0385384436540571,0,0,0,0,0.00282497011800306,0,0,0,0.0199015668015385,0.0104588939527524,0,0,0,0,0,0
X000725.SZ,0,0,0.19500829723273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0822695056669033,0,0,0,0,0,0,0.0557796634919853,0,0,0,0,0,0.109247286473643,0,0.210809522258247,-3.46944695195361e-18,0.107407908749631,0,0,0,0,0.0508240162556184,0,0,0,0,0.00176144630371013,0.0538961470808306,0,0,0,-0.0149049500760881,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0785421273450477,0,0,0,0,0,0,0,0.0589845070264275,0,0,0,0,0,0,0.109653521715203,0,0,0,0,0,0,0,0,0,0,0,0,0.0342639859667173,0,0,0,0.049941657516681,0,0,0,0,0,0.177808073141382,0,0.0635284032833175,0,0.153894376345205,0.120114991484126,0,0,-0.00546966825179429,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00967925704312546,0,0,0,0,0,0,0,0,0.378463052986186,0,0,0,0,0,0,0,0,0,0.151526008956133,0.10364910826854,0.0685478459001541,0,0.0245033149386163,0,0.0311676395453358,0,0,0.0357774474633098,0,0,0.0015320169928903,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.216587261085294,-1.73472347597681e-18,0,0.581715438730931,0,0,0,0,0,0,0,0,0,0,0,0,-0.261394083652175,0,0,0,0,0,-0.0993771223690691,0,0,-0.0550744646254942,0,-0.255482598248092,0,0,0.364272823354068,0,0,0,0,-0.0361247485445945,-0.174236098641355,0,0,0,0,0,0
X000100.SZ,0,0,0.0530280541863133,0,0,0,0,0,0.212003878555623,0,0,0,0,0,0,0,0,0,0.0926235561183262,0,0,0,0.0639161614899152,0,0,0,0,0,0,0,0,0,0.0219472206026959,0,0,0.00795403320853227,0,0,0,0.00266582024421247,0.0558752008235524,0,0,0,0.183871028320498,0,0,0,0.0347897448086368,-0.0298732141945393,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057199429720618,0,0.0655065488504679,0,0,0,0,0,0,0,0,0.0966523555811991,0,0,0,0.105951268008938,0,0,0.0840403069978057,0.04366744119877,0.040636080760856,0,0,0.133265668397116,0.134004107666059,0,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685294920979512,0,0,0,0,0,0,-0.133755934833885,0,0,0,0,0,0,-0.0971006671351539,0,0.277398333088093,0.132121499285816,0,0,0.401737778888505,0,-0.050852239135703,0,0,0,0.590960167480235,0.123375119033198,0,0,-0.133243670027595,0.00784125599377566,-0.186391189904634,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0.0203486645202701,0,0.167253927584202,0,0,0,0,0,0,0,0,0,0,0,0.170388367111524,0.0645892438226448,0,0,0,0,0,0.0975181850768228,0,0.0501715081286358,0,0,0,0,0.0811425488893057,0.0609388032317087,-0.0450820937541223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
