,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X600809.SH,X600690.SH,X000725.SZ,X000063.SZ,X002241.SZ,X000661.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X600703.SH,X600741.SH,X002371.SZ,X000100.SZ,X000625.SZ,X002007.SZ,X300142.SZ,X002129.SZ,X600584.SH,X002236.SZ,X002049.SZ,X601877.SH,X002179.SZ,X600183.SH,X000157.SZ,X002414.SZ,X000800.SZ,X300003.SZ,X601799.SH,X300136.SZ,X000066.SZ,X002008.SZ,X002185.SZ,X002456.SZ,X000977.SZ,X300146.SZ,X600066.SH,X002508.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.285689478375252,0,-0.0400592613050803,0,0,0,0,0,0,0.325477772613799,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103442041678007,0,0,0,-0.0588635268936091,0,0,0.0491326689317157,0,0,0,0,-0.0331914767489209,0,0,0,0.0107855777091834,0,-0.0399558693625226,0,0,0,0,0,0.012622851856382,-0.0276700794012285,0,0.0312308646793665,0,0,0,0,0.00462002616429696,0,0
X000858.SZ,0.142138641335874,0,0,0,0,0,0,0.0761325006863574,0.198522521011593,0.0884838547331416,0.0899391603246365,0,0,0,0.00746982427363719,0,4.33680868994202e-19,0,0,0,0,-0.110091139375644,0,0,0,0,0,0,0,0,0,0,0.0363907209573665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.00116894304985025,0,0,0,0,0.0463146698397784,0,0
X600276.SH,0.0485069409760993,0,0,0,0,0,0,0.0568069903993726,0,0,0.125316533987523,0,0,0,0,0,0,0,-0.0876389703741087,0,0,0,0,0,0,0,0,0,0,0,0.0926903178375309,0,0,0,-0.0347355707633018,0,0,0,0,0.0322252539488916,0.12477119714276,0,0,0,0,0,0.0443571710693743,0,0,0,0,0,0,0,0,0,-0.0305046204338395,0,0
X002415.SZ,0,0,0,0,0.215822373648008,0,0,0,0,0,0,0.113734894172903,0,0,6.93889390390723e-18,0,0,0,-0.0723227950095501,0,-0.00816706152968697,0,0,0,0,0,0,0,0,0,0.158419425274954,0,0,0.138285638795037,-0.0249295697287795,0,-0.0844434929530062,0,0,0,0,0,0,-0.0560582892396584,0,0,0,0.0852864987998535,0,0,0,-0.0314359310702557,0,0,0,0,0.0159457614835158,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0477812761705305,0,0,0,-0.0269152740713425,0,0,0.524750962495676,0,0,0,0,0,0,0,0,0,0.111461612274723,0,0,0,0,0,0,0,0.0260295726682244,0,0,0,0,0,0,0,0,0,0,0.042892956364543,0.0217389911081684,0,0,0,0,0.0889543849139581,0,0.0322373993858095,-0.0291207612264908,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0874370821432695,0,0,0,0,0,0,-0.0912947328235847,0,0,0,0,0,0,0,0,0.030433677585815,0.0661353397384929,0,0.0694617094007159,0,0,0.0641890658901833,0,0,0.0597430673135659,0,0,0.0237547499875179,0,0,0,0,0,0,0,0,0,0,0,0,0.00795484080639945,0,-0.0172871538612846,0,0,0,0,0.0222003464555741,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.091651322947667,-0.064795729774783,0,0,0,0,0,0,0,0.252111967148451,0,0,0.0690365013868412,0.126460707328192,0.0741315936637131,0,0,0,0,0,0,0,0,0,0,0,0,0.00154507646095695,0.0083115427677477,0,0.0754636862844692,0,0,0,0,0,0,0.00501010063648659,0,0,0,0,0,0,0,0,0,0.016253986452058,0,0
X000568.SZ,0,0.356215867534291,0,0,0,0,0,0,0.338283055334983,0,0,0,0,0,0.182225969543073,-0.00566889599917917,0,0,0,0,0.0612330911088017,0,-0.06908619761655,0,0,-0.0478414430473819,0,0,0,0,-0.137881913064732,0,0,0,0.0295625180785003,0,0,0,0,0,0,0,0,0,0,0,0.224362421815188,0,0,0,-0.145193944670053,0,0.0286836935768944,0,0,0,0.000832239942694451,0,0
X002304.SZ,0,0.0632949174085872,0,0,0,0,0,0.221092927547601,0,0,0,0,0,0,0,0,0,0,-0.0897120175457978,0.275520654064711,0.035286832155575,0,0,0,0,0,-0.0467799029786235,-0.0101577797891901,0,0,0,0,0,0,0,0,0,0,0,0.0506923012327363,0,0,0,0,0,0,0.104142176118016,-0.0146535579661117,0,0,0,0,0.016703301292579,0,0,0,-0.0168333950992465,0,0
X600031.SH,0,0,0,0,0,0,0,0.05107592694933,0,0,0,0,0,0,0,0.324463675439898,0,0,0.289834060881665,0.10279576900759,0,0,0.147030723471595,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0.0434318891847696,0.0964166649332773,0,0,-0.206030920480164,0.084756499451292,0,0,0,0,0,0,0,0,0,-0.0816951035672807,0,0.073666208918567,-0.0651944221145559,0,0,0,0.00987197983340463,0,0
X600809.SH,0.24145762886226,0.0691555092256883,0.11370192003412,0,0,0,0,0.198660368938138,0,0,0,0.0326122172009159,0,0,0,0,0,0,0,0,0.136529890439321,0,0,0,0,0,0.130003993069322,0.0233662977475391,0,0,0.0948847356894465,-0.0297122819613102,0,0,-0.0656914725761614,0,0,0,0,0,0,-0.0923210036055556,0,0,0,0,0,0,0,-0.0127507168861138,0,3.46944695195361e-18,0.0269217314436292,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123452792479796,0,0.00931358995262911,0,0,0,0.0777187817252808,0,0.169775683095041,0,-0.15041899663561,0,0,0,0.135241289012303,0,0.111472387878769,0,0,0,0,0,0,0,0,0,-0.0201107432194022,0,0,-0.077396895399834,0,0,0,0,0,0,0,-0.0348717207854653,0.00954777458038807,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,-0.170330452848735,0,0,0.0300400811910395,0,0,0,0,0,0.174224698410166,0,0,0,0.00836026684705439,0.428607240007977,0,0,-0.0535813773511109,0.206641005940709,0,0.00208942857515327,0,0,0,0,0,0,0,0,-0.0546264056643212,0,0,0,0,0.0921505204282625,0,0,0,0,0,0,-0.0283742811381415,0.039879696015408,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.04556488645465,0,0,0,0,0,0,0,-0.0425870038178999,0,-0.123971776310933,0,0,-0.00414366435615625,0.0455494332112281,0,0,0,0.0256822051123463,0,0,0,0,0,0.0485921919567418,0,0,-0.0670118399993579,0,0,0,0.31174606588413,0,0.146684986106258,0,0,0,0.0788527514731941,0,0.0698006707036162,0,0,0,0,0.117058401103298,0,0
