,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X000063.SZ,X002371.SZ,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X000596.SZ,X300014.SZ,X600031.SH,X000625.SZ,X002129.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X000100.SZ,X002236.SZ,X000977.SZ,X600372.SH,X000661.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600741.SH,X600584.SH,X600522.SH,X002180.SZ,X002074.SZ,X600702.SH,X300142.SZ,X000733.SZ,X000066.SZ,X600460.SH,X300003.SZ,X002007.SZ,X002463.SZ,X002294.SZ,X300146.SZ,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.190433875112675,0,0,0,0.0110641153541714,0,0,0,0,-0.0593610708016204,0.0431153936879601,0,0,0,0,0.0351066947494762,0.039399606250736,0,0.0212962404174076,0,0,0,0,0,0,0,-0.0234943446762925,0,0,0,-0.0079718797949113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0527001826814065,0.0153699368158599,0,-0.0144074005695743,-0.070026504008079,0,0,0,0,0,0
X000858.SZ,0,0,0,0.244135585126291,0.00374330655109983,0.0630392026596393,0,0.137548423182117,0,0,0.0120100936824481,0,0,0,0,0,0.0675062593786404,0,0.0607811435024261,0,0,0.0241785378804171,0,0,0,0.0104051524180407,0,0,-0.00388989856035425,0,0,0,0,0,0,0,0,0,0,0.0103193094338255,0,0.00526122305490827,0.00812424745539727,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0462850878704735,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,-0.0769366801598663,0,0,0,0,-0.0917407146425809,0,0,0,0,0,0.184438852890877,0,0,0,0,0.04390295040829,0,0,0,0,0.205697084452093,0,0,0,0,0,0,0.00569050681045456,0,0,0.14510067600085,0,0,0.200514971087975,0,0.0880976246959375,0.0170287082253815,0,0.134149959317074,-0.0954148351482486,0.0791243444319982,0,0,0,-0.00707869784452575,0,0,0,0,0,0,0
X000568.SZ,0,0.458694001174334,0,0,0,0,0,0.115091913462324,0,0,0,0,0.0563783731028308,0,0,0,0,0,0,0,0,0,-0.120354268153948,0,0,0.017827151458106,0,0.0565253730360059,-0.0126867454989458,0,0,0,0,0,0,0,-0.0395072410277961,0,0.0796480074442945,0.189390452375007,0,0,0,0,0,0,0,0,0,0,0,-0.0311226020382487,-3.46944695195361e-18,0,0,0,0,0,0
X600276.SH,0,0,0.0715597881419831,0,0,0,0.0876393848209195,0,0,0,0.0248378562591683,0.169037281517879,0,0,0,0,0,0,0,0.0702161016866874,0,0,-0.0757370220150267,0,-8.67361737988404e-19,0.136683895038029,0,0.141458946500473,0,0,0,0,0,0,0,0.0143238131665828,0,0,0,0,0,0,-0.107398593144584,0,0.131154576338743,0,-0.192526797137535,0.237134995199455,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.167570586178638,0.0587163134576052,0,0.0492784160008783,0,0,0,0,0,0,0,0,0,-0.181022649615674,0,0.206203995349672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127300141294427,0,0,0,0,0,0,0,0,0,-0.0779939900311989,0,0,0.336179811468889,-0.0560940668568726,0.0287110270055506,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0420550958375526,0,0,0.245048145040188,0.0492376920766385,0,-0.11137141682251,0,0,0,0,0.369853309413545,-0.526984127793578,0,0.114162092848375,0,0,0,0,0,0,0,0,-0.0706080035393369,0,0.0281585872255213,0,0,0,0,0,0,0.0786137068273161,0,0,0,0,0,-0.156590534772239,0,0,0,0,0,0,-0.0444392385335099,0,0.0300603023667135,0,0,0,0,0,0,0
X002304.SZ,0,0.168966840533619,0,0.131401601963029,0,0.0564679228869566,0.0582736433880011,0,0.0727576424824566,0,-0.0388452670563605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0983133274007932,0,0,0.00902475186434064,0,0,0,0,0.0467666208281621,0,0,0,0.130289542069656,0,0,0,0,0,0,0.0205527157720012,0,0,0,0.0227372332676876,0,-0.0167434607056467,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.147541079558095,0,0.117066736925261,-1.73472347597681e-18,0,0,-0.0768959389547596,0,0,0.302732062558701,0,-0.56910215584651,0,0,0,0,0,0,0.0320698014807773,0.148736714202315,0,0,-0.283238533487764,0,0,0,0.060382583893419,0,0,0,0,0,0,0,0,0,0.00551876621593411,0,0,0,0,0.00509815264488644,-0.0534231537695229,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-0.00487222932877768,0,0,0,0,0.0770415044643527,0,0,0,0,0,-0.0239519373235145,0,0,0.135024440343532,0.0211998595008823,0,0.0523814403983473,0,0.18782887558539,0.00451332189344321,0,0,0,0,0,0.515170838339459,0,0,0,0.10518301533086,0,0,0,0,0,0,-0.041807885856811,0,0,0.34200949342679,0,0,-0.204271079381286,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0974478531350744,0,0,0,0,0,0.0331055319395498,0,0,0.22036367933634,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.318511600256864,0,0.51586783733557,0.0753903823942924,0,0,0,-0.284443152496755,0,0,0,0,0,0,0.031328531020355,0,0,0,0,0,0,0,0,0.0221402019712698,0,0.291538919914876,0.0235634158144416,0,0,0,0,0,0,0
