,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X300014.SZ,X600031.SH,X000725.SZ,X002241.SZ,X300124.SZ,X000063.SZ,X002371.SZ,X600703.SH,X003816.SZ,X000338.SZ,X002049.SZ,X002129.SZ,X000596.SZ,X000625.SZ,X601877.SH,X002179.SZ,X000661.SZ,X600741.SH,X300142.SZ,X000100.SZ,X002074.SZ,X600089.SH,X600460.SH,X002180.SZ,X000157.SZ,X600702.SH,X600884.SH,X002236.SZ,X000733.SZ,X000799.SZ,X002007.SZ,X002414.SZ,X601799.SH,X600779.SH,X600183.SH,X002008.SZ,X600584.SH,X000977.SZ,X600522.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.58137495482269,0,0,0,0.0284293384131071,0,0,0,0,-0.0039991876430232,0,0,0,0.0350639061889837,0,0,0,0,0,0,0,0,0.0877403778531487,0,0,0,0,0,0,0,0.0334968196441987,0,0,0,0,0.0612131152500149,0,0,0,0,0,0,0,0,0,0,0,0,-0.0422849688593767,0,-0.0117261912627143,-0.00453177466116568,0,0,0,0,0,0
X000858.SZ,0.211154735310711,0,0,0.231380426899811,0,0,0,0.0415265876886041,0.213651230125217,0,0,0,0,0,0,0,0,0,0.117636555257854,0,0,0,0,0,0,0,0,0.125223823668807,0,0,0,0,0.0920129305989557,0.0213764762598215,0,0,0.146970870803003,0,0,-0.0710945373142525,0,0,-0.0142847537004535,0,0,0,0,0,0,-0.104018700067935,0,0,0.00576881567248656,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.148150915130076,0,0,0.362848372478201,0,0,0,0,0,0,0,0,0.102747342365783,0,0,0,0,0,0,0,0,0,-0.0545966588517467,0.042877375806261,0,0,0,-0.0419038328891842,0,0,0,-0.0393879504716941,0.0195823624996397,0.0867732357200512,6.93889390390723e-18,0,0,0.107434772540128,0,0,0,0,0,0,-0.0850028883150993,0,0,0.00874012854158709,0,0,0,-0.0208398240577508,0,0
X600809.SH,0,0.174311369468306,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114713011058589,0,0,0,0,-0.187780816555465,0,0,0,-0.114550402857002,0,-0.100572097168177,0,0,0,0,0,0.0079329584921198,0.0296924956167,0,0,0.335353791584184,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.0145201146853905,0,0,0,0,0,0
X000568.SZ,0.067112728815642,0,0,0,0,0,0,0,0,0,0.210015504229356,0,0,0,0,0,0,0,0,0,0,-0.0356399680541783,0,0.280633457596549,0,0,0,0.198604505829984,0,-0.0272621835975262,0,0,0,0,0,0,0,0,0,0,0,0,-0.205822207136192,0,0.388584009829999,0,0,0,0,-0.0125677553928715,0,0.0174039573900065,0,0,0,0,0,0,0
X002475.SZ,0,0,0.0543684401449292,0,0,0,0,0,0,0,0,-0.063131085230482,0,0,0.285220815678994,0.255563186038126,0,0.00570044332115939,0,0,-0.00595866968252092,0,0,0,0,0,0,0,0.0288657247232213,0,0,0,-0.00546188283878606,0,0,0,0,-0.019893514174081,0,0,-0.178009437183677,0,0,0,0,0.0241932066455588,0,0,0,0.102534345505965,0,-0.031989195813097,0,0,0,0,0,0,0
X600276.SH,0,0,0.0773893873624094,0,0,0.0488567931034886,0,0.141464708533526,0,0,0,-0.0481056118184135,0,0,0,0,0,0,0.0891876245830877,0,0,0,0,0,0,0,-0.144089508378619,0.0264609646275034,0,0.0833267198295765,0,0,0,0,0,0,0,-0.0451793157370579,0,0,0,0.245346016455287,0.0161038949376503,0,0,0,-0.0702441824125199,0,0,0.0552348294425922,0,-0.0294454314132413,0,0,0,0,1.73472347597681e-18,0,0
X600690.SH,0,0.0111717841927388,0,0,0,0,0,0,0.153243655291951,0,0.0562592997079772,0,0.362572672522605,0,0,0,0,0,0,0,0.0254147168256051,-0.0820238956904876,0,0.0216422212654975,0,0,0,0,0,0.0673936269332395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0607036821504328,0,0,0,0,0,0,0,-0.0462344393041091,0,0,0,0.00477411684800789,0,0
X002304.SZ,0,0,0.0371339452380237,0,3.46944695195361e-18,0,0,0.198397843161984,0,0,0,0,0,0,0.0171180736586518,-0.1615376802743,0,0.0324613666984313,0,0,0,0.0725996514863942,0,0.153943574413645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0506204507042069,0,0,0,0,0,0,0,0,0,0,0,-0.099678969867166,0,0.0137380482827139,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0563446313840491,0.160448144085428,0,0,0,0,0,0,0.204982310753011,0,0,0.00071181196771367,0,-0.134743638509873,-0.0497038227373344,0,0,0,0,0,0.101729976319803,0,0,0,0,-0.0327624371867424,0,0,0,0.100616455046006,0,0,0,0,0,0,0,0,-0.0333306110880635,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0240148678886793,0,0
