,X600519.SH,X600104.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600276.SH,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X000100.SZ,X600271.SH,X600031.SH,X600372.SH,X000157.SZ,X000338.SZ,X002241.SZ,X600089.SH,X600741.SH,X002292.SZ,X002475.SZ,X002236.SZ,X000559.SZ,X002129.SZ,X600839.SH,X600066.SH,X000547.SZ,X300124.SZ,X600177.SH,X601877.SH,X600582.SH,X002465.SZ,X600435.SH,X300003.SZ,X000016.SZ,X002456.SZ,X000568.SZ,X002294.SZ,X002498.SZ,X002179.SZ,X002049.SZ,X600198.SH,X002008.SZ,X000977.SZ,X000800.SZ,X600060.SH,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.148041218636564,0,0,0,0.0645786150050787,0.0300697030161094,0.152237108329263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00820855930655004,0,0,0,0,0,0,0,0.0170192813231453,0,0,0.0461762808659724,0,0,0,0,0,0.0240834797225449,0,0,0,0,0,0,0,0,0,0,0.0127598968500721,0.0119292940964543,0,-0.0554990650518159,0,0,0,0
X600104.SH,0,0,0,0,0.148999958939578,0,0.226351856370866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294798473049534,-0.0500664594547559,0,0,0,0,0,0,0,0,-0.00766158386107404,0,0,0,0,0,0,0,0,0,0,0,-0.00944743684885173,0.00445974704542592,0.0277202997568716,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.132085941471211,0,0,0,0,0,0,0.128441429153668,0.162620816635761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154006727142486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.0709063637410505,0,0.0581932796047947,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0548809594048512,0,0,0,0,0.0826756827671287,0,0.0669182542962884,0,0.108222388552776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390423441599124,0,0,0,0.0570447624049844,0.0110765972845481,0,0,0,0,0.00748302150737647,0,-0.0182248876724836,0,0,0,0,0,0,0
X002415.SZ,0.0698329716182781,0,0,0.105177268958809,0,0,0,0.0535393378332346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.0478366107631862,0,0,0,0,0,0,0.20508164775218,0,0.179954601319908,0,-0.0418080038531448,0.195415404871041,0,0,0,0,-0.00328799282825706,0.03670219280177,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.277399804863402,0,0.0955989963875645,0.0115290255701485,0,0,0,0,0,0,0,0,0.219678990625962,0.0424126693877245,0,0.0641811012266425,0,0.00777285561004126,0,-0.0266233140556195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462278913271987,0,0,0,0,0,0,0,0,0,0,0,-0.0032303178116545,0.0153896161561931,0,0,0,0,0,0
X002304.SZ,0,0.0899030284429412,0,0,0,0.276895730521354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014464906734073,0,0,0,0,0,0,0,0,0,0,0.0751530943856914,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,-4.33680868994202e-19,0,0,0,-8.67361737988404e-19,0.0349560147452577,0,0,0.00173998750461909,0.0108355056979909,0,0,0,0,0,0
X000063.SZ,0.0283733088899101,0,0,0,0.115260881339942,0,0,0,0,0.14992688395242,0,0,0,0,0.166158707262896,0,0,0,0,0,0.314784967626605,0,0,0,0,0,0,0,0,0,0,0,0,-0.0190810423314622,0,0,0,0,-1.73472347597681e-18,0,0,0.136908406839864,0,0,-0.040045536995988,0,0.0208289639251666,0,0,0,0,-0.0054598462796555,-0.0500668212482561,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0353498112893297,0,0,0,0.082712050426238,0,0,0.0197372711744209,0,0,0,0.184339412458905,0,0,0,0,0.17190077619492,0,0,0,0,0,0,0.0467541489381094,0,0,0.170596846904449,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0499922914876451,0,0,-0.00128051676672341,0.0258547172358639,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0.0644587606517985,0,0,0.0530928459479561,0,0,0,0,0.138179298247998,0,0,0.0320433969722328,0,0,0,0,0,0,0,0,0,0,0.0331427399334004,0,0,0,0.166552613395926,0,0,0,0,0,0,0,0.194490414783825,0,0,0,0,0,0,0,0,0,0,0,0,-0.00395129685365213,0,0,0,0,0,0
