,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X002475.SZ,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X300003.SZ,X002236.SZ,X000100.SZ,X000625.SZ,X600487.SH,X600498.SH,X600809.SH,X000661.SZ,X002008.SZ,X002007.SZ,X000596.SZ,X300142.SZ,X002179.SZ,X600566.SH,X000157.SZ,X600066.SH,X600867.SH,X600089.SH,X300146.SZ,X600177.SH,X002180.SZ,X600522.SH,X002506.SZ,X600372.SH,X002456.SZ,X002508.SZ,X002241.SZ,X002294.SZ,X600118.SH,X600183.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.278826762976982,0.0666326409371295,0,0,0,0,0,0,0,0,0,0,-0.116325002457897,0,0,0,-0.00760706855361812,0,0.0829854368143085,0,0.124624988666015,0,0,0,0.0572201295465901,0,0,0,0,0.0978199914579494,0.029927414003092,0,0.0731505920616607,0,0,0,0,0,0,0,0,0.0085212733378423,0,0,0,0,-0.0453365454010026,0.042383115228401,0,0,0,0,0,0
X600104.SH,0,0,0,0,-0.0608503266940965,0.228198450462052,0,0,0,0,0.0769769031443639,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.116467325442879,0,0,0,0.0693878325935009,0,0,0,0.13540166450009,0,0,0,0.153163671651144,0,0,-0.050845942616573,0,0,0,0,0,0,0,-0.142787738521771,0,0,0,0,0,0.0313960200552649,0,0,-0.038180001415348,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495421299160829,0,-0.0312241829748679,0,0,0.708835062101087,0,0,0,0,0,0,0,-0.161724780250678,0,0,0,0,0,0,0,0,0,0,-0.106016411513682,0,0,0,0,0,0,0.125245509368168,0,0,0,0,-0.0130670262013588,-0.00200196082324876,0,0,0,0,0,0
X000651.SZ,0.103966176408499,0,0,0,0,0.152353855880424,0,0.223699038669947,0,0,0,0,0,0.0640486386888161,0,0,0,0,0,0,0,0,0.0363687304719224,0.120875338870492,0,0,0,-0.0983153524722052,0,0,0.0581581151918918,0,0,0,0,0,0,0,0,0,0,0,-0.0259438085817394,0,0,0,-0.0332911826448342,0,0.0607487651880415,0,0,-0.00114209119217448,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.345349521450158,0,0,0,0,0,0.00965451500683166,0,0,-0.0182179553867301,0,0,0.39626867521439,0,0,0,0,0,0,0,0.0921378475317181,0,0,0,0,0,0,0,0.0455885707219463,0,0,0,0,0,0,0,0,0,0,0.0427511804534965,0,0,-0.188406279632001,0,0.0184048056545537,0.0683022997522824,0,0,0,0,0,0
X000858.SZ,0.259282849890675,0,0,0,0,0,0.243257521782189,0.0968575833050791,0,0,0,0,0.0956354717612499,0.0111017487712565,0,0,-0.0375114335468677,0,0,0.0227963357325064,0,0,0,0.118783260941221,0.0356474597578984,0.178179989932182,0,0,0,0,0,0,-0.0258920013654603,0,0.0649635775439924,-0.105167142685341,0,0.0098858561479796,0,0,0,0,0,0,0,0,0,0,0,0,0.0167887424674573,-0.00680431083437601,0.0185721677362163,0,0,0,0,0,0
X002304.SZ,0,0.0173574834630126,0,0,0,0.211893974525491,0,0,0,-0.0927659933143606,0,0,0.202075664138302,0,0,0,0,0,0,0.204464575459829,0,0,0,0,0,0,0,0,0,0.413253669427545,-0.0066467186483488,0,0,0,0,0,0,0.176392675643582,0,0,0,0,0,0,0,0,0,0,0,-0.162870496679833,0,-0.0362958345417973,0.0602490434180874,0,0,0,-0.051899797453316,0,0
X600690.SH,0,0,0,0,0,0,0.229129367018668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715650670664489,0,0,0,0,0,0.038107299359914,0,0,0,0,0,0,0,0,0,0,0,0,0.112287985682255,0,0,0,0,0.187241418020782,0,-0.0105749884462881,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0399204268552621,0,0,0,0,0,0,0.138446632592693,0,0,0,0,0,0,0,0,0,0,0.0476324471851701,0,0.0389342255963038,0.0622265261424535,0,0,0,0,0,0,0,0,0.0462667290189972,0,0,0,0,0,0,0,0,0,0.119627864873373,0.0470933289990735,0,0.0363413610456012,0,0,0,0,0,0,0.019498418110604,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591685919263834,0,0,0,0.00204709773342741,0,0,0.0724445867655076,0.350307422380069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186611994418654,0,0,0,0.0219930195489979,0,0,0,0,0,0,0.0310314389818104,-0.0454072145165821,0,0,0,0.123173320092875,0,0
X600031.SH,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.122087643005998,0,0,0,0.0483813080025188,0.00923993143891376,0,0,0,0,0,-0.0558589602620804,0.0590282412725864,0.0372245819689506,0.112367341385943,0,0,0.0782229265655228,0,0,0,0,0,0,0,0,0,0,0,0.0907339175305324,0,0.023887830064293,0,0,0,0,0.00613018329483724,0.0314192045196171,0,0,0,0,0,0
X000338.SZ,0,0.00603641700381524,-8.67361737988404e-19,0,-0.00471809966340732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00845982933550811,0,0,0,0,0.106997326737561,0,0.0960449280529358,0,0,0,0,0.00418402239820219,0,0,-0.0904128227799374,0,0,0,0,0,0,0,0,0.11212347190403,0,0,-0.0278082170543668,0,0,0,-0.00316884538764801,6.77815904862977e-05,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.076559264556274,0.104449817447185,0.131012381007545,0,0,0,0,0,0,0,0,0,0,0,0,0.0174003032597836,0,0,0,0,0,0.36597175191809,0,0.015846834573319,0,0,0,0,0,0,0,0.0680129475507315,0,0.123610177642226,0,0,0,0,0,0,0.048564361730741,0,0,0,0,0,0,-0.0142128499898623,0.0300557077072102,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.057746851645354,0,0,0,0,0,0,0.121190820651318,0,-0.0562324545824702,0,-0.135816510178621,0.451268604131119,0,0,0,0,0.0623575259320379,0.130436540215791,0,0,0,-0.037477011904046,0,0,-0.0272966599035444,0,0.152551193952193,0,0,0,0,0,0.0562770335949881,0.0171504645640429,-0.00204577807971668,0,0,0,0.0308549863793675,0,0
X002475.SZ,0,0,0,0,0,0.199007575479623,0,0,0,0,0,0,0,0,0,0,-0.0457905363719926,0,0,0,-0.0770632900557664,0,0,0,0,0,0.303751396201457,0.313991985276716,0,0,0,0,0,0,0,0,0,0.112829928908116,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0796606318277615,-0.0151333677051835,0,0,0,-0.251554100887578,0,0
