,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X000568.SZ,X002236.SZ,X600271.SH,X600031.SH,X000100.SZ,X600118.SH,X600177.SH,X002292.SZ,X002475.SZ,X000559.SZ,X000338.SZ,X002456.SZ,X600372.SH,X000157.SZ,X002007.SZ,X300003.SZ,X002074.SZ,X600867.SH,X002506.SZ,X002180.SZ,X600522.SH,X300124.SZ,X600498.SH,X002085.SZ,X002294.SZ,X600089.SH,X600487.SH,X002426.SZ,X002508.SZ,X601877.SH,X002249.SZ,X000050.SZ,X000869.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.225867415024176,0,0,0,0,0.176176489636274,0,0.012439511248624,0.052648301862253,0,0,0.0248334192208288,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.136398389459965,0,0.0803615509882112,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021518483390914,0,0,0,0,0.0893593392933967,0,0,0,0,0,0,0
X600104.SH,0.11853125850418,0,0.0474655400605916,0,0,0,0,0,0.451086500587113,0,0,0,0,0,0.0528160102162287,0,0,0,0,0,0,0,0,0,0,0,-0.0836649396608639,0.0321600391745128,0,0,0,0,0,0,0.0581919223126674,0.0641815932580223,0.0132406197685724,0.0267132093514648,-0.106111009189224,0,0,-0.00149517739426889,0,0,0,0,0,0,0.0295869493607357,0,0,-0.0333744220933023,0,0,0,-0.21470543316891,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132004879357314,0,0,0,0,0.175008861060658,0,0.0233779647385258,0.0782847441742525,0,0,0,0,0.0332615998031311,0,0.040731851938058,0,0,0,0,0,0,0,0.419353322970073,0,0,0,0,0.0407321175116632,0,0,0,0.16436361488173,0,0.0404277321156261,-0.0895927950064899,0,0,0,0,0,0
X000651.SZ,0,0,0.0311621858756467,0,0,0,0,0,0,0.0252977416315535,0,0,0,0,0,0,0.0270856975213488,0,0,0,0,0,0,0,0,0,0.0843253107104804,0,0,0,0,0,0,0,-0.0229987266787564,0,0,0,0,0,0,-0.110730067958662,0.003617200736155,0,-0.0259518880835536,0,0,0,-0.00536102000865703,0,-0.029171008493109,0.0147043497377118,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.165352253372128,0.0857107721123204,0,0,0.149027732374174,0,0,0,0.0281801484757044,-0.0193759938215135,0.539219670103402,0,0,0,0,0,0,0.0589248069113855,0,0,0,0,-0.0279236324916351,0,0.0751955115473469,0.0165567419809448,0,0,0,0.020358616810893,0,0,0.0639452010775422,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462012259010776,0,0.000820582742741592,0,0,0,0,0
X600276.SH,0.139103768125976,0,0.169594471073098,0,0,0,0,0,0,0,0.0470717505704848,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101407642015871,0.0132733247711775,0,-0.00618522051394907,0,0,0,0,0,0,0.053411662056286,0,0,0,0,0,0,-0.111120523931879,0,0,0.0690629900866182,0,-0.0989861477135297,0,0,0,-0.0339454147506684,-0.0447415516511755,0,0,0,0,0,0
X002304.SZ,0.0312195220506041,0,0,0,0.584924969612207,0,0,0,0,0,0,0,0,0,0,0.150972797809552,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0273044475846606,0.0670996745215779,0.0320183078776654,0,0,0,0,0.0859954633260221,0.0731597777217425,0,0,0,0.0351413557255334,0,0,0.0446419016766892,-0.0088645675056094,0,0,-0.00908134986034472,0,0,0,0,-0.00700139410250676,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.151244712413666,0,0,0,0.0492725759112058,0,0,0.172442495278037,0,0,0,0,0,0,0.0260052316950249,0,0.0958792476767099,0,-0.0345175380036312,0,0,0,0,0,0,0,0,0,0,0,0,-0.00910334035063964,0,0,0,0,0,0.0144197899007967,0,-0.0812616732118237,0,-0.0195465287272641,0,0,0,0,0
X000625.SZ,0,0.149768461137453,0,0,0,0,0,0,0,0.0497139149931987,0,0,0.130578346688849,0.0720951517680433,-0.0128266626330796,0,0,0,0,0,0,0,0,0,0,0,-0.0429590901353748,0.0531961144344255,0,0,0,0,0,0,0,0.0305527052242884,0,0,0,0,0,0.0965623190547418,0,0.00697246651923817,0,0,0,0,0.0145174973421229,0,0.000184317330522631,0,-0.0104085120216468,0,0,0,0,0
X600690.SH,0,0,0.0279018445749958,0,0.107632432314301,0,0,0,0,0,0,0,0.0707245077940834,0.0484510619244381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139702557415446,0,0,0,0,0,0.0461352051945013,0,0,0,0.0492499359311205,0.0262605145996982,0.0106648645060912,0,0.0306434565698107,0,0,0,0,0,0,0,0.0735321978389026,0,0,0,0,0,0
