,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600276.SH,X000100.SZ,X600031.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600089.SH,X600066.SH,X600271.SH,X600118.SH,X002236.SZ,X601877.SH,X000581.SZ,X000550.SZ,X600177.SH,X002475.SZ,X000800.SZ,X600582.SH,X000568.SZ,X300124.SZ,X002129.SZ,X002294.SZ,X000623.SZ,X600060.SH,X000559.SZ,X300003.SZ,X000050.SZ,X300146.SZ,X002292.SZ,X002456.SZ,X000400.SZ,X000869.SZ,X000977.SZ,X002465.SZ,X600839.SH,X002007.SZ,X600312.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.208394325068122,0,0,0,0,0.141545305126982,0.106441311682575,0,0,0,0,0.28508950934013,0,0,0.116948398310045,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131676881909886,0,0.0959056124365395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0243052803518987,0.000243270192362986,0,0,0,0,0,0
X600519.SH,0,0,0.141153496558709,0,0,0,0.105152847152638,0.222271281670239,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.020526203198188,0,0,0.0821858021905386,0,0,0.0398723635405241,-0.0397510809870469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324411117695064,0,0,0,0,-0.0669480189935345,0,0,-0.000864720788150267,0,-0.0559427189063945,0,0,0,0
X000651.SZ,0.0550167503072624,0,0,0.00713670895827524,0.258052601515145,0.119190873474301,0,0,0,0,0.063513285462836,0,0,0,0,0,0,0,0,0,0,0.044492664791201,0,0,0,0,0,0,0,0,0,0,0.0869705105164851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185656452142724,0,0,0,-0.0107628501397081,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.328971816312429,0,0,0,0,0.093034673415853,0,0,0,0,0,0,0,0,0,0.0664287495640675,0,0,0.172309735162685,0,0,0.00634053104228196,-0.148580917812166,0,0.184539089701315,0,0,0.160744314429654,0,0,0,0,0,0,0,0,0.120090542190206,0,0.0421408491841537,0,0,0,0,0,0.114926764281049,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.112908331597698,0,0,0,0,0.202974761145226,0,0,0,0,0,0.0302269529906752,0.0713776507175016,0,0,0,0,0.101487745001231,0,0.0904053392925326,0,0.0977893301618358,0.0367231584213714,0,0,0.0565623153300636,0,0,0.0244733144997189,0,0,0.0345374997356253,0,0,0,-0.0152171509435371,0.118660208580796,0.135322761701276,0,0,0,0,0.00945299222849812,0,0.0342649760105056,0,0,0,0
X000625.SZ,0.320826968484317,0,0.110008561121674,2.16840434497101e-19,0,0,0,0,0.0883712439629198,0,0,0,0,0,0,0,0.120326288840265,0,-0.216449247402682,0,0,0,0,0,0,0,0.283804783234825,0,0,0,0,0,0,0,0,0,0,-0.0117103234484493,0,0.0122447761293068,-0.0918792424476414,0,0,0,0,0,0,0,0,0,0,0,0.0156019860830074,0,0.180900032313465,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.543358091872073,0.0331264602552516,0.0711240803307857,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.216919823973206,0,-0.0982804310993978,0,0,0,0.0764557594132223,0,0,-0.0162190279497542,0,0,0,0,0,0,0,0.0222146344142344,-0.0367950349938558,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0160353788693153,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0524375766980954,0,0,0,0.096528187863858,0,0.062428327527572,0.0329531521477101,0.0942675442001572,0.109809189810873,0,0.160901534571206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520879706540659,0,0,0,0,0,0,0,0,0,0.0434372205524268,0,0,0,0,0,-0.00635158543825613,0,0,0,0,0,0,-0.00467023258743051,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0189013330596385,0,0,0,0.0842745114108757,0.111785731015392,0,0.0949959088472234,0,0.104583086041906,0,0,0.0661211102863961,0,0,0,0,0,0,0.0535975984986984,0,0.0574454123086397,0,0,0,0,0.0349881698606897,0,0,0.0891929673248913,0,0.0436700557088332,0,0,0,0,0,0,0,-0.0727712479848274,0,0,0,0,0,0,-0.0089250238272277,0,0,0,0,0,0
X600276.SH,0,0,0,0.0126253738648523,0,0,0,0,-0.0812674846466966,0,0.0284247982404794,0,0,0,0,0,0.000162109273541271,0,0.0524429603168072,0,0.224891903626203,0.00772123867355848,0,0.103678528876904,0,0,0,0,0,0,0,0,0,0.10508019383522,0,0,-0.0504482668238776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00860355864692812,-0.000217201572363373,0,0,0,-2.71050543121376e-20,0,0
X000100.SZ,0.0895352742091144,0,0,0,0.209034133193795,0,0,0.0556344451635605,0,0,0,6.97802195435901e-05,0.108052588643323,0,0,0,0,0,0,0,0,0,0,0,0.0301842957170004,0,0,0,0,0,0,0.0190506944620811,0,0,0,0.0017319673981347,0.290883609858951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018874190918767,0,0,0,0,0,0
X600031.SH,0.0942537852087494,0,0,-0.0160199231186929,0,0,0,0,0,0,0,0,0,0,0,0.836939191639426,0,0,0,0.0502182437412215,0,0,0,0,0,0,0,0.0584696522471259,0,0,0,0,0,0,0,0.00309880530830859,0,0,0,0.00840849962053125,0,0,0,0,0,0,0,0,0,0,0,-0.00894022554348355,0,0,0,0,0,0,0
X600690.SH,0,0,0.17997953012154,0,0,0,0,0.0965726845107221,0,0,0.235114301679932,0,0,0.15030992830495,0,0,0.0565663755734279,0,0.0459752105633688,0,0,0,0,0,0,0,0.0323085463367958,0.107379144467439,0,0,0,0,0.0161858572442281,0,0,0,0,0,0,0,0,0,0,0,0,-0.0096798523736205,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0853482423507472,0,0.0139187656190464,0,0.116719409669185,0,-0.0185437510483387,0.608109392942073,0,0,0.0642279506665419,0,0,0.090337910237613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658424735438833,0,0,0.0130533799515582,-0.010634994937057,-0.0327050816736387,0,0,0,0,0,0,0,0,0,0,0,0.0150913486099636,0,0,0,0,0,0
X600372.SH,0,0,0.092935095610218,0,0,0,-0.0260188770376406,0,0,0,0,-0.0485438870451693,0,0,0,0,0,0,0,0,0,0,0.159318620975841,0,0,0,0,0.013604215618923,0.0864941589465375,0.144147973250159,0,0,0,0,0,0,0,0,0,-0.00549428183223979,0,0,0,0,0,0,0.120740787032728,0,0,0,0,-0.078241130782599,0.020991302550755,-0.0954758776506336,0,0,0,0,0
X000157.SZ,0,0,0,0,0.00309676747574404,0,0,0,0,0,0,0.776528230166889,0,0.00459811011235465,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341824802951118,0,0,0,0,0.0496879536634878,0.060423826912781,0,0,0,0.0101966429125691,0,0,0.208147901061582,0,0,0,0,0,0,0,0.0396449605641905,0,0,0,-0.0523121974886233,0.0119003103188291,0.104028821437774,0,0,0,0,0
X600741.SH,0.407724943047456,0,0.0909275514765575,0,0,0,0,0.0636791015426776,0,0,0,0,0,0,0,0,0,0,0,0.106156450330007,0,-0.0263806616182433,0,0,0,0,0.0181544302531918,0,0,0,0,0,0.0463220106992341,0,0,0,0.0415150050132709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018117483386304,0,0,0,0,0,0
X002241.SZ,0.157891879297415,-0.165036517225386,0.0921499484864832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0520795738170075,-1.73472347597681e-18,0,0.126879193102856,0,0.127447730502962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207140237224023,0,0.0631756674026914,0.0296137615531588,0,0,0,0,0,0,0,0,0,-0.00310843725474401,-0.0107937979657621,0,-0.237118634820024,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0.135634675262815,0.00528318739503064,0,0,0,0,0,0,0,0.248925836771719,0,0,-8.67361737988404e-19,0,0.0445586041450768,0,0,0,0.0684745984678631,0,0,0,0,0,0,0.00647645858754707,0.104193928588756,0.064269316587743,0,0.0703857630828987,0,0,0,0,0,0,0,0,0,0,0.0055031505720585,0,0,0,0,-0.0178429016807272,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0.188442328321406,0,0,0,0,0.0309014564923048,0.139002449792833,0,0.059148980331542,0.0660970867484815,0,0,0,0,0,0,0,0,0.0926308055591106,0,0,0.0097320965849902,0,0,0,0,0,0,0,0,0,-0.0714686921076538,0,0,0,0,0.283148085520607,0,0,0,0,0,0.164367173923571,0,-0.0118188227932344,-0.0112340679283655,0,0,0,0,0,0
X600066.SH,0,0,0.201714934090032,0,0,0,0,0,0,0,0.0854546279694434,0.13380555971399,0,0.0648571010027937,0,0,0,0,0,0,0,0,0,0,0,0,0.0235913838850958,0,0,0.089419831562239,0,0,0,0,0,0,0.0243970654548446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000397664583591782,0,0,0,0,0,0
X600271.SH,0,0,0,4.33680868994202e-19,0.0449430814132016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838059271621806,0.0935401318370676,0,0,0.00209286115606512,0,0,0.0965947956954948,0.186300999470746,0,0.0374836460747385,0,0,0,0,0,0.117463874161934,0,0.0555017118846455,0.0494657411316136,0,0,0,0,0.182227714225671,0,0,0.0647362620877008,0,-0.0454651142021327,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,-0.118462250582261,0,0,0,0,0.100255995145623,0,0,0.388673990119792,0.278456452229693,0,0,0,0,0,-0.0924519651113496,0,0,0.108470809225961,0,0,0.136292111630887,0,0,0.0460714823591364,0,0,0,0,0,0.0491549882430413,0,0,0,0,0,0,0,-0.0267020355769785,0,0.220563658335511,0,0,0.255245240934927,0,0,-0.00578844869835318,0,0,0,0,0,0
