,X600519.SH,X600104.SH,X000858.SZ,X000651.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000338.SZ,X600031.SH,X000063.SZ,X600741.SH,X002475.SZ,X000568.SZ,X600703.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X600487.SH,X002008.SZ,X002236.SZ,X000596.SZ,X000661.SZ,X000100.SZ,X002007.SZ,X002179.SZ,X600809.SH,X600867.SH,X000625.SZ,X002456.SZ,X300142.SZ,X600566.SH,X600066.SH,X300146.SZ,X600498.SH,X000977.SZ,X000157.SZ,X002294.SZ,X600177.SH,X600089.SH,X002180.SZ,X002506.SZ,X002241.SZ,X600372.SH,X600522.SH,X000981.SZ,X600699.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0211857612469187,0.319852157304646,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197568499915893,0,0,0,0,0,0,0,0,0,0,0,0.127997617739042,0.00494876662668823,0,0,0,0,0,0,0.021570923398918,0,0,0,0,0,0,0,0,0,0,0,0,0.0083500784615775,0,-0.00561909528210008,0.00247948769540385,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.280222382250827,0,0,0,0,0,0,0.440748266333182,0,0,0,0,0,0,0,0,0,0.182875558000345,0,0,0,0,0,0.157697944713816,0.00583303968956256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0622221644004485,0,0,0,-0.0360200407040593,8.67361737988404e-19,0,0,0,0,0,0,0
X000858.SZ,0,0.119005790291758,0,0,0,0,0.0847841507799912,0,0,0,0,0,0.0121788698217352,0,0.314502968298252,0,0,0.0529251117041524,0,0,0,0.0383118084306685,0.0307563662398125,0.0897572952278419,0,0,0,0,0.0802376990591071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00287615794484427,0.00364081759730654,0,0,0,0,0,0
X000651.SZ,0.24669504017717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155392374310913,0,0,0,0,0.0605425582813461,0,0.177424436701549,0,0.0569388075407532,-0.0606464698484516,0,0,0,0.0210420289235386,0.0555887300541334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0464037773126577,0,0.00579533105874249,0.0171258767249125,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0624328293567604,0,0,0,-0.319165663404561,0,0,0,0,0,0,0.0162418823990114,0,0,0,0,0.0703853389106129,0.489658758875081,0.215903359233864,0.0181236541212775,0,0,0,0,0,0,0,0,0,0,0,0.125459926189154,0.0820628737342337,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0100420789617386,0.0113760138209708,0,0,0,0,0,0
X600276.SH,0,0.0172478158569761,0,0,0,0,0.0760690660924927,0,0,0,0,0,0,0.0569581178365189,0,0,0.310677820864735,0,0,0,0,0,0.121633296148375,0,0.110535338326652,0,0.138289263097133,0,0,0,0,0,0,0,0,0.214227744040165,0,0,0,0,0,0,0,0,0,-0.00460899021340439,0,0,0.0696273595953288,0,0,0.0192723113465254,0.0286760944267413,0,0,0,0,0,0
X002304.SZ,0,0,0.294563015778939,0,0,0.10784327197991,0,0,0,0,0,0.176101255818234,0,0,0.649494186770222,0,0,0,0,0,0,-0.18499251173886,0,0,-0.00930346230900089,0,0,0,0.0257821318946475,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114134886111994,0,0,0,0,0,0,0,0,0.00923636035997392,0.0346421424800167,0,0.0736711624435474,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.114936659523612,0,0,0,0,0,0.146942825737503,0,0,0,0.176536097302181,0,0,-0.00011111195172318,0.0117173740088883,0.418276210883392,0,0,0,0,0,0,0,0,0,0,0.0769072886141322,0.0546000941064257,0,0,0,0,0.046847108782808,0.11789377792109,0,0.156503428636716,0,0,0,0,0,0.00114610179543496,0.0157896872976491,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.204717375623646,0,0,0.0540330804081873,0,0,0,0,0.151821869357331,0,0,0,0,0,0,0,0,0,0.0555840326427787,0,0,0,0,0,0,0.0825901571840499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00360565668927141,-0.00444565869223939,0,0,0,0,0,0
X000338.SZ,0,0.121896443621465,0,0.404530958382109,0,0,0,0,0,0,0,0,0,-0.0833139860087738,0,0,0,0,0,0,0,0,0,0.0378207372142359,0,0.0320083502404939,0,0,0.17396203462756,0,0,0,-0.0372951518600328,0,0,0,0,0,0,0,0,0,0,0,0.030812235687517,0.0908273913280323,0.011852183598139,0,0,0,0,0,-0.00130944161270706,0,0,0,0,0,0
