,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002236.SZ,X002475.SZ,X000338.SZ,X002241.SZ,X600031.SH,X002456.SZ,X000625.SZ,X002008.SZ,X600487.SH,X601877.SH,X000100.SZ,X600066.SH,X300136.SZ,X600809.SH,X300124.SZ,X600522.SH,X002508.SZ,X300003.SZ,X600867.SH,X600089.SH,X002294.SZ,X600699.SH,X600498.SH,X002085.SZ,X600271.SH,X000981.SZ,X000157.SZ,X000050.SZ,X600177.SH,X000596.SZ,X300142.SZ,X600566.SH,X000559.SZ,X600584.SH,X600118.SH,X000661.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.165812325117575,0,0,0.117280440233902,0.162974220200153,0,0,0.0770536368621288,0,0,0,0,0,0,0,0,0,0,0,0.108475969391286,0,0,0,0,0,0.0230244422809141,0,0,0,0,0,0,0,0,0,0,0,0.0391937010204746,0,0,0,0,0.140115242763558,0,0,0,0,0,0,0.030487112946548,0,0,0,0,0,0
X600104.SH,0,0,-0.0298337315789998,0,0,0.0194288908922287,0,0,0,0,0.0355869541543285,0,0.311762386764752,0,0.0630259031377639,-0.0342654075043719,0,0,0.0509790339175782,0,0,0,0,0.0873169394534792,0.0819772799086931,0,0,0,0,-0.03734565843832,0,0,0,-0.041688014301209,-0.105905868692121,0,0.0179792276045568,0,0,0,0,0,0,0.0668782936514109,-6.93889390390723e-18,0,-0.12670314472632,0,0,0.0962491829701407,0,-0.0596332616381521,0.0397574847866598,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.00259236284995915,0,0,0,0,0.198739276636072,0,0.0171455884745913,0,0,0,0,0.122749090596809,0.0343885796416859,0.0752245021882334,0,0.0376893632559316,0,0,0.229969815046108,0,0,0.0321526075995371,0.147072723359952,0,0,0,0,0,0,0,0,-0.0908189649767446,0,0,0,0,0,0.0150801931681181,0,0.0381428289994309,0.00583320864807829,0,0.0087494096010833,0,0,0,0,0,0,0
X000858.SZ,0,0,-0.0134152947308715,0,0,0,0,0.116035382034927,0,0,0,0.354938760393381,0,0,0,0,0,0,0,0,0,0,0.034791496711592,0,0,0,0.244667318134162,0,0.0151807105650564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117485796180385,0,0,0.0206553459261042,0,0,-0.0171796252716124,0,0,0,0,0,0,0
X000651.SZ,0,0.209439987559652,-0.0367559946553794,0.27276355470538,0,0,-0.0175663717815505,0,0,0,-0.012366385339143,0,0.0903495685630444,0.160993260521018,0,-0.0488075830582419,0,0.191175787608419,0,0,0,0.0498655135227827,0,0,0,0,0,0,0,0.143769084537247,0,0,0,0,0,0,0,0,0,0,-0.0844037735379341,0,0,-1.74670321161545e-05,0,0,0,0,0,0.0575015234249118,-0.0489705337751635,0.00377755629773017,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0583453824731399,0,0,0,0,0,0.0232859261734722,0,0,0.0165570636971303,0,0,-0.155313981479028,0,0,0.0810641187330898,-0.162922669207666,0.339427483541147,0,0,0,0,0,0.109609483565479,0,0,0,0,0,0,0,0,0.383102593795758,0,0.0211507296913405,0,0,0,0,0.114924689400594,0,-0.0490001968710615,0,-0.086671075068635,0.0743926164169472,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.204234986825447,0,0,0.158250369848438,0,0,-0.026012616431202,0,-0.225637771167521,0,0,0,0,0,0,0,0.0147984951420004,0.137217104266951,0,0,0,0,0,0.190997027222166,-0.0603482600885206,0,0,0,0,0,0,0,0,0,0,-0.0561001157267975,0,0,0,-0.0359081041562869,0,0,0.0201165108982892,0,0,0,0,0,0
X002304.SZ,0,0,0,0.58750849420936,0,0,0,0,-0.0950555579953908,0,0.0719388245020856,0,0,0,0,0,0,0,0,0,0.00485581460930728,0,-0.0353902386792893,0,0,0,0,0,0,0,-0.0686688512229709,0,0,0.089880334141268,0,0,0,0,0,0,0,0,0,0.00139279520678697,0,0,-0.0314188865187256,0,0,-0.0359640039483717,0,0,0.0198475762210962,0,0,0,0,0,0
X000063.SZ,-6.93889390390723e-18,0,0,0,0,0.379755350955634,0,-0.17601610468673,0,0,0,0,-0.101255744467513,0.0573384806686431,0,0,0,0,0,0,0.0228597053588528,0,0,0,0,0,0,0,0.0170066749596825,0,-0.191683621120952,0,0,0,0,0.256104223421013,0,0,0,0,0,0,0,0,0,0,0.192038331164796,0.117248180281795,0,0,0,0,0.0223919071169325,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0482850525524381,0,0.0213095667826017,0.0685477092997935,0,0,0.128637704797365,0,0,0.0181619756034546,0,0,0.130942542319934,0,0,0,0.0590390724619944,0,0,0,0,0,0,0,0.248413536715816,0.0880758187199967,0,0,0,0,-0.0753289293184736,0,0,0,0,0,0,0,0,0,0,0,-0.208870451847475,0,0.0254994752816242,0,0,0,-0.00527002957593307,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0379922105773003,0.175132262842657,0,0,0.22014808662513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615436663795387,0.338538717458916,0,0,0,0,0,0,0,0.0673033302385277,0,0,0,0,0.365716752837312,0,0,0,0.0184063337129977,0,0,0,0,0,0
X000568.SZ,0,0.122961191268702,0,0.534862627042668,0.0512476670162693,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0485461208749715,0.122827313414067,0,0,0,0,0.0631645050733518,-0.0646343206730447,0,0,0,0,0,0.175583835726325,-0.0111208359323014,0,0,0,0,0,0,0,0,0,0,0,0,-0.123524058843502,0,0,0,0,0,0.0715324298301779,0,0,0,0,0.0087622133616353,0,0,0,0,0,0,0
X600741.SH,0,0.129570234486423,0,0,0,0,0,0,-0.0624934885142767,0.0586282936107904,0.11070132061122,0,0,0,0,0,0,0,0,0,0.0251108462718044,0,0,0,0,0,-0.147939053345682,0.0814226466606354,0.11262832858195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0895286192100814,0.067912848926678,0,0.0978279319780179,0,0,-0.0482476000796922,0.0384566165427124,0,0,0,0,0,0
X002236.SZ,-0.0657388907096712,0,0.165100159856284,0,0,0,0,0.063782368506583,0.280528938058236,0,0,0,0,0,0,0,0,0,-0.00289630374003555,0,0,0,0,0,0,0,0,0,-0.0617823282926121,0,0,0,0,0.0492029037527268,0,0,0,0,0,0,0,0,-0.188708429371826,0,0,-0.0557562358306201,0,0,0,0,0,-0.0463227385770709,0.0114934689246544,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.00841058856934612,0.0385900482123719,-0.0743834288598148,0,0,0.0266758084128146,0.0611554168982699,0,0,0,0,0.0263955000984661,0,0.17807317690656,0,0.21007280387963,0,0,0,0,0.121348389917163,0,0,0,0,0,0,0,0.0989631732300684,0,0,0,0,0,0,0,0,0,0,0,0,-0.110630956681908,0,0,0,0,-0.0549213037993688,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0239062557066502,0,0,0,0,0,0.135235568500215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167026443226695,0,0,-0.201863746255008,0,0,0,0.253060575730558,0,0,0,0,0,0,0,0,0,0,0.149891780146008,0,0,0.0361090505222259,0,0.0243036587074591,0.00272494260646923,0,0,0,0,0,0
