,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002475.SZ,X000338.SZ,X002236.SZ,X300003.SZ,X600031.SH,X002008.SZ,X600809.SH,X300124.SZ,X600867.SH,X002456.SZ,X601877.SH,X600066.SH,X000625.SZ,X600271.SH,X600487.SH,X002294.SZ,X000596.SZ,X000100.SZ,X600566.SH,X002241.SZ,X000661.SZ,X000981.SZ,X300136.SZ,X300142.SZ,X002508.SZ,X002180.SZ,X002007.SZ,X000050.SZ,X000157.SZ,X002179.SZ,X002038.SZ,X600522.SH,X000869.SZ,X600177.SH,X600498.SH,X002049.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.376159934420106,0.110499196223682,0.0817615166824936,0,0,0,0,0.0455052362246537,0,0,0,0,0,0,0,0,0.0516781138478754,0.00889811244434332,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0143416179180102,-0.0129698589340597,0,0,0,0,0,0,0,0,0,0,0,0.00537264443329284,0,0,0,-0.000434350526895823,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.191572967636933,0,0,0,0,0,0.0770472870391005,0,0,0,0,0.0515917199356576,0,0,0.147409099844524,0,0,0,0,0,0,0.116020676574795,0,0.0234486972178727,0,0,0,0,0,0.0633556600602935,0,0,0,0,0,0,0,-0.0462178234210784,0,-0.113833787716241,0,-0.0734012961760781,0,-0.0949247214608475,0,-0.0337661479963608,-0.063537669319998,0,0,0,0,0,0
X002415.SZ,0.0967119704153137,0,0,0,0,0,0,0,0,0,0,0,0.0197647061060277,0,0,0.230367266741326,0,0,0.00787003267098401,0,0,0,0,0,0,0,0,0.144652034375969,0,0,0,0.196527143619341,0.23042285522239,0,0,0,0.0266308371062205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00853475835788975,-0.016599467731498,-0.0601948118861596,0,0,0,0,0
X000858.SZ,0.149022676668827,0,0,0,0,0.14560616250889,0.0603090662245696,0,0,0,0.186629166161034,0,0.119088114525691,0,0,0.110189620537791,0,0,0,0.0980277549133061,0,0,0,0,0,0,1.0842021724855e-19,0,-0.0901131860245986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.018144580264137,0,0,0,0,0,0,0,0.00097317730028612,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.152889424661128,0,0,0,0,0,0.360692093505426,0,0,0.0844582603388952,0,0,0,0,0,0,-0.047053583375441,0,0.0992302711175078,0,0,0.167808478179892,0,0.186977431412325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0477780658336873,0.0187807347279166,0,0,0,0,0,0
X000651.SZ,0,0,0,0.379130956115814,0,0,0,0,0,0.228491072021936,0,0.152334506079789,0,0,0,0.0445613405721648,0,0,0,0.0473387511067766,0,0,6.93889390390723e-18,0,0,0,-0.024713418510724,0,0,0,0,0,0,0,0,0,0,0,-0.0786948504742764,-0.0155669937203165,0.223818970183212,0,0,0,0.104142320773327,0,0,0,0,-0.0800086533313402,0,0.0441252051707348,0.0830789717429053,0,0,0,0,0,0
X002304.SZ,0,0,0.0468789042750331,0.133334383236511,0,0,0,0,0,0.206651618496143,0,0,0.150916132284337,0,0,0,0,0,0,0.189452469608141,0.141161735162459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136139606652028,-0.0171954126946546,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0264264074953949,0,0,0,0.048986456621685,0,0,0,0,0,0.0289254259234814,0,0,0.0657063141749498,0,0,0,-3.46944695195361e-18,0,0.105356828941844,0,0,0.0999303595590612,-0.0225841820930265,0,0,0,0.112677148312792,0,0,0.10209726355758,-0.0196109794265827,0,-0.173797233629287,0,0,0,0,0,0,0,0,0.054159163366332,0,0,0,0,0.0388594208056871,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0559625563309605,0,0,0,0,0,0,0,0,0,0,0,0,0.292458261322716,0,0,0.0318969251983392,0,0,0.0252839469461289,0,0,0,0.0622830532308428,0,0.270335448719329,0.0196255363259321,0,0.0665036684405053,0,0,0.089164977656457,0,0,0,0.0341202802710021,0,0,0,0.0251328521765227,-0.0240554645564393,0,0,0,0,0,0
X600690.SH,0,0,0,0.307251214521162,0,0,0.102710387490235,0,0,0,2.16840434497101e-19,0,0.131201771838567,0,0,0,0,0,0,0.0428107488485658,0.0348157050867152,0,0,0,0.0404600289492617,0,0,0,-0.0796860139570232,0.0843099590393024,0,0,0,0,0,0,0,0,0.0571343078072865,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154124087892255,-0.0237848175559258,0,0,0,0,0,0
X000568.SZ,0.532493214179233,0,0,0.0505302309656351,0.109808544845294,0.0904841901004135,0,0,0,0.00645621832727212,0,0,0,0.0316435967317027,0,0,0,0,0,0,0,0.0932632451924865,0,0,0,0,0,0,0,0.167999566356808,0,-0.0228037057220085,0,0,0,0,-0.150997050638476,0,0.0193002008511067,0,0,0,0,0,0,0,0,0,-0.00647389236558734,0,0,0,-0.00752021335689729,0,0,0,0,0,0
X600703.SH,0,0,0.199179301323377,0,0,0,0,0,0,0,-0.10091110413538,0,0,0,0,0.044795978774267,-0.191990471557986,0,0,0,0,0,0.489039917738616,0.0591529436607117,0,0,0,0.0582868830380864,0,0,0,0,0,0,-0.449949730873538,0,0,0,0,0,0,0,0.414659474157718,0,0,0,0,0,0,0,0,0.0237422963231831,0.00303335888871303,0,0,0,0,0,0
X600741.SH,0,0.403015867956802,0,0.0907315919521609,0.0161335699439804,0,0.0356158791611437,0,0,0.164983419232929,0,0,0,0,0,0,0.101089252556627,0,0.0765628100250722,0,0,0,0,0,0,0,-0.0748007273498585,0,0,0,0,0,0,0,0,0,0,-0.0664809217880384,0,0,0,0,0,0,0,0,0,0,0.00125122009766245,0,0,0.0258034898282118,-0.0165841721626989,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0.0674569896391865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542847016036246,0,0,0,0.0222436260466142,0,0,0,0,0,0.0164291906011785,0,0,0.198793347377446,0,0,0,0,-0.0094097871141218,0,0,0,0,-0.183418389132835,0,0,-0.0414057671818842,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0.124061495031526,0,0,0,0,0,0,0.126444772041181,0,0,0,0,-0.0779834979104259,0,0,0,-0.0167546784132661,0.252209364901351,0,0.0522968534374319,0,0,0,0,0,0,0,0.0193831709975339,0,0,0,0,0,0,0,0.0296625135931139,0,0,0,0,0,0,0,0,0,0,0,0.0159392219781369,-0.0340250756567389,-0.0234470445151358,0,-0.0194112694875851,0,0,0,0,0,0,0
X002236.SZ,0,0,0.434454652800085,0,0.0305063473625365,0,0.0243810918969872,0,0,0,0,0,0,0.0771409390525635,0,0,0,0,0.123895808551885,0,0,0,0,0.151505287823079,0,0,-0.076791548653695,0,0,0,0,0,0,0,0,0,0,0.333311825894451,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617708730838707,-0.00529634940853823,0,0,0,0,0,0
