,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X600276.SH,X000625.SZ,X000063.SZ,X600703.SH,X002292.SZ,X600690.SH,X000100.SZ,X002241.SZ,X600118.SH,X600271.SH,X000559.SZ,X600031.SH,X600066.SH,X002236.SZ,X600741.SH,X600372.SH,X000157.SZ,X002475.SZ,X000338.SZ,X000568.SZ,X600089.SH,X600177.SH,X002465.SZ,X300124.SZ,X002049.SZ,X601877.SH,X002129.SZ,X002294.SZ,X000869.SZ,X300003.SZ,X002074.SZ,X600867.SH,X600582.SH,X002506.SZ,X002456.SZ,X600498.SH,X000977.SZ,X002426.SZ,X300001.SZ,X000547.SZ,X600839.SH,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0447905872133756,0,0,0,0,0,0,0,0,0,0,0,0,0.0083321382722794,0,0,0,0,0,0,0,0,0,0,0,0,0.0399324705291529,0.125096453593794,0,0,0,0,0.0557718287608001,0,0,0.0259646441823288,0,0.026602952216531,-0.0391728157192701,0.0380117722531962,0.0496623509884814,0,-0.0912658423369505,0,0,0,0,0.0189898831906295,0,-0.0221856504465012,0.0306964618025798,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.266268973184713,0,0.102760390200015,0,0,0,0.00846469437611786,0,0,0,0.0872867479540795,0,0,0,0,0,0,0,0,0.0856006616157525,0,0,0,0.0368997674415214,0,0,0,0,0,0,0,0,0.0285643831996517,0,0,-0.130103471832611,0,0,0,0,0,0,-0.0360263247351026,0.0385755017540526,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0052332946932226,0,0,-1.73472347597681e-18,0.0113828559753592,0,0,0,0,0.0372181919532317,0,0.220262494885886,0,0.00218732217086427,0,0,0.296103462399993,0,0,0.0472246754227146,0,0,0,0,0,0,0,0.0260637164833515,0.00121509552989473,0.0595732210379027,0.063405045431985,0,0,0,0.0189811536108523,0,0,0,0,0,-0.0139046773374608,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.244683467649964,0,0,0,0.163727192345467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286467228735009,0,0,0,0,0,0,0,0,-0.0715431977397038,0,0,-0.00519858714247303,0,0,-0.00361224417940947,0,0,-0.0357359535121388,0,-0.00934298244670004,0,0.00828540227306588,0.0200552540990314,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.020142909461164,0,0,0.0495475304130035,0,0,0,0,0,0,0.0165855311505666,0,0,0,0,0,0,0,0,0.0218744272848943,0.142162278739017,0,0,0.0277304000559852,0,0.11288181845009,0,0,0,0,0,0,0,0,0,0,0,0,0.0677899584279226,0.0389767831473408,0,0,-0.000966418489254873,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0697445045098446,0,0,0,0,0.00125522546431365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233475948335281,0,0,0,0,-0.0151954658542855,0,0.089154321695098,0,0,0,0,0,0,0.0011114445593697,0,0,0,0,0,0.0521541285684207,0,0,0,-0.0282012364781541,0.025573720417913,0,0,0,0,0,0
X000858.SZ,0,0.0397350047742982,0,0,0,0,0,0,0,0.0174744571036962,0.0628147629686604,0.0443692212931039,0,0,0,0,0,0,0,0.198917559751989,-0.224318104924805,0,0,0,0,0,0,0,0.0231796791923379,0,0,-0.0309106251410807,0,0,0,0.129102908847255,0,0,0,0,0.0307475610722593,0,0,0,-0.0989783820681726,0.0942614619099607,0.0302774845283287,0,0,0,-0.0094577441068662,0,0,0,0,-0.0282159872533421,0,0
X600276.SH,0,0,0,0.0167860351693801,0,0,0,0,0,0.00548767942195917,0,0,0,0.0750618955401607,0,0,0,0.107880336033156,0,0,0,0,0,0,0,0,0,0,0,-0.181522170519918,0,-0.0383344984544473,0,0,0,0.0640790856410986,0,-0.0726743176053637,0,0,-3.46944695195361e-18,0,0.00740976279730822,0,0,-0.0485016792331177,0.170518142784163,0,0.0184484877996575,0,-0.0339778503410328,0.025814929622428,0,0,0,0,0,0
X000625.SZ,0,0.109002892569598,0,0.0480874138480689,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.135927120926034,0,0.395636095839518,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015364550962834,0,0,0,0.0207179224731143,0,0,0,0,0,0,0,0.0312062927365382,0.0115124729422046,0.170445624234393,0,0,0,-0.0405525481057759,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246400389485138,0.0416350215515044,0.115240211625816,0,0.206900684734371,0,0,0.132836112606589,0,0,0,0,0,0.0124141550238135,0.00197516973869925,0.0127888289691096,0,0.0992608122297773,0,0,0.0182798898043161,0,0,0,-0.00103266675454904,1.0842021724855e-19,0,0,0,0,0,0
X600703.SH,0,0.166529995174144,0,0,0,0,0,0,0,0,0,0.072813312418637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093907321882503,0,0,0.0666404882349446,0,-8.67361737988404e-19,0,0,0,0,0,0.0679857404106675,0,0,0,0,0,0,0.169736232838415,0,-0.0217891179365313,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0.310727403210871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105146492869401,0,0,0,0,0,0,0.105718690175013,0.198490585730317,0,0,0.0516135455363612,0.308819195590189,0,0,0,0.080201900539008,0,0,0,0,0,-0.0604848028464998,-0.00322204324704511,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0.0118466947546932,-0.00881470356019067,0,0,0,0.0245057987485952,0,0,0,0,0,0,0,0,0.030068633525579,0,0,0.0269125962253317,0,0,0,0,0,0,0,0,0,0,0,0,0.00911529515426336,0,0,0,0,0,0.0403858166810352,0,-0.0425765226107946,0,-0.0587295660704995,0.012396941054049,0,-0.0931092127064477,0,0,0,0
X000100.SZ,0,0,0,0.0359484867207581,0,0,0,0,0.00687324650035092,0.0571924886020056,0,0.0124823158801107,0,0,0,0,0,0,0.211127429815075,0,0,0,0,0,0,0,0,0,0,0,0,0.00647847229396278,0,0.0328383240605017,0,0,0,0,0,0,0.0231683071749423,0.0371059488931518,0,0,0,0,0.000643681618809179,0.19572498697156,0.0118559490428145,0,0,-0.00445407599194614,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0766287670053497,0,0,0,0,0,-0.0589747109244122,0,0,0,0,0,0.141324559023716,0,0,0,0,0,0,0,0,0,0.418301262299411,0,0,0,0,0,0,-0.0994436065437194,0.0129037169727889,0,0.269399361340094,0.00549591303407793,-0.0430311408102607,0.143661799035179,0,0,0.0163936271747236,0.0342518980956887,-0.0209458673055835,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0.0298099205411025,0,0,0.10626535782479,0,0,0,0,0,0,0,0.0735638974005705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0371398768332641,0,0,0,0,0,0.0127201087198102,0,-3.46944695195361e-18,0.45909421819565,0,0.0352366029678877,0,0,-0.00726921451834449,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0587937008040063,0,0,0,0,0,0,0.0202824379441473,0,0,0,0,0,0.0482042734765962,0.115369147139727,0,-0.0431295662898124,0,0,0.123854415957146,0,0,0,0,-0.141779689508034,0,-0.0104464525925364,-0.0128319427021893,0,0,0,0,0,0
