,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X000063.SZ,X600741.SH,X000338.SZ,X300003.SZ,X600031.SH,X002236.SZ,X600809.SH,X002008.SZ,X600867.SH,X600271.SH,X601877.SH,X000596.SZ,X300124.SZ,X002456.SZ,X600487.SH,X000661.SZ,X600566.SH,X600066.SH,X000625.SZ,X000100.SZ,X002294.SZ,X300136.SZ,X002180.SZ,X002179.SZ,X300142.SZ,X002007.SZ,X000977.SZ,X002241.SZ,X000157.SZ,X000981.SZ,X600498.SH,X000050.SZ,X000869.SZ,X002049.SZ,X600779.SH,X600522.SH,X002508.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0310387631585533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550896587538472,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879284336742433,0,6.93889390390723e-18,0,0,0,0.0263807640969909,0,0.164117388565352,0.0339207315573202,0,0,0,0,0,0.01885281173451,0.0231681719144178,0,0,0,0,0,0
X600104.SH,0,0,0,0.107730166157046,0,0,0,0,0,0,0,0.02788744575887,0,0.166902268919957,0,0,0.19492881643027,0,0,0,-0.0160290668935127,0,0,0,0,0,-0.0384903104913795,0,0,0,0,0,-0.0323852824955944,0.118724427799613,-0.0648390153272096,0,0,0,0,0,0,0,-0.0258600747196714,0,0,0,0,-0.10591385966716,0,0,0,0.0208346478096007,0.0430165151301154,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0113986773693784,0,0,0,0,0,0,0,-0.134773014053874,0,0,0,-1.73472347597681e-18,0.163844106761588,0,0,0,0,0,0,0,0,0.141298800556713,0,0,0,0,0,0,0.109212377986311,0,0,0.038615523967817,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.106791023679248,0,0,0.0240327314905606,0,0,0,0,0,0,0
X000858.SZ,0.0727200579048267,0.0320032367583091,0,0,0.0968200993326729,0.0716799527875108,0.0568801056262017,0,0.145720511008415,0,0,0.0611221981013584,0,0,0,0,0,0.149181095648529,0.0708391026563847,0,0,0,0.131793429543713,0.220808074667963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00215124897978611,0,0,0,0,0,0,0,0,0,0,0,0,0.00587617260966138,0,0,0,0,0,0,0
X000651.SZ,0.126914807062091,0,0,0.500266854960185,0,0,0,0,0,0.259976389899255,0,0.137900844059753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.169101751230187,0,-0.198142427237092,0,-0.0906799094198924,0,0,0,0,0,0,0.136177982386821,0.0289250155165472,0.120683353529965,0,0,0,-0.0243761558437956,0.00596399643713474,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0775049953383416,0,-0.0141096030234562,-0.067072203643941,0,0,0.102285967510497,0,0,0,0,-0.0548379621183195,-0.026480100088465,0,0,0,0,0.0761299336360831,0.14496802342301,0,0,0,0.169495398801839,0,0,0,0,0,0,0,0,0,0.136971365420368,0,0,0,0.235807115329808,0,0,0,0,0.0267556214463384,0.0297148807367146,0,0,0,0,0,0
X002304.SZ,0.0719477379221195,0,0.0588199623718496,3.46944695195361e-18,0,0,0,0,0.204839001457245,0,0,0,-0.0744178136000936,0,0.0655772090501636,0.139991263357754,0,0,0.366425107252824,0,0,0,0.0896912809330875,0,0,0,0,0,0,0,0,0,0,0,0.0437093979396053,0,-0.0031408000653286,-0.0335458672302706,0,0,0,0,0,0,0,0,0.108917621563591,0,0,0,0,0.0175024308759782,0.040756840875405,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.000598152980195057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.127389651773047,0,0,0,0,0,0,-0.0127231530295959,0,0.0280136463895165,0,8.67361737988404e-19,0.105766316774628,0,0.109861634403622,0,0.234509299498615,0,0.0780977160361842,0,0.207844029836355,0,0,-0.054615035940935,0,0,0,0,0,0.0776318128576977,0,0
X600690.SH,0,0,0,0.326897846110837,0,0,0.150231093778945,0,0,0,0,0,0,0,0,0.0382734443929992,0,0.0633718313783971,0,0,0,0,0,0,0,0.0751184274876185,0,0,0,0,0,0,0,0,0,0,0.0262229370625255,0,-0.074297877082081,0,0,0,0,0,0.15173322079614,-0.0187290913298262,0,0,0.104911659190774,0,0,0,0.0189503212124871,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.0663660468617075,0,0,0.06468768561655,0,0,0,-0.361636292475968,0,0,0,0,0,0,0,0,0,0,0,0,0,0.503029107831283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159700351267674,0,0,0.213116155232488,0.0351350713577155,0,0,0,0.00463767063985856,-0.00692008631738926,0,0,0,0.00487186464799862,0,0
