,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600271.SH,X600031.SH,X600703.SH,X000100.SZ,X000559.SZ,X600118.SH,X600066.SH,X002236.SZ,X600372.SH,X000157.SZ,X002292.SZ,X002475.SZ,X002241.SZ,X600741.SH,X600089.SH,X000338.SZ,X000568.SZ,X300124.SZ,X002465.SZ,X600839.SH,X600177.SH,X002294.SZ,X300003.SZ,X600867.SH,X002074.SZ,X002085.SZ,X000869.SZ,X000977.SZ,X000800.SZ,X002129.SZ,X600525.SH,X600582.SH,X000550.SZ,X600498.SH,X000581.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.250432248648559,0,0,0,0,0.0667776335079108,0,0,0,0,0,0,0,0,0,0,0.155729685254256,0,0,0,0.0653156826761642,0,0,0,0,0,0,0,0,0,0,0.0342385029230923,0,0,0,0,0,0,0,0,0,0,0,0,0.126310741345606,0,0.00125850184546371,0,0.125212430294955,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.211860274301912,0.288718161489892,0,0,-0.0490321006463897,0,0,0,-0.0413882628451918,-0.054964355048178,0.260675163968645,0,0,0,0,0.0658810239897726,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.139263251346337,0,0,0,0,-0.192067718635275,0,0,0,0.108988320499084,0,0,0.0751089901873612,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.059700650089967,0,0,0.00910269294347894,0,0,0,0,0,0,0,0.0456868104697505,0,0,0.25027662113108,0,0,0,0.0196300503790786,0,0,0,0,0.218157279079192,-0.142881902602382,0,0,0,0,0,0,0,0.0845059868366871,0,0,-0.00555241180773086,-0.0497023321153789,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199045378836178,0,0.189017451220323,0,0,0,0,0.170191252181919,0,0,0,0,0,0,0,0,3.46944695195361e-18,5.42101086242752e-20,0,0,0,0,0,0.02118995804512,0,0.0675815203538208,0,0,0,0,0,0,0.0515577299001413,0,-0.0160221995215426,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.105643621862287,0.142925358767759,0.243869219529044,0,0,0,-0.0119759612346683,0,0,0,0,0,0,-0.121057975072609,0,0.0325921868527769,0,0,0,0.178178298614611,0,0,0,0,0,0,0,0,0,0,-0.048596128117637,0,0,0,0,0,0,0,0,0,0,0,-0.0490245413905399,-0.0643453735876151,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263876221774174,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,-0.0266572383412723,0,0.268477633561546,0,0,0.0630289589343033,0,0,0,0,0.00856468879366628,0.101768821366707,0,0,0.0524199045210394,0,0,0,0,0,0,0,-0.0405388332036722,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.151179295240106,0,0,0.134411287883638,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,-0.212415324537558,0.308053370627848,0.125021022655969,0,0,0,0,0,0,0,0,0,-0.0110491861985309,0,0,0,0,0,0,0,0.166059922217568,0,0,0,0.0221388095246679,0,0,0,0,0,0,0
X002304.SZ,0,0.29492392731589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0816680730735909,0,0,0,0,0,0,0,1.73472347597681e-18,0.435781410674655,-0.11020229403258,0,0,0,0,0,0,6.93889390390723e-18,-0.0230231473290277,-0.0642703007460263,0.0387179833928668,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0581206866999666,0,0,0.0732622234798577,0,0,0,0,0.0132577703475645,0,0,0,0,0.234389675927141,0,0.202193819562817,0.100165457510974,0,0,0,0,0,0,0,0,0,0,0,0.0536698066696052,0,0,0,0,0,0,0,0.00846588027915409,-6.7762635780344e-21,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.276827240472205,0.0145375732093588,0.0112389138972862,0,0,0,0.0448228624603996,0,0,0,0.303606170021438,0,0,0,0.0451985591630987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881787440310504,0,-0.0349196720595516,-0.00940660040101413,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.132497375383902,0.0888116574886567,0,0,0,0,0,0,0,0,0,0,0,0.0316420708971119,0,-1.73472347597681e-18,0.0828002435651521,0.0387783109006536,0,0.125242189860693,0,0.190644511337557,0,0,0,0,0,0.0151103200838028,0,0,0,0,0.108865470189047,0,0,0,0,0,0,0,0,0.0611710973085854,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0.219021345175497,0,0,0,0,0,0.0243719741701972,0.0653873691084809,0,0,0.172155002217495,0,0,-0.0375112181222916,0.00817613830641668,0,0.18787908871054,0.0531771217933314,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.075601715927265,0,0.0983293802268865,0,0.174385843612414,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0647192915219357,0,0,0,0,0,0,0,0,0.0893781389616282,0.149290682537843,0,0.00721386410085108,0.000402736834599626,0.440528536051888,0,0,0,0,0,0,0,0.00833109610946412,0,0,0,0,0,0,0,0,0,0.02592144235426,0,0.0522918522082224,0,0,0,0,0,0,0,-0.0108381252167633,0,0,0,0,0,0
X600703.SH,0,0,0,0.390311703345221,0,0,0,0,0,0,0,0,0.107255969511458,0,0,6.93889390390723e-18,0.0582459218326028,0,0.105999220133497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131908108937707,0,0,0,0,0,0,0.0408960782006884,0,0,0,0,0.00371828040658074,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666589411506635,0,0.235670740368078,0,0,0.0713977256730287,0,0,0,0.00120885595931673,0,0.205898444748942,0,0.0624262699044714,0,0,0.135222555180669,0,0,0,0,0.00275461292321368,0,0,0.0862913513307704,0,0,0,0.158105461273472,0,0,0,-0.00540545158322313,0,-0.0399442846722414,0,0,0,0,0
X000559.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178161247096744,0,0,0.0465988985529423,0,0,0,0,0,0,0.0125069717261232,0,0,0,0.00560748529267606,0,0,0,0,0.0142242782219141,0,0,0.0252480530893145,0,0.0210931847019975,0,0,0,4.33680868994202e-19,0,0,1.35525271560688e-20,0,0,0,0,0,0,0
