,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X000625.SZ,X600031.SH,X002236.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X600089.SH,X600809.SH,X000157.SZ,X600177.SH,X002085.SZ,X002508.SZ,X600487.SH,X300003.SZ,X002008.SZ,X300136.SZ,X600271.SH,X600522.SH,X002294.SZ,X600118.SH,X000050.SZ,X000981.SZ,X600372.SH,X600867.SH,X002074.SZ,X600699.SH,X000559.SZ,X300115.SZ,X002007.SZ,X600566.SH,X000596.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0544305801057683,0,0.087905320608467,0,0.122104172827481,0.128096801958494,0,0,0.223980000369448,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0918539034930954,0,0,0.0183733954487249,0,-0.0247572332476923,0,-0.00613013047685298,0,0,0,0,0,0,0,0,0,-0.0914133455916132,0,0,0,0,0,0,0,0,0,-0.0108083106620825,0,0,0,0,0,0
X600104.SH,0,0,0,0.128855547920046,0,0,0,0,0,0.153566469370637,0,0,0.0879147987271393,0,0,0.447590593275579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0157760068852462,0,-0.0436875556476305,0,0,0,0,0,0,0,0,0,-0.176397297283199,0,0,0.0192128386367195,0,-0.026073865859616,-0.088607950676822,0.0305748509415554,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.314321804305204,0,0.164560528311298,0,0,0.0685836772863843,0,0,0,0,0.199622937610528,0,0.277514375120758,0,0,0,0,0,0,0,0,0,0,0,0,0.215648665041879,0,0.0108760785914597,0.0247381606589361,0,0,0,0,-0.0206376235894201,0,0,0,0,0,-0.066603367592338,0,0,0,0,0,-0.117765155349672,0,-0.00782166368252359,0.064967577987685,0,0,0,0,0,0
X000651.SZ,0,0.115522830913535,0,0,0.256188288805891,0,0,0,0,0.116514843070679,0,0,0,0.0251943304637437,0.127639683904552,0,0,0,0,0,0,0,0,0,-0.0338653552536731,-0.134553194617609,0,0,0,0.0167683384067515,0,0,0,0,0,0,0,0,-0.0571525225499815,0,0,0,0,0,0,0,0,0,0,0,0.0457755895562664,-0.005101901458382,-0.0141463643855788,0,0,0,0,0,0
X000858.SZ,0,0,4.33680868994202e-19,0.201569596456064,0,0,0,0.142251592253731,0,0,0.503598345136261,0,0,0,0.00433228224430748,0,0,0,0.0317415573587927,0,0,0,0,0,0,0.0281092894226423,0,0,0,0.0527725320639318,0,0.0833842191604796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193463661318385,0,0,0,0,0,0
X600276.SH,0,0.0414278358272828,0.0763088132777958,0,0.385102135713833,0,0,0.0359297136711718,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,-0.0547783396703097,0,0,0,-0.0773232628571244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139279137020799,0,-0.0633596045726772,-0.0212474424008824,0.0873395704041709,0,0,0,0,0,0,0,-0.186379696277419,0.0156221298559483,0.00524422849363839,0,0,0,0,0,0
X000725.SZ,0,0,0.178065315001603,0,0,0,0,0,0.0227070042093424,0,0,0,0,0,0,0,0,0,0.0938301355519774,0,-0.195638558727744,0,0,0,0,0.0343643324016474,0,0,0.155419722301152,-0.0302478184008973,0,0,0,0,0,0,0.179731598266596,0,0.265424686092132,0,0,0,-0.114117808198121,0,0.0333425314826409,-0.206038595931791,0,0,0,0,0,0,-0.00834343716635918,0,0,0,0,0,0
X002304.SZ,0,0.0337948483411884,0,0,0.318950683176842,0,0,0,-0.0224957341073492,0,0.157592089241825,0.0957313533232372,0,0,0,0.0148150877124302,0,0,0,-0.177925487103218,0.103977959957453,0,0,0,0,0,0,0,-0.0302705314699238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106230622486759,0,-0.0581188554908859,-0.00921262646011655,0,0,0,0,0,0,0
X000063.SZ,0,0,0.110999152554565,0,0,0,0,0,0,0,0,0.0426258677220066,0,0,0.191253071846951,0.135539083137485,0,0.124996174538898,0.0496903947649519,0,0,0,0,1.73472347597681e-18,0,0.0453294835970922,0,0,0,0,0.184633704500548,0,0.137036206736562,0,0,0,0,0,-0.0272628967479462,0,0.161713363564277,0,0,0,0,0,0,0,0,-0.0619127036751038,0,-0.0184211006329651,0,0,0,0,-0.0232735623601362,0,0
X600690.SH,0,0.264901919524635,0,0.368143342244455,0,0,0,0,0,0,0,0.0213422489338098,0.0382798857227181,0,0.110062330513694,0.0491774129217529,0,0,-0.0777983814058188,0,0.0539113934107168,0,0,0,0,0,0,0,0.0682625383561467,0,0.162486234781929,-0.0209285569713194,0,0,0.0452840209977186,0,0,0,0,0,0,0,0,0,0,0,0,0.122163765025067,0,-0.040076250836758,0,0.0191999292691563,-0.0176942271455671,0,0,0,0,0,0
