,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X601877.SH,X600703.SH,X002007.SZ,X000100.SZ,X000157.SZ,X300003.SZ,X300142.SZ,X002236.SZ,X600271.SH,X002008.SZ,X300124.SZ,X002179.SZ,X000625.SZ,X600183.SH,X002506.SZ,X600177.SH,X600498.SH,X600487.SH,X300014.SZ,X600066.SH,X002371.SZ,X600867.SH,X000977.SZ,X002241.SZ,X000050.SZ,X600522.SH,X300146.SZ,X600118.SH,X000066.SZ,X600372.SH,X600776.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.193483045224862,0,0,0,0,0,0.0995030983263846,0,0,0,0,0.14856434049432,0,0,0,0.00779887385931727,0.0199534275630349,0,0,0,0,0,0,0,0.116598609438089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121281867641681,0,0,0,0,0,0,0,0,0,0.182058298930665,0,0,0,0
X000858.SZ,0,0,0,0,0,0.136479257330284,0,0,0,0,0,0,0,0,0,0.323011276809769,0,0,0,0,0,0,0,0,0,0.249578792991617,0,0,0,0,0,0,0,0,0,0,0,0,0.0427361079984247,0,0.12887099969744,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.00721733185521347,0,0,0,0.0527215347271389,0,0
X000651.SZ,0,0,0,0,0,0,0.104079601588473,0,0,0,0,0.449824268626905,0.279725286148805,0,0.137256447014608,0,0,0.0425546004458145,0,-0.0275582111826021,0,0,0,0,0,0,0,0,0,0,0,0,0.115484924320967,0,0,0,0,0,0,0,-0.026674093240766,-0.0797612063199975,-0.0634538424724323,0,0,0,0,0,0,0,0,0,-0.00428868177158035,0,0,0,0,0,0
X600104.SH,0,0,0.0203347523258586,0,0,0.0249553564784367,0,0,0,0,0,0,0,0,0.268132271907796,0,0,0,0.00876593797861035,-0.0297906245850516,0.0493597350036502,0,0,0.0955377013751285,0,0,0,0,0,0,0.268642786591658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0238584372726981,0,0,0.057141014613532,0,0.0117830591485878,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.07844575872502,0,0.130299725343577,0,0,0.252931830650714,0,0,0,0,0,0.00646602944703017,0.112782367628685,0,0,0,0,0,0,0.110135040498606,0,0,0,0,0.0480233117375612,0,0,0.131153812564038,0,0,0,0,0,0,-0.0468921319649716,0,0,0,0,0.0374346660102831,0,0,0,0,0.0315537466073145,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.290603575348629,0,0,0,0,0,0,-0.0905055803255116,0.0649437140716518,0,0,0,0,0.536132264872937,0,0,0,-0.127438942253166,0,0,0,0,0,0.204153978434799,-0.00349589373804774,-0.0732846216276785,0,0,-0.0938737176796826,0.0859367090781888,0,0,0,-0.00940871475077763,0,0,0,0,0,-0.00950466025606665,0,0,0,0,-0.00454428677757501,0,0
X002304.SZ,0,0.123803823015762,0.230652026177329,0,0,0,0,0,0,0,0,0,0,0,0,0.201752955457828,0.221242848659531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774821549476451,0,0,0,0,0,0,0,0,0,-0.079673017073782,0,-0.042127081069064,0,0,0.0654155148549474,-0.0445954596174859,0,0,0,0,0,0,0
X000063.SZ,0,-2.77555756156289e-17,0,0,0,0,0,0,0,0.174567448244578,0,0,0.19471467388338,0,0,0,0,0,0,0.0749960092492897,0,0,0,0,-0.108700884398969,0,0,0,0,0,0,0.156432494261813,0.0743185800313963,0,0,0,0.164607446409883,-0.0427887406392794,0,0,0,0,0,0,0,0,0,0,0.356588780818386,0,0,0.0317242568326605,-0.0930890220596771,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737640853874769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0813065619714792,0,0.0389489200578809,0.0979336105255398,0,0,0,0.419961719577688,0,0,0,0.0643819854239791,0,1.73472347597681e-18,0,0,-0.00185031729879448,0,0,0,0,0.0182681580329509,0,0
X000568.SZ,0,0.282172050650506,0,0,0,0,0,0,0,0,0,0,0.0845761830994755,0,0,0.111895390020709,0,0,0,0.0417754469984322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197182572412249,0,0,0,0,0,0,0,0,0,-0.0240559921899449,-0.0276357607424332,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.112554240864492,0,0,0,0,0,0,0,0.062954350199703,0.123848902547628,0,0.0678944254592433,0,0,0,0,0,0,0,0.0766832933311518,0,0,0.125856989622574,0,0,0,0,0,0,0,0.0133166747783907,0,0,-0.00667512221220157,0,0,0,0,0,0.0715188905655039,0,0,0,0,0,0,0,0.0027517461411437,0,0,0,0.0412022901619899,0,0
X600031.SH,0,0,0.304555138271627,0,0,0,0,0,0,0,0,0,0,0.18839881876443,0,0.0413105537984157,0,0,0,0,0,0,0.0864308502876126,0,0,0,0,0,0,0,0,0,-0.0484005658941567,0,0,0,0,0,-0.0224260817705223,-0.0349539113058667,0,-6.93889390390723e-18,0,0,0,0,0.0418167320951246,-0.0325301935919911,0,0.193844134470393,0,-0.019895448289043,0.015103420250864,0,0,0,0.0854716502498039,0,0
X002475.SZ,0,0,0,0,0.107486331090345,0.235526180582028,0,0.275964480481509,0,0,0,0,0,0,0.135393111754642,0,0,0,0,0.16425266807109,0,0,0,0,0,0,0,0.0979088305729663,0,0,0,0,0,0,0,0.00976451587595667,0,0,0,0,0,0,0,0,-0.0385357663067731,0,0,0,0,0,0,0,0,0,0,0,-0.0335857494653345,0,0
X000338.SZ,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.132887276074306,0,0,0,0,0,0,0,0,0,0,0,0,0.0101879743246936,0,0,0,0,0,0,0,0,0,0,0,0.0184563168974906,0.331409127128241,0,0,0,0,0.0203931492371569,0,0,0,0,0,0,0,0,-0.0815815487544416,0,0,0,0,0,0,0
X600741.SH,0,0,0.283528262390697,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0.274312008323762,0,0,0,0,0.162801928884397,0,0,0.117550880665322,0.0462467973043753,0,0,0,0,0,0,0.0198774819990839,0,0,0,0,0,0,0.138766760420373,0.0362361410250922,0,0,0,0,0.0849384526081241,0,0
X600809.SH,0,0.366380359977868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12767238023158,0,0,0.0658168124653313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442602346656617,0,0,0,0,0.112504887377118,0,0,0,0,0,0.000504007998679648,0,0,0,0,0.0554442033192008,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0.433167480150773,0,0,0,0,0,0.349393425569661,0,0.153011645718821,-0.0635377320192363,0,0,0,0,0,0.0756684642310619,0,0,0,0,0.150099676334472,0,0,0,0,0,0,0,0,-0.0895939639064957,0.0919470190789219,0,0.190437157793559,0,0,0,0,0,0,-0.0664764693871443,0,0,-0.000372690003672458,-0.0710656235098268,0,0,0,0,0,0
X000661.SZ,0.169610313005347,0,0.0721779469459548,0,0.283928440090367,0,0,0,0,0,0,0,0,0.0525665417740153,0,0,0.150958492806159,0,0,0,0.0705123770662292,0,0,0,0,0,0,0,0,0,0,0,0.0263772305884134,0,0,0,0,0,0,0,0,0,-0.0149712508603451,0,0,0,0,0,0,0,0,0.0113150267995163,0,0,0,0,0.00657366329024375,0,0
