,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000858.SZ,X000625.SZ,X002304.SZ,X600276.SH,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X600372.SH,X000157.SZ,X002241.SZ,X600741.SH,X600089.SH,X600703.SH,X000100.SZ,X601877.SH,X002236.SZ,X000581.SZ,X600271.SH,X000568.SZ,X000623.SZ,X000559.SZ,X000550.SZ,X600118.SH,X000050.SZ,X002475.SZ,X300124.SZ,X002456.SZ,X600066.SH,X002294.SZ,X600839.SH,X002129.SZ,X600867.SH,X002007.SZ,X600177.SH,X000869.SZ,X000800.SZ,X000400.SZ,X300003.SZ,X002038.SZ,X002292.SZ,X600435.SH,X000977.SZ,X002465.SZ,X600809.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0.0214419648786038,0,0,0,0,0,0,0.0846598833832481,0,0,0,0,0.522917537556616,0,0,0,0,0,0,-0.136199263303513,0,0.0540781169973089,0,0,0,0,0,0,0.134270899600921,0,0,0,0,0,0,0,0.124083779410571,0,0,0,0,0,0,0,0,0.0628793959018474,0,-0.0303278130437982,0.0444709668429393,0,0,0,-0.215376086113446,0,0
X600519.SH,0,0,0.124813117071372,0,0,0.238797866636604,0,0.197960376766559,0,0.0189756391748542,0,0.0497318100075795,0,0,0,0,0.156135642317354,0,0,0,0,0,0,0.0767407792076188,0,0,0,0.0850587591530789,0,0,0,0,0,0,0,-0.0830314377381141,0,0.00947341686123153,0,0,0,-0.00717232393569068,0.0597790646230043,0,0,0,0,0,0,0,0,0.0176996497980698,-0.0440376918622942,-0.135687487346065,0,0,-0.02198202556522,0,0
X000725.SZ,0,0.0704998724842988,0,0,0,0,0,0,0,0,0,0,0,0,0.0745735724110076,0,0,0,0,0.343422669525595,0,0.155970165930449,0,0,0,0,0,0,0,-0.0295907827937637,0,0,0,0,0,0,0,0.011676533646095,0.0793527104912702,0,0,0,0,-0.168747849388117,0,0,-0.0108561024624548,0,0,-0.0257952011321149,0,0.0127093147444684,-0.0247904210460982,0,0,0,-0.0148510547808837,0,0
X000651.SZ,0,0,0,0,0,0,0,-0.115825603327476,0,0.0481770891412251,0,0,0.214480151375857,0,0,0,0,0,0,0.0957573732896652,0.201004165169083,0,0,0,0,0,0,0,0,0,0,0,0,0.0930205774677053,0,0,0,-0.0583853714531728,0,0,0,0,0,0,0,0,0,0.0966579206067527,0,0,0,0.0131925547772926,0.0125441155525282,0,0,0,0,0,0
X002415.SZ,0,0,0,0.126929085154673,0,0,0,0,0,0,0,0,0,0.153094246792902,0,0,0,0.0423482661528479,3.46944695195361e-18,0,0,0.298853863162435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168844654662359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00990874834326754,0.029659148839816,0,0,0,0,0,0
X000858.SZ,0,0.105113587215157,0,0,0,0,0,0.019307981789016,0,0,0,0.039186435006785,0,0,0,0,0,0,0,0.0359978864200791,0,0.0327715741129513,0,0,0.202827473140637,0,0,0.0903870131330696,0,0.023149980908537,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0.0839408890040478,0,0,0,0,0,0,0,0,0.188488153852594,0,-0.00529579726264674,0,0,0,0,0.043551018848027,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843622100362051,0.0263526433612868,0,0,0,0.0884112524972957,0,0,0,0,0,0.0994232874244589,0.108595496062136,0,0,0,0.180424664450124,0,0,0,0,0,0.0254365640674651,0,0,0,0,0,0,0,-0.0439707664569519,0,0.0082368648734916,0,0,-0.015440398234477,-6.7762635780344e-21,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0203676121571389,0.30077634088151,0,-0.00708665596569505,0,0,0,-0.16573446985818,0,0,0,0,0,-0.0844572556010947,0,0,0,0,0,0,0,0,0.0700680698214914,0,0,0,0.22875510331492,0,0,0,0,0.474859074356978,0,0.00506130752651882,0.000987408509484921,0,0,0,0,0,0
X600276.SH,-0.0487327517710729,0,0,-0.0162578661512585,0,0,0,0.197327396597749,0,0,0,0,0,0,0,0,-0.0278394325321441,0,0.0724853066912287,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.00495146952538902,0,0.196238122404578,0,0,0,0,0,0,0,0,-0.0939743723520132,0,0,0,0,0.0164104656887705,0,0,0,-0.0831625434070378,0,0
X600690.SH,0,0.255587493105938,0.0236110537327105,0.245842094370788,0,0,0,0.159421789541555,0,0,0,0,0,0,0,0,0.118224625050453,0.146679231293761,0,0.235803014921663,0,0,0,0,0,0,0,0,0.00201321213777419,0,0,-0.0631218564878836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232973452812491,0.0988825892440063,0,0,0,0,0,0
