,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X600690.SH,X000625.SZ,X000651.SZ,X002304.SZ,X300124.SZ,X600104.SH,X003816.SZ,X000725.SZ,X000596.SZ,X000063.SZ,X000338.SZ,X002371.SZ,X600031.SH,X300014.SZ,X002179.SZ,X000100.SZ,X600703.SH,X600089.SH,X002236.SZ,X002241.SZ,X600372.SH,X002129.SZ,X000661.SZ,X002049.SZ,X000157.SZ,X000977.SZ,X600584.SH,X600741.SH,X601877.SH,X600522.SH,X000800.SZ,X002463.SZ,X002007.SZ,X600183.SH,X601799.SH,X600418.SH,X002074.SZ,X600460.SH,X002028.SZ,X000066.SZ,X002294.SZ,X300142.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.396112936861384,0,0,0.274634200898892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0854481525131932,0,0,0,0.167681609383669,0,0,0,0,0,0,0.00265350885134963,0.105246232420091,0,0,0.192177540263495,0,0,0.00911527436206041,0,0,0,0,0,0,0,0.0872085959044141,0,0
X000858.SZ,0.184425208348983,0,0,0,0.145678100970024,0.262666884314457,0,0.0488348620868565,0,0,0,0,-0.147891525873403,0,0,0,-0.0265874538716491,0,0,0,0.0636385053248804,0,0.149937836716138,0,0,0,0,0,0.0386826303206355,0.0152073556686027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387719829364911,0,0,0,0.00261986250443016,0,0,0,-0.000776454013979432,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0417894908752269,0,0,0,0,0,0,0.0342830115583129,0,0.0417633007885492,0.0595846891733538,0,0,0,0,0.207316677121381,0,0,0,-0.031435986650108,0,0.0940960145685665,0,0,0,0,0,0,0,0,0,0,0,0,0.104491846340966,0,0,0,0,0.108723418775837,0.00684520170217542,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.00903474758271974,0.0613854768063107,0.0339208927490864,0,0,0,0,0,0,0,0,0.118018457838108,0,0,0,0,0,0,0,0.0247360973149769,0,0,0,0.118923062356319,0,0,-0.0564350520642833,0.0223017335600142,0,0,0,0,0.0536293791682585,0,-0.0220166621637131,0,0,0,0,0,-0.00971323024457811,0.227156881637326,0,0,0,0.0183655516972608,-0.0173111177340793,0,0,0,0,0,0
X600809.SH,0.243401643474976,0,0,0,0,0.283611613649624,0,0,-0.0122937069251057,0,0,0,0,0,0,0.258540926115193,0,0,0,0,0,0,0,0,0,0.0795411356227153,0.00429704177662194,0,0,0,0,0,0.0373546053755731,0,0,0,-0.0621917524737768,-0.0851160178295925,0.0484799253306997,0,0,0,0,0,0,0,0,0,0,0,0,0.0274597351971498,-0.0578797150110863,0,0,0,0,0,0
X000568.SZ,0,0.419265689552422,0,0,0.495846934490472,0,0,0,0,0,0,0,0,0,0,0,0,0.0269220321690412,0,0,0,-0.033848359591836,0,-0.0434705168418533,0,0,-0.0181369637212986,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0748518827689683,-0.0821923496835724,-0.0137069091704098,0,0,0,0,0,0,0,0,0.00270687208996494,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654331102610642,0,0.0980445094514499,0,0,0,0,0.0496832483220505,0.234452016837101,0,0,0,0,0,-0.146523613030549,0.0217709289073236,0,0,0.0872952038095267,0,0,0,0,0.0919890653900098,0.122803899979323,0,0,0,0.00778797502267113,0,0,0,0,-0.0274889610356248,0.00731703211873625,0,0,0,0,0,0
X600690.SH,0.179851567612669,0,0,0,0,0,0,0,0,0.225973004963059,0,0,-0.0988490045245305,0,0,0.101312283257084,-0.0223964405189268,0.0891700299191751,0,0,0.0225899071189726,0,0,0,0,0,0,0,0,0,0,0,-0.00126022736282369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0651634215207268,0.011190143809016,0,0,0,0,-1.73472347597681e-18,0,0
X000625.SZ,0,0,-0.275416237282725,0,0,0.00814828075634597,0,0,0,0,0.156973831564874,0.101503275281834,0,0,0,0,0,0.336103270759606,0.0309638076512286,0,0.0407537789846172,0,0,0,0,0,0,0,0.210041045722604,0,0,0,4.33680868994202e-19,0,0,0,0,0.150476018429556,0.0547568478852747,0,0,0.0775404673575946,0.325235882156179,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0138950533744308,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.076262722339398,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.135697817906245,0,0,0,0,0,0,0,0,-0.20714538994232,0.142858204947467,0,0,0,0,0.0966277868917912,0,0,0,0,0.145467336250568,0,0,0,0,-0.0474163315545825,0,0.0602468045641412,0,0,0.0515410733092952,-0.113618606021422,0,0,0,0,0,0
X002304.SZ,0.012694976074717,0,0,0,0.0996384611229767,0.175679743544377,0,0,0,0,0,0,0,0,0,0,0.0599225617489828,0,0,0,0.105680708551204,0.0624934346190157,0,0,0,0,0,0,0.0173900914307036,0,0,0,0.0763882900056685,0,0,0,0,0.0262992443746338,0,0,0,0,0.0178801635790637,0,0,0,0,0,0,0,0,0.0456053755554214,-0.101531903263021,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0.175275828315572,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,-0.286018510027618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0177826986456506,0.371231970808004,0,0,0.00599705226688686,0.0178646697460818,0,0,0,0,0,0
X600104.SH,0.240316435787721,0,0,0,0,0,0,0,0.0401337609277942,0,0,0,0,0,0,0,0,0,0,0,-0.148896162419705,0,0,-0.0584473187440175,0,0,0,0,0,0,-0.0375524578083947,0.0659227497640219,0,-0.0133240131684118,0,0,0,0,0,0,0,0,0.095899010839368,0,-0.032061360400837,0,0,-0.0313203654479425,0.0379585080158855,0,0,0,0.0309508519470468,0,0,0,0,0,0
