,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000858.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X600031.SH,X600690.SH,X600276.SH,X000100.SZ,X600118.SH,X600271.SH,X600372.SH,X000157.SZ,X600703.SH,X000338.SZ,X002129.SZ,X600089.SH,X002241.SZ,X600741.SH,X000559.SZ,X600177.SH,X600839.SH,X600066.SH,X002456.SZ,X600582.SH,X300124.SZ,X002236.SZ,X002292.SZ,X000800.SZ,X600060.SH,X600198.SH,X002465.SZ,X600435.SH,X000623.SZ,X000977.SZ,X000568.SZ,X002276.SZ,X601877.SH,X000581.SZ,X002475.SZ,X600498.SH,X000050.SZ,X002008.SZ,X000869.SZ,X002294.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0666349442312042,0,0,0,0,0,0,0,0,0.0628514417873212,0.0639950804582931,0,0.0733273531082886,0,0,0,0,0,0,0,0,0,0,0,0.233111093037087,0,0,0,0,0,0,0,0,0,0,0,0.00205520856378773,0.0119752453893644,0,0,0,0,0,0
X600104.SH,0,0,0.0599589292881651,0,0,0,0,0,0,0,0,0,0,0,0,0.0565376128662996,0,0,0,0,0,0,0,0,0,0.0204945005941184,0,-0.02961876833992,0,0,0.0570477940939378,0,0.0305927634985425,0,0,0,0,0.100263637660476,0,0.325266897944333,0.0198257443198713,0,0,0,0,0,0,0,0,0,0,-0.000985987412664896,0,0,0,0,0,0,0
X000651.SZ,0.0266656722044096,0,0,0,0,0,0.0317726946031417,0.0896392367465153,0,0,0.0443715392462739,0,0.107359686328903,0,0.0508117073378629,0,0.0541941005345492,0,0,0,0,0,0,0,0,0,0,0.0574398323671986,0.0128852752004224,0,0,0,0,0.0340078501572785,0,0,0,0,0,0.09962911473689,0,0,0,0,0,0,0,0,0,0,0,-0.00830132686037801,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0232806617750233,0,0,0,0,0,0,0.113490710834725,0,0,0,0,0,0.0611729019907486,0,0,0,0,2.16840434497101e-19,0,0,0.102709728418285,0,0,0,0,0,0,0.183547823247098,0,0,0.0213351463461495,0,0.080650535502578,0,0,0,0.0470491078507568,0,0,0,0,0,0,-0.0199110323009022,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0951086975545261,0,0,0,0.1341247996641,0,0,0.142563852666763,0,0,0,0,0.0529127589916817,0,0,0.250622975365342,0,0,0,0,0,0.011796115074961,0,0,0,0,0,0,0.0833408480709049,0,0,0.218647600532064,0,0,0,0,0.0835959600912716,0,0,-6.7762635780344e-21,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0144964340716895,0.0814243732495658,0,-0.00427567626210467,0,0,0.0245515727323338,0,0,0,0,0.0814264618463776,0,0.0840988618037797,0,0.0207064227711488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300110591767918,0,0,0,0,0,0,0,0.0707857201315455,0,0,0,1.35525271560688e-20,0,0,0,0,0,0,0
X000625.SZ,0.061091994040318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0544175629507863,0,0.188700410968842,0,0,0,0,0,0.0847533022883013,0.0369932273398957,0,0,0,0,0,0,0,0,0,0.0563880553449986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102051927706258,0.0668952331792314,0,0,0,0,0,0
X000063.SZ,0,0,0.16853801623832,0,0,0,0,0,0,0,0,0,0.0700584285236873,0,0.0303950430663885,0,0,0,0,0,0.172118687960405,0,0,0,0,0.060756550081928,0,0,0,0,0,0,0,0.0057965267030795,0,0,0,0,0.120899773130577,0.177584423777627,0,0,0,0,0.120643268839013,0,0,0,0,0,0,-0.0021904609537878,0.00861020871176054,0,0,0,0,0,0
X002304.SZ,0.0541424356087718,0,0,0,0,0,0,0,0,0.105361998581463,0,0,0,0,0,0.0510942704436759,0,0.063861595561272,0,0,0,0,0,0,0,0,0,0,0,0,0.0390427441381669,0,0,0,0,0,0,0.0576706359550578,0.103147939701216,8.67361737988404e-19,0.0216939453026037,0,0,0,0,0,0,0,0.115617355574355,0,0,-0.000866847606157388,-0.00686971650840964,0,0,0,0,0,0
X600031.SH,0,0,-0.0692362376915425,0,0,0,0,0,0.0951673235564651,0,0,0,0,0,0,0.173123464971599,0,0.104187095127157,0,0,0.209529603041908,0,0,0,0,0,0,0,0,0,0,0,0,0.0301599245992446,0.116181410343044,0,0.00617268187330346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405623453521442,0,0,0,0,0,0
